title,creator,date,subject,description,category,section,publisher,source,identifier,language,rights,rightsstatement,type,format,original_link,verso_permalink
Idaho's Public Libraries (2017),"Bailey-White, Stephanie; Hendrix, Beth",2017,,"The report highlights that Idaho's public libraries are experiencing high usage, especially among children and young adults, and play a crucial role in education and workforce development. Challenges include the need for technological upgrades, improved broadband access, and data security.",Idaho at a Glance Policy Briefs,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Idaho at a Glance Policy Briefs,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315857610001851&download=true,https://verso.uidaho.edu/esploro/outputs/996679247701851
Idaho's Future Initiative: Improving the Transition from High School to College and Career,"Henscheid, Jean",2017,,"The Idaho State Board of Education is one of a handful of such boards to govern both a state's K-12 system and its postsecondary institutions. This consolidated structure offers an important platform for education sectors to join forces toward making improvements from kindergarten through graduate school. In June, 2017, 31 high school career and college counselors and postsecondary academic advisors and career counselors used this consolidated platform to consider the persistently low rate of Idahoans earning postsecondary credentials and to offer recommendations for improvement. These educators gathered for a three-day Idaho's Future Initiative (IFI) meeting in Boise, examined the student pipeline from eighth grade through the first postsecondary year, and drafted nine recommendations to present to the State Board. Educators at this invitation-only event represented every region of the state, every size of high school, and every one of the state's eight public colleges and universities. One hundred percent of the Idaho's Future Initiative (IFI) participants have expressed interest in building a statewide structure to allow high school and postsecondary counselors and advisors to work together to implement these or other improvements.",Research Reports,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Research Reports,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315857510001851&download=true,https://verso.uidaho.edu/esploro/outputs/996679348801851
"Hispanic Profile Data Book for Idaho, 4th Edition","Dearien, Christine; Salant, Priscilla; Burke, Tenley",2017,,"This edition examines the changing trends and their impact, providing stakeholders with information on the needs and issues facing Idaho's growing Hispanic population. By sharing this rich data set with the general public, policy makers, K-20 institutions, businesses, and NGOs, the Commission hopes to foster collaboration, seek resources, and assure sound public policy to address the complex issues resulting from the growth of Hispanics in our State.",Research Reports,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Research Reports,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315857570001851&download=true,https://verso.uidaho.edu/esploro/outputs/996679348601851
Community Impacts of Idaho's Dairy Workforce,"Salant, Priscilla; Wulfhorst, J.D.; Cruz, Erinn; Dearien, Christine",2017,,"This study updates our 2009 analysis of how the dairy industry's workforce impacts communities in Idaho's south central region, commonly referred to as the Magic Valley. The region is home to about 70 percent of Idaho's dairy cows and 10 percent of its residents. In the original study and in the update, we examine community impacts from a demographic, economic, and social perspective. Both studies were funded by grants from the Idaho Dairymen's Association. For the 2017 study, we conducted 48 semi-structured interviews with experts and keyinformants selected based on their knowledge of the region, its communities, and the dairy industry. In addition to our interviews, we also analyzed secondary data from federal, state, and local sources. These data provide important context to help understand themes, trends, and patterns that emerge from qualitative interviews, and vice versa. Two key national trends form the context for this report. The first is a continuation of decadeslong structural change in the dairy industry, towards fewer and larger farms. The second is slowing growth in the Hispanic population, largely the result of lower birth rates (in both Mexico and the U.S.) and a dramatic decline in the number of Mexican immigrants entering the U.S.",Research Reports,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Research Reports,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315857670001851&download=true,https://verso.uidaho.edu/esploro/outputs/996679247901851
Life After High School (2016),"Salant, Priscilla; Dearien, Christine; Cruz, Erinn",2016,,"The report examines why Idaho has low postsecondary enrollment rates, finding significant gender disparities, differing motivations between males and females, and the crucial influence of parents' education levels. It highlights the need for targeted strategies to support students and parents, enhance educational value perception, and engage businesses in promoting further education.",Idaho at a Glance Policy Briefs,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Idaho at a Glance Policy Briefs,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315857390001851&download=true,https://verso.uidaho.edu/esploro/outputs/996679247201851
Hispanics: Education (2016),"Dearien, Christine; Salant, Priscilla",2016,,"This report says Hispanics comprise 18% of Idaho's public K-12 students and have driven significant enrollment growth, though they score lower on standardized tests and have lower immediate postsecondary enrollment rates compared to non-Hispanics. Hispanic enrollment has increased in several K-12 districts and postsecondary institutions, even as non-Hispanic enrollment has declined.",Idaho at a Glance Policy Briefs,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Idaho at a Glance Policy Briefs,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315857430001851&download=true,https://verso.uidaho.edu/esploro/outputs/996679348701851
Refugees in Idaho (2016),"Delic, Alma",2016,,"The report outlines Idaho's refugee resettlement efforts since 1975, highlighting rigorous security screenings and federal funding support. It notes the diverse origins of refugees and their economic contributions through employment, entrepreneurship, and taxes.",Idaho at a Glance Policy Briefs,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Idaho at a Glance Policy Briefs,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315857470001851&download=true,https://verso.uidaho.edu/esploro/outputs/996679348501851
Hispanics: An Overview (2016),"Dearien, Christine; Salant, Priscilla",2016,,"This report outlines that Idaho's Hispanic population is growing, making up nearly 12% of the state's population, with most being U.S.-born and citizens. The median age of Hispanics in Idaho is significantly younger than non-Hispanics, highlighting a youthful demographic.",Idaho at a Glance Policy Briefs,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Idaho at a Glance Policy Briefs,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315857650001851&download=true,https://verso.uidaho.edu/esploro/outputs/996679248001851
Hispanics: Labor Force and Economy (2016),"Dearien, Christine; Salant, Priscilla",2016,,"This report says Idaho's labor force is diversifying with Hispanics making up 12% of the workforce in 2014, although they earn less on average and face higher unemployment rates than non-Hispanics. Despite improvements since the recession, disparities in employment and wages persist.",Idaho at a Glance Policy Briefs,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Idaho at a Glance Policy Briefs,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315857750001851&download=true,https://verso.uidaho.edu/esploro/outputs/996679247301851
American Indian Education (2016),"Dearien, Christine; Salant, Priscilla",2016,,"The report highlights persistent achievement gaps and lower college readiness among Idaho's American Indian students, with lower high school graduation and postsecondary enrollment rates compared to the general population. Efforts are underway to improve educational outcomes through strategic planning and culturally relevant educational programs.",Idaho at a Glance Policy Briefs,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Idaho at a Glance Policy Briefs,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315857770001851&download=true,https://verso.uidaho.edu/esploro/outputs/996679348301851
Early Childhood Learning (2015),"Dearien, Christine; Salant, Priscilla; Cruz, Erinn",2015,,This report provides background for public policy dialogue on this critical birth-to-5 period in the lives of Idaho's young children.,Idaho at a Glance Policy Briefs,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Idaho at a Glance Policy Briefs,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315857410001851&download=true,https://verso.uidaho.edu/esploro/outputs/996679348901851
Life After High School Methodology,"Salant, Priscilla",2015,,"The study aims to understand Idaho high school seniors' post-graduation activities and the factors influencing their decisions, focusing on enrollment in post-secondary education. Findings will guide policy makers, educators, and institutions in improving engagement and support strategies for increasing go-on rates.",Idaho at a Glance Policy Briefs,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Idaho at a Glance Policy Briefs,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315857630001851&download=true,https://verso.uidaho.edu/esploro/outputs/996679347801851
Rural Idaho Since the Recession (2015),"Dearien, Christine; Salant, Priscilla",2015,,"Idaho is in the 6th year of recovery since the 2007-09 recession. This report explores how rural parts of the state, which account for about one-third of Idahoans, are recovering from the economic downturn.",Idaho at a Glance Policy Briefs,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Idaho at a Glance Policy Briefs,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315857810001851&download=true,https://verso.uidaho.edu/esploro/outputs/996679247801851
Highway Funding Survey (2014),"Salant, Priscilla",2014,,"The report highlights that Idaho's American Indian students face persistent achievement gaps and lower college readiness compared to non-Native students. It also notes increasing Native enrollment in postsecondary institutions, particularly in 2-year and certificate programs, and emphasizes the importance of integrating cultural knowledge into education.",Idaho at a Glance Policy Briefs,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Idaho at a Glance Policy Briefs,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315857690001851&download=true,https://verso.uidaho.edu/esploro/outputs/996679247501851
Food Security in Idaho (2014),"Salant, Priscilla; Dearien, Christine; Cruz, Erinn",2014,,"The analysis suggests that improving food security in Idaho can be achieved by focusing on collaboration, prioritizing children, creating new markets, and implementing evidence-based education. The University of Idaho can help address this challenge through research, education for consumers and producers, stakeholder engagement, and partnerships for developing strategies, grant proposals, and impactful initiatives.",Idaho at a Glance Policy Briefs,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Idaho at a Glance Policy Briefs,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315857710001851&download=true,https://verso.uidaho.edu/esploro/outputs/996679348101851
American Indian Education (2014),"Dearien, Christine",2014,,"This report covers the educational landscape for Idaho's American Indian students, examining their enrollment, academic achievement, postsecondary education, and educational attainment. It highlights persistent achievement gaps, lower college readiness, and lower educational attainment among Native adults. The report also notes increasing enrollment in 2-year and certificate programs and discusses tribal efforts to integrate cultural knowledge into education.",Idaho at a Glance Policy Briefs,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Idaho at a Glance Policy Briefs,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315857730001851&download=true,https://verso.uidaho.edu/esploro/outputs/996679247401851
Measuring Broadband: Households (2014),"Cruz, Erinn; Salant, Priscilla",2014,,"The analysis for this report was conducted as part of LinkIDAHO (www.linkidaho.org), a statewide initiative to expand broadband availability and adoption through state and regional planning, mapping service gaps, and capacity building.",Idaho at a Glance Policy Briefs,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Idaho at a Glance Policy Briefs,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315858220001851&download=true,https://verso.uidaho.edu/esploro/outputs/996679248901851
Refugees & Healthcare in Idaho (2014),"Van Zante, Alysha",2014,,This report focuses on how refugees in Idaho engage in the healthcare system and the distinct health concerns they face.,Idaho at a Glance Policy Briefs,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Idaho at a Glance Policy Briefs,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315858240001851&download=true,https://verso.uidaho.edu/esploro/outputs/996679248301851
Towards Food Security in Idaho,"Salant, Priscilla; Dearien, Christine; Cruz, Erinn",2014,,"Food insecurity causes serious long-term problems for individuals and society as a whole. People with poor diets are far more likely to experience poor overall health status, activity-limiting health impairments, depression and other mental health issues. Children with poor diets experience compromised health and development and are less likely to succeed in school, while adults who experienced childhood hunger are more likely to miss work and have a harder time holding down a job. People with poor diets are also more vulnerable to being overweight and obese. They have lower incomes, less access to affordable, healthy foods, and fewer options for physical activity. We have two goals in writing this report. First, we aim to create a base of common information about Idaho's food security challenge and how it is currently being addressed. Second, we seek to encourage organizations and agencies to collaborate around a common agenda to improve food security in Idaho. In achieving these goals, we also aim to identify the best ways in which the University of Idaho can work with partners to address Idaho's food security challenge.",Research Reports,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Research Reports,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315857790001851&download=true,https://verso.uidaho.edu/esploro/outputs/996679247101851
Hispanics and STEM Education,"Dearien, Christine; Salant, Priscilla",2013,,"The report highlights that Hispanic students in Idaho are the fastest-growing demographic in education, with high aspirations for college. However, they face challenges in achieving comparable performance to non-Hispanics, especially in STEM subjects, and their parents often lack confidence in supporting their education.",Idaho at a Glance Policy Briefs,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Idaho at a Glance Policy Briefs,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315858320001851&download=true,https://verso.uidaho.edu/esploro/outputs/996679249001851
Hispanic Health (2013),"Dearien, Christine; Salant, Priscilla",2013,,"The report provides an overview of health status and behaviors among Hispanic Idahoans, noting higher rates of poor health, lack of insurance, and obesity compared to other groups. It highlights the potential positive impacts of the Affordable Care Act in reducing these disparities.",Idaho at a Glance Policy Briefs,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Idaho at a Glance Policy Briefs,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315858400001851&download=true,https://verso.uidaho.edu/esploro/outputs/996679248501851
Measuring Broadband (2012),"Dearien, Christine; Gray, Debbie; Salant, Priscilla",2012,,"The analysis for this report was conducted as part of LinkIDAHO (www.linkidaho.org), a statewide initiative to expand broadband availability and adoption through state and regional planning, mapping service gaps, and capacity building",Idaho at a Glance Policy Briefs,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Idaho at a Glance Policy Briefs,DOI: 10.1016/j.fishres.2020.105856,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315858300001851&download=true,https://verso.uidaho.edu/esploro/outputs/996679248801851
Hispanic Education (2011),"Dearien, Christine; Gray, Debbie; Salant, Priscilla",2011,,"This report is intended to inform public policy and programs that keep Hispanic students in school, achieving their highest potential throughout the education system",Idaho at a Glance Policy Briefs,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Idaho at a Glance Policy Briefs,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315858180001851&download=true,https://verso.uidaho.edu/esploro/outputs/996679349001851
Hispanics: Overview (2010),"Dearien, Christine; Gray, Debbie; Salant, Priscilla",2010,,"This report provides an overview of Idaho's Hispanic residents, with information about the size and characteristics of the Hispanic population. It is the first in a series of three Hispanic",Idaho at a Glance Policy Briefs,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Idaho at a Glance Policy Briefs,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315858160001851&download=true,https://verso.uidaho.edu/esploro/outputs/996679248101851
Hispanic Labor Force & Economy (2010),"Dearien, Christine; Gray, Debbie; Salant, Priscilla",2010,,This report is the second of three in our At A Glance series on Idaho's Hispanics,Idaho at a Glance Policy Briefs,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Idaho at a Glance Policy Briefs,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315858200001851&download=true,https://verso.uidaho.edu/esploro/outputs/996679349101851
Rural Idaho Recession (2010),"Dearien, Christine; Gray, Debbie; Salant, Priscilla",2010,,This report shows recession in the rural Idaho,Idaho at a Glance Policy Briefs,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Idaho at a Glance Policy Briefs,DOI: 10.1007/978-3-030-88802-2,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315858360001851&download=true,https://verso.uidaho.edu/esploro/outputs/996679349201851
Rural Education (2009),"Dearien, Christine; Gray, Debbie; Salant, Priscilla",2009,,"The report discusses the challenges and trends in rural education in Idaho, highlighting disparities in educational attainment and access to resources compared to urban areas. It emphasizes the need for targeted interventions to improve educational outcomes in rural communities.",Idaho at a Glance Policy Briefs,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Idaho at a Glance Policy Briefs,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315858420001851&download=true,https://verso.uidaho.edu/esploro/outputs/996679249101851
Community Level Impacts of Idaho's Changing Dairy Industry,"Salant, Priscilla; Wulfhorst, J.D.; Kane, Stephanie; Dearien, Christine",2009,,"This report analyzes the community-level impacts of Idaho's changing dairy industry, and specifically, that part of the industry involved in milk production. Using a three-part methodology, we examine how the people who work on dairy farms impact local economies, schools, health care providers, justice systems, and other aspects of communities in southern Idaho. Two parallel trends shape the context for this analysis. Both are consistent with national trends in farm-dependent areas of the country. First, the structure of Idaho's dairy industry is changing. The trend is towards larger and more geographically concentrated farms with an increasing demand for wage labor. Second, Idaho is becoming more ethnically diverse as the state's Hispanic population grows at a faster rate than the rest of the population.",Research Reports,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Research Reports,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315858260001851&download=true,https://verso.uidaho.edu/esploro/outputs/996679248401851
Rural Idaho (2008),"Salant, Priscilla",2008,,"The article highlights that roughly 30% of Idahoans live in rural areas, with rural population growth slower than urban areas. Hispanics have significantly contributed to this growth. Rural areas face higher poverty rates, especially among children, and lag in wages, job growth, and education compared to urban regions.",Idaho at a Glance Policy Briefs,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Idaho at a Glance Policy Briefs,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315858340001851&download=true,https://verso.uidaho.edu/esploro/outputs/996679248701851
Rural Idaho (2005),"Salant, Priscilla; Porter, Alan; Dearien, Christine; Gray, Debbie; Tenne, Tony; Fick, Bob",2005,,"This study focuses on the demographic, economic, and social issues affecting Idaho's rural communities. It addresses issues such as population growth, economic vulnerability, low income, and healthcare access. The research highlights the need for collaboration between rural and urban areas, as well as across industries, to improve Idaho's overall quality of life.",Idaho at a Glance Policy Briefs,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Idaho at a Glance Policy Briefs,DOI: 10.1525/cse.2019.002071,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315748660001851&download=true,https://verso.uidaho.edu/esploro/outputs/996678549401851
Rural Idaho (2005),"Salant, Priscilla; Porter, Alan; Dearien, Christine; Gray, Debbie; Tenne, Tony; Fick, Bob",2005,,"This study focuses on the demographic, economic, and social issues affecting Idaho's rural communities. It addresses issues such as population growth, economic vulnerability, low income, and healthcare access. The research highlights the need for collaboration between rural and urban areas, as well as across industries, to improve Idaho's overall quality of life.",Idaho at a Glance Policy Briefs,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Idaho at a Glance Policy Briefs,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315858380001851&download=true,https://verso.uidaho.edu/esploro/outputs/996679248201851
Rural Idaho (2003),"Salant, Priscilla",2003,,"This report gives an overview of what rural Idaho looks like today. The intended audience includes elected representatives who make policies that impact rural people;state, local and nonprofit agency staff who work in and with rural places; business people who serve rural markets;and journalists who report on our state.",Idaho at a Glance Policy Briefs,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Idaho at a Glance Policy Briefs,DOI: 10.1002/aepp.13310,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315858280001851&download=true,https://verso.uidaho.edu/esploro/outputs/996679248601851
