objectid,title,author,reader,creator type,date,subject,description,location,lat long,grade-level,identifier,format,digital specifications,language,rights,standardized rights,type,contributing institution,date created,date modified,reference url,cdmid,soundid,soundlink,contentdm file name,contentdm file path
guidedread182,Recycling (Audio),"Mahoney, Alex",Isla Rosewood,Teacher,2014,,Audio recording of a Fifth grade level informational text about recycling.,,,Fifth,recycling,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,sound,University of Idaho,2015-02-23,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/182,182,,,183.mp3,/guidedread/image/183.mp3
guidedread260,River Otters,"James, Emily",none,Teacher,2016,,informational text about river otters,,,,Otters,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2016-09-22,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/260,260,nullo,,261.pdf,/guidedread/image/261.pdf
guidedread766,Rock Climbing,Chelsea Jones,Adrienne Vitullo,Student,2017,rock climbing; harness; rope,informational text about rock climbing,,,fifth,Rockclimbing,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/766,766,902,296.mp3,800.cpd,/guidedread/supp/766/index.pdf
guidedread902,Rock Climbing,Chelsea Jones,Adrienne Vitullo,Student,2017,rock climbing; harness; rope,informational text about rock climbing,,,fifth,Rockclimbing,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Sound,University of Idaho,2018-02-26,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/902,902,,,296.mp3,/guidedread/image/296.mp3
guidedread152,Sea Turtles,"Scott, Holly",Isla Rosewood,Teacher,2014,sea turtles; turtles,Second-grade level informational text about turtles,,,Second,SeaTurtles,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2014-11-11,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/152,152,155,156.mp3,153.pdf,/guidedread/image/153.pdf
guidedread230,Sea Turtles,"Ratcliff, Kristen",Adrienne Vitullo,Teacher,2016,sea turtles; turtles,informational text about sea turtles,,,second,Sea_Turtles2,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2016-09-22,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/230,230,232,233.mp3,231.pdf,/guidedread/image/231.pdf
guidedread155,Sea Turtles (Audio),"Scott, Holly",Isla Rosewood,Teacher,2014,,Audio recording of a Second-grade level informational text about turtles,,,Second,SeaTurtles,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,sound,University of Idaho,2014-11-11,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/155,155,,,156.mp3,/guidedread/image/156.mp3
guidedread232,Sea Turtles (Audio),"Ratcliff, Kristen",Adrienne Vitullo,Teacher,2016,sea turtles; turtles,informational text about sea turtles,,,second,Sea_Turtles2,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Sound,University of Idaho,2016-09-22,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/232,232,,,233.mp3,/guidedread/image/233.mp3
guidedread233,Seasons of the Year,"Ballestero, Connie",Adrienne Vitullo,Teacher,2016,seasons; spring; summer; fall; winter,informational text about seasons,,,first,Seasons,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2016-09-22,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/233,233,235,236.mp3,234.pdf,/guidedread/image/234.pdf
guidedread235,Seasons of the Year (Audio),"Ballestero, Connie",Adrienne Vitullo,Teacher,2016,seasons; spring; summer; fall; winter,informational text about seasons,,,first,Seasons,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Sound,University of Idaho,2016-09-22,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/235,235,,,236.mp3,/guidedread/image/236.mp3
guidedread237,Shapes Found in Nature,"Newbold, Jacob",Adrienne Vitullo,Teacher,2016,shapes; nature,informational text about shapes in nature,,,kindergarten,Shapes_Nature,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2016-09-22,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/237,237,238,239.mp3,238.pdf,/guidedread/image/238.pdf
guidedread238,Shapes Found in Nature (Audio),"Newbold, Jacob",Adrienne Vitullo,Teacher,2016,shapes; nature,informational text about shapes in nature,,,kindergarten,Shapes_Nature,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Sound,University of Idaho,2016-09-22,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/238,238,,,239.mp3,/guidedread/image/239.mp3
guidedread239,Sharks!,"Everett, Sophie",Adrienne Vitullo,Teacher,2016,sharks,informational text about sharks,,,second,Sharks,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2016-09-22,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/239,239,240,241.mp3,240.pdf,/guidedread/image/240.pdf
guidedread240,Sharks! (Audio),"Everett, Sophie",Adrienne Vitullo,Teacher,2016,sharks,informational text about sharks,,,second,Sharks,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Sound,University of Idaho,2016-09-22,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/240,240,,,241.mp3,/guidedread/image/241.mp3
guidedread783,Teaching a Dog to Lay Down,Savannah Scripter,Adrienne Vitullo,Student,2017,dogs; training,informational text about teaching a dog to lay down,,,third,Teaching_Dog,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/783,783,905,299.mp3,817.cpd,/guidedread/supp/783/index.pdf
guidedread905,Teaching a Dog to Lay Down,Savannah Scripter,Adrienne Vitullo,Student,2017,dogs; training,informational text about teaching a dog to lay down,,,third,Teaching_Dog,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Sound,University of Idaho,2018-02-26,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/905,905,,,299.mp3,/guidedread/image/299.mp3
guidedread203,The ABC's of Idaho,"Fascilla, Annie",Adrienne Vitullo,Teacher,2016,Idaho; attractions; national parks,informational text about Idaho,,,first,ABC_Idaho,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2016-09-22,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/203,203,207,208.mp3,204.pdf,/guidedread/image/204.pdf
guidedread207,The ABC's of Idaho (Audio),"Fascilla, Annie",Adrienne Vitullo,Teacher,2016,Idaho; attractions; national parks,informational text about Idaho,,,first,ABC_Idaho,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Sound,University of Idaho,2016-09-22,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/207,207,,,208.mp3,/guidedread/image/208.mp3
guidedread229,The Fish of Idaho,"Brown, Jaleh",Adrienne Vitullo,Teacher,2016,fish; salmon; trout; Idaho,informational text about fish in Idaho,,,fourth,Fish_of_Idaho,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2016-09-22,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/229,229,231,232.mp3,230.pdf,/guidedread/image/230.pdf
guidedread231,The Fish of Idaho (Audio),"Brown, Jaleh",Adrienne Vitullo,Teacher,2016,fish; salmon; trout; Idaho,informational text about fish in Idaho,,,fourth,Fish_of_Idaho,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Sound,University of Idaho,2016-09-22,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/231,231,,,232.mp3,/guidedread/image/232.mp3
guidedread150,The Great Fire of 1910,"Schulz, Gretchen",Isla Rosewood,Teacher,2014,fire; forest; 1910,Fourth-grade level informational text about the The Great Fire,"Northern Idaho, Western Montana","46.604930, -115.130927",Fourth,thegreatfire,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2014-11-11,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/150,150,153,154.mp3,151.pdf,/guidedread/image/151.pdf
guidedread153,The Great Fire of 1910 (Audio),"Schulz, Gretchen",Isla Rosewood,Teacher,2014,,Audio recording of a Fourth-grade level informational text about the The Great Fire,"Northern Idaho, Western Montana","46.604930, -115.130927",Fourth,thegreatfire,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,sound,University of Idaho,2014-11-11,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/153,153,,,154.mp3,/guidedread/image/154.mp3
guidedread803,The Hawaiian Islands,Serena Porter,Adrienne Vitullo,Student,2017,Hawaii; islands; Pacific,informational text about the Hawaiian islands,,,third,Hawaii,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/803,803,896,290.mp3,837.cpd,/guidedread/supp/803/index.pdf
guidedread896,The Hawaiian Islands,Serena Porter,Adrienne Vitullo,Student,2017,Hawaii; islands; Pacific,informational text about the Hawaiian islands,,,third,Hawaii,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Sound,University of Idaho,2018-02-26,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/896,896,,,290.mp3,/guidedread/image/290.mp3
guidedread241,The History of the Slinky,"Armstrong, Kelsey",Adrienne Vitullo,Teacher,2016,toys; Slinky,informational text about Slinkys,,,third,Slinky,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2016-09-22,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/241,241,242,243.mp3,242.pdf,/guidedread/image/242.pdf
guidedread242,The History of the Slinky (Audio),"Armstrong, Kelsey",Adrienne Vitullo,Teacher,2016,toys; Slinky,informational text about Slinkys,,,third,Slinky,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Sound,University of Idaho,2016-09-22,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/242,242,,,243.mp3,/guidedread/image/243.mp3
guidedread172,The Life Cycle of a Pacific Tree Frog,"Rade, Jessica",Isla Rosewood,Teacher,2014,,Second grade level informational text about frogs.,,,Second,PacificTreeFrogs,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2015-02-23,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/172,172,189,190.mp3,173.pdf,/guidedread/image/173.pdf
guidedread189,The Life Cycle of a Pacific Tree Frog (Audio),"Rade, Jessica",Isla Rosewood,Teacher,2014,,Audio recording of a Second grade level informational text about frogs.,,,Second,PacificTreeFrogs,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,sound,University of Idaho,2015-02-23,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/189,189,,,190.mp3,/guidedread/image/190.mp3
guidedread820,The Life of a Honey Bee,Cassie Clements,Adrienne Vitullo,Student,2017,Bees; honey; pollen,informational text about bees,,,fifth,Honeybee,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/820,820,885,279.mp3,854.cpd,/guidedread/supp/820/index.pdf
guidedread885,The Life of a Honey Bee,Cassie Clements,Adrienne Vitullo,Student,2017,Bees; honey; pollen,informational text about bees,,,fifth,Honeybee,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Sound,University of Idaho,2018-02-26,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/885,885,,,279.mp3,/guidedread/image/279.mp3
guidedread837,The Life of a Shark,Natalie Barton,Adrienne Vitullo,Student,2017,sharks; anatomy; senses,informational text about sharks,,,third,Shark_Life,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/837,837,904,298.mp3,871.cpd,/guidedread/supp/837/index.pdf
guidedread904,The Life of a Shark,Natalie Barton,Adrienne Vitullo,Student,2017,sharks; anatomy; senses,informational text about sharks,,,third,Shark_Life,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Sound,University of Idaho,2018-02-26,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/904,904,,,298.mp3,/guidedread/image/298.mp3
guidedread258,The Man Behind the Mouse,"Barnes, Hannah",none,Teacher,2016,,"informational text about Walt Disney, the man behind the mouse",,,,Man_Behind_Mouse,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2016-09-22,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/258,258,nullo,,259.pdf,/guidedread/image/259.pdf
guidedread216,The Monarch Butterfly,"Hull, Daly",Adrienne Vitullo,Teacher,2016,butterfly; nature; life cycle,informational text about Monarch butterflies,,,first,Monarch_Butterfly,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2016-09-22,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/216,216,217,218.mp3,217.pdf,/guidedread/image/217.pdf
guidedread217,The Monarch Butterfly (Audio),"Hull, Daly",Adrienne Vitullo,Teacher,2016,butterfly; nature; life cycle,informational text about Monarch butterflies,,,first,Monarch_Butterfly,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Sound,University of Idaho,2016-09-22,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/217,217,,,218.mp3,/guidedread/image/218.mp3
guidedread243,The Solar System,"Kouba, McKenna",Adrienne Vitullo,Teacher,2016,solar system; planets; space,informational text about the solar system,,,second,Solar_System,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2016-09-22,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/243,243,244,245.mp3,244.pdf,/guidedread/image/244.pdf
guidedread244,The Solar System (Audio),"Kouba, McKenna",Adrienne Vitullo,Teacher,2016,solar system; planets; space,informational text about the solar system,,,second,Solar_System,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Sound,University of Idaho,2016-09-22,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/244,244,,,245.mp3,/guidedread/image/245.mp3
guidedread175,The Story of the Lake Missoula Floods,"Shultz, Gretchen",Isla Rosewood,Teacher,2014,,Fourth grade level informational text about floods.,,,Fourth,TheStoryoftheLakeMFloods,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2015-02-23,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/175,175,186,187.mp3,176.pdf,/guidedread/image/176.pdf
guidedread186,The Story of the Lake Missoula Floods (Audio),"Shultz, Gretchen",Isla Rosewood,Teacher,2014,,Audio recording of a Fourth grade level informational text about floods.,,,Fourth,TheStoryoftheLakeMFloods,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,sound,University of Idaho,2015-02-23,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/186,186,,,187.mp3,/guidedread/image/187.mp3
guidedread262,The Water Cycle,"VanDercar, Aubree",none,Teacher,2016,,informational text about the water cycle,,,,Water_Cycle,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2016-09-22,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/262,262,nullo,,263.pdf,/guidedread/image/263.pdf
guidedread178,The Wonderful World of Whales,"Gibson, Jenny",none,Teacher,2014,,Third grade level informational text about whales.,,,Third,WonderfulWorldofWhales,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2015-02-23,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/178,178,nullo,,179.pdf,/guidedread/image/179.pdf
guidedread245,Tying Your Shoes,"Dieter, Jennifer",Adrienne Vitullo,Teacher,2016,shoes; tying,informational text about tying your shoes,,,kindergarten,Tying_Shoes,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2016-09-22,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/245,245,246,247.mp3,246.pdf,/guidedread/image/246.pdf
guidedread246,Tying Your Shoes (Audio),"Dieter, Jennifer",Adrienne Vitullo,Teacher,2016,shoes; tying,informational text about tying your shoes,,,kindergarten,Tying_Shoes,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Sound,University of Idaho,2016-09-22,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/246,246,,,247.mp3,/guidedread/image/247.mp3
guidedread259,Type 101,"Barnes, Hannah",none,Teacher,2016,,informational text about typing,,,,Type,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2016-09-22,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/259,259,nullo,,260.pdf,/guidedread/image/260.pdf
