title,creator,description,date,date_is_approximate,subject-lcsh,subject,relation,contributing_institution,publisher_digital,digital_collection_website,source,identifier,publisher,format_original,type,format,digitization_specifications,rights,rightsstatement,language,date_digital,coverage,idaho_county,latitude,longitude,cdm_url,cdmid,objectid,timelinejs,display_template,filename,object_location,image_small,image_thumb,errors
"Federal Government Entering Land Grab Era, Curtis Says",,A newspaper clipping from the Lewiston Morning Tribune discussing property ownership in the area around the future Dworshak Dam. The clipping includes headshots of Neal H. Rahm and A.B. Curtis.,1964-11-13,,"Curtis, Bert, 1903-1985;",public officers; dams; dworshak dam; construction; mining,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-099,,newspaper clipping,Text,application/pdf,"300 dpi compressed jpeg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/919,919,dworshak919,true,pdf,dworshak919.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak919.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak919_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak919_th.jpg,
A Full Day's Work for the Engineers,,A copy of a newspaper clipping from the Lewiston Morning Tribune. The article reports that the Army Corps of Engineers has an upcoming public hearing on regional river development at Orofino.,1953-11-15,,"Curtis, Bert, 1903-1985;",army corps; engineers; orofino; rivers,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-100,Lewiston Morning Tribune,newspaper clipping,Text,application/pdf,"300 dpi compressed jpeg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/921,921,dworshak921,,pdf,dworshak921.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak921.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak921_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak921_th.jpg,
State Game Commission To Oppose Dams on Snake,"Hulen, Bill",A newspaper clipping from The Oregonian which reports on opposition to the construction of proposed dams on the Snake River at a recent Corps of Army Engineers hearing.,1953-11-15,,"Curtis, Bert, 1903-1985;",construction; snake river,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-101,The Oregonian,newspaper clipping,Text,application/pdf,"300 dpi compressed jpeg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/923,923,dworshak923,true,pdf,dworshak923.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak923.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak923_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak923_th.jpg,
County Leaders Back Proposals for Snake Dams,,A newspaper clipping from the Spokane Daily Chronicle which reports on the recent announcement that Idaho's board of county commissioners have given their full endorsement of construction of two proposed dams on the Clearwater river.,1953-11-16,,"Curtis, Bert, 1903-1985;",commissioners; construction; dams; clearwater river,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-102,Spokane Daily Chronicle,newspaper clipping,Text,application/pdf,"300 dpi compressed jpeg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/925,925,dworshak925,true,pdf,dworshak925.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak925.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak925_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak925_th.jpg,
Brink Club Backs 4 Dams in Clearwater,,A newspaper clipping from the Lewiston Morning Tribune which reports that the Kooskia Brink-and-A-Half Club endorsed four storage dams proposed by the Army Corps of Engineers for Clearwater River.,1953-11-16,,"Curtis, Bert, 1903-1985;",brink-and-a-half club; dams; army corps; engineers; clearwater; rivers,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-103,Lewiston Morning Tribune,newspaper clipping,Text,application/pdf,"300 dpi compressed jpeg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/927,927,dworshak927,,pdf,dworshak927.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak927.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak927_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak927_th.jpg,
Politically Speaking,"Corlett, John","A copy of a newspaper clipping. The text is from John Corlett's Politically Speaking column, in which Corlett discusses the Army Engineers' upcoming report on their investigation on the middle Snake River.",1953-11-16,,"Curtis, Bert, 1903-1985;",army corps of engineers; snake river,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-104,,newspaper clipping,Text,application/pdf,"300 dpi compressed jpeg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/929,929,dworshak929,,pdf,dworshak929.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak929.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak929_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak929_th.jpg,
Chamber Backs Waterways Resolution,,"A copy of a newspaper clipping from a page of the Lewiston Morning Tribune which includes several articles. The headlines are: ""Chamber Backs Waterways Resolution,"" ""Council Votes to Endorse CC Policy on Clearwater Dams,"" and ""Labor Council Favors High Dam.""",1953-11-17,,"Curtis, Bert, 1903-1985;",snake river; northwest river; resources,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-105,Lewiston Morning Tribune,newspaper clipping,Text,application/pdf,"300 dpi compressed jpeg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/931,931,dworshak931,,pdf,dworshak931.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak931.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak931_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak931_th.jpg,
Fisherman to Oppose Dam,,A newspaper clipping from the Union Bulletin which reports that The Oregon Fish Commission recently approved a policy statement which opposed construction of any dam in the middle of Snake River which would block salmon runs.,1953-11-18,,"Curtis, Bert, 1903-1985;",oregon fish commission; opposed; construction; snake river; salmon,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-106,Union Bulletin,newspaper clipping,Text,application/pdf,"300 dpi compressed jpeg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/933,933,dworshak933,true,pdf,dworshak933.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak933.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak933_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak933_th.jpg,
Idaho Game Official Says He Will Not Oppose Dams,,"A newspaper clipping from the Spokane Daily Chronicle which reports on a recent statement by O.W. McConnell, district 2 member of the Idaho fish and game commission, indicating that he would not oppose any program for construction of two proposed federal dams in the Clearwater river drainage.",1953-11-18,,"Curtis, Bert, 1903-1985;",idaho; fish and game,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-107,Spokane Daily Chronicle,newspaper clipping,Text,application/pdf,"300 dpi compressed jpeg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/935,935,dworshak935,true,pdf,dworshak935.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak935.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak935_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak935_th.jpg,
Clearwater Valley Citizens Invited to Review Army Engineers Dealings Here,,"A copy of a newspaper clipping from the Sandpoint News-Bulletin that reports on an invitation by L.E. Pietsch, chairman of the natural resources committee of the Sandpoint Chamber of Commerce, for representatives of chambers of commerce, farmers' groups, and interested citizens in the Clearwater drainage area of north Idaho, to come and investigate the Army Engineers' handling of dam projects before lending support to the proposed dams in the Clearwater area.",1953-11-19,,"Curtis, Bert, 1903-1985;",clearwater valley citizens; army corps of engineers,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-108,Sandpoint News-Bulletin,newspaper clipping,Text,application/pdf,"300 dpi compressed jpeg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/937,937,dworshak937,true,pdf,dworshak937.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak937.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak937_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak937_th.jpg,
Engineers to Study 8 Sites,,A newspaper clipping from the Pasco Tri City Herald that reports on a recent announcement that the Walla Walla district office of the Army Engineers' started new surveys of eight hydroelectric dam sites in the middle Snake River,1953-08-25,,"Curtis, Bert, 1903-1985;",walla walla; army corps of engineers; dam; snake river,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-109,Pasco Tri City Herald,newspaper clipping,Text,application/pdf,"300 dpi compressed jpeg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/939,939,dworshak939,,pdf,dworshak939.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak939.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak939_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak939_th.jpg,
Engineers Start Surveys of Snake River Dam sites,,A copy of a newspaper clipping from the Idaho Daily Statesman that reports on a recent announcement that the Walla Walla district office of the Army Engineers' started new surveys of eight hydroelectric dam sites in the middle Snake River,1953-08-26,,"Curtis, Bert, 1903-1985;",army corps of engineers; dam; snake river,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-110,The Idaho Daily Statesman,newspaper clipping,Text,application/pdf,"300 dpi compressed jpeg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/941,941,dworshak941,true,pdf,dworshak941.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak941.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak941_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak941_th.jpg,
Engineers Survey of Sites in Northwest Given Approval,,"A newspaper clipping from the Union-Bulletin reporting on the enthusiastic response from Herbert G. West, executive vice president of Inland Empire Waterways Association, to the recent announcement of the Corps of Engineers upcoming surveys of eight hydroelectric sites in the Snake River Basin.",1953-08-27,,"Curtis, Bert, 1903-1985;",corps of engineers; snake river basin,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-111,Union Bulletin,newspaper clipping,Text,application/pdf,"300 dpi compressed jpeg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/943,943,dworshak943,,pdf,dworshak943.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak943.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak943_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak943_th.jpg,
Waterways Association Hails Snake River Dam sites Survey,,"A newspaper clipping from the Union Bulletin reporting that Herbert G. West, President of the Inland Empire Waterways association, enthusiastically approved an Army Engineer corps announcement would conduct surveys into hydro-electric sites in the Snake river basin.",1953-08-29,,"Curtis, Bert, 1903-1985;",surveys; president; inland empire waterways; army corps of engineers; hydro-electric; snake river,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-112,Union Bulletin,newspaper clipping,Text,application/pdf,"300 dpi compressed jpeg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/945,945,dworshak945,,pdf,dworshak945.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak945.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak945_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak945_th.jpg,
U.S. Agencies to Survey Snake River Dam Sites,,A newspaper clipping from the Tri-City Herald which reports on Henry C. Dworshak's recent remarks that he was assured the Corps of Army Engineers and Bureau of Reclamation would cooperate fully in making the dams on the Middle Snake River,1953-08-29,,"Curtis, Bert, 1903-1985;",senators; army corps of engineers; bureau of reclamation; dams; snake river,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-113,Union Bulletin,newspaper clipping,Text,application/pdf,"300 dpi compressed jpeg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/947,947,dworshak947,,pdf,dworshak947.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak947.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak947_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak947_th.jpg,
Army Engineers Begin Checking Sites for Dams,,"A newspaper clipping from the Lewiston Morning Tribune which reports that two crews from the Walla Walla District of Army Engineers started a survey of a dam site about four miles above Kooskia on the Clearwater River, as potential flood-control dam site",1953-09-03,,"Curtis, Bert, 1903-1985;",surveys; clearwater river; dam,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-114,Lewiston Morning Tribune,newspaper clipping,Text,application/pdf,"300 dpi compressed jpeg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/949,949,dworshak949,,pdf,dworshak949.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak949.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak949_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak949_th.jpg,
The Engineers Begin Their Search for Facts,,A copy of a newspaper clipping from the Lewiston Morning Tribune which reports that the Bureau of Reclamation will begin a study of the Mountain Sheep Dam on the Snake River.,1953-09-03,,"Curtis, Bert, 1903-1985;",bureau of reclamation; snake river; dam,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-115,Lewiston Morning Tribune,newspaper clipping,Text,application/pdf,"300 dpi compressed jpeg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/951,951,dworshak951,,pdf,dworshak951.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak951.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak951_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak951_th.jpg,
Engineers Plan Damsite Check Above Salmon,,A copy of a newspaper clipping from the Lewiston Morning Tribune which reports that boats are taking people up the Snake River from Lewiston on Field surveys beginning at the mouth of the Salmon River.,1953-09-16,,"Curtis, Bert, 1903-1985;",boats; snake river; salmon river,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-116,Lewiston Morning Tribune,newspaper clipping,Text,application/pdf,"300 dpi compressed jpeg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/953,953,dworshak953,,pdf,dworshak953.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak953.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak953_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak953_th.jpg,
Objections to Army Engineers,"Parsons, Jim",A copy of a newspaper clipping from the Spokesman Review which comments on reasons for local criticism of the army engineers in the Pend Oreille area.,1953-09-24,,"Curtis, Bert, 1903-1985;",negotiations; citizens,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-117,Spokesman Review,newspaper clipping,Text,application/pdf,"300 dpi compressed jpeg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/955,955,dworshak955,true,pdf,dworshak955.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak955.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak955_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak955_th.jpg,
Orofino CC Asks Support for Four Clearwater Projects,,A newspaper clipping from the Spokane Daily Chronicle which reports on delegates of the Orofino Chamber of Commerce attending a joint meeting of the roads and highways and waterways.,1953-10-23,,"Curtis, Bert, 1903-1985;",delegates; orofino chamber; highways; waterways,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-118,Spokane Daily Chronicle,newspaper clipping,Text,application/pdf,"300 dpi compressed jpeg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/957,957,dworshak957,true,pdf,dworshak957.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak957.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak957_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak957_th.jpg,
Unity of Support Sought by Backers of Four Dams,,A newspaper clipping from the Spokane Daily Chronicle which reports on delegates of the Orofino Chamber of Commerce attending a joint meeting of the roads and highways and waterways.,1953-10-23,,"Curtis, Bert, 1903-1985;",delegates; orofino chamber; highways; waterways,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-119,Spokane Daily Chronicle,newspaper clipping,Text,application/pdf,"300 dpi compressed jpeg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/959,959,dworshak959,,pdf,dworshak959.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak959.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak959_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak959_th.jpg,
