title,description,creator,recipient,date,date-is-approximate?,item-information,subject,related-publication,publisher-digital,source,original-identifier,identifier,rights,rightsstatement,type,format,language,relation,cdm_url,cdmid,contentdm-file-name,contentdm-file-path,objectid,display_template,filename,object_location,image_small,image_thumb,errors
The Living Among The Dead,"Typescript of an article discussing the nature of the infallibility of all orthodox religions. Robinson argues if they all claim to be right, then they may all be false. Robinson uses a biblical quote--'Why seek ye the living among the dead?'--to claim these religions believe in 'dead gods,' particularly those that are crucified.","Robinson, Frank B.",,1939-03-15,,multiple-page; typescripts,Crucified God; Bible Criticism; Criticizing Orthodox Reilgions,Psychiana Weekly,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 5, Folder 40",MG101_B5_F40_011,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/10,10,108.pdf,/psychiana/image/108.pdf,psychiana10,pdf,psychiana10.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana10.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana10_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana10_th.jpg,""
Surrounded by God,"Typescript of an article begins with the example of goldfish swimming in water, which allows them to live. Robinson uses this as a metaphor for the Spirit of God around us and goes on to explain how this power works on earth.","Robinson, Frank B.",,1939-04-12,,multiple-page; typescripts,Spirit of God; God on Earth,Psychiana Weekly,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 5, Folder 40",MG101_B5_F40_015,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/11,11,109.pdf,/psychiana/image/109.pdf,psychiana11,pdf,psychiana11.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana11.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana11_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana11_th.jpg,""
"The Pioneer, Chapter 1","The title for this 20 page typescript is taken from the first sentence in which Robinson states that man has a desire to pioneer into the unknowable Realm of God. It is a restatement of his belief in the God-Power, comparing contacting the 'Power' to the use of electricity in the home: flip the switch and it's there. This typescript also contains a reference to the Spirit of God as the 'Flame'","Robinson, Frank B.",,1937,yes,multiple-page; chapters,Spirit of God; God-Power,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 5, Folder 17",MG101_b5_f17_a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/12,12,11.pdf,/psychiana/image/11.pdf,psychiana12,pdf,psychiana12.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana12.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana12_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana12_th.jpg,""
Getting Used to God,"Typescript of an article discussing the difference, according to Robinson, between recognizing the Spirit of God and the ability to use it in order to draw on its power. Robinson then digresses, admittedly, to claim that Psychiana grows as it refutes other religions' doctrines that believers live apart from God.' [1 of 49 lead articles apparently written for publication in Psychiana Weekly]","Robinson, Frank B.",,1939-04-19,,multiple-page; typescripts,Spirit of God; Psychiana Growth; Criticizing Orthodox Reilgions,Psychiana Weekly,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 5, Folder 40",MG101_B5_F40_016,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/13,13,110.pdf,/psychiana/image/110.pdf,psychiana13,pdf,psychiana13.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana13.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana13_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana13_th.jpg,""
The Secret,"Typescript of an article begins with Robinson reporting criticisms of Psychiana, and refutes the validity of other religions based on the grounds of the 'crucified god' or dead god, as he calls it. Robinson uses a quote from Henry Ward Beecher, a minister, about connecting with the Spirit of God, as Psychiana teaches.","Robinson, Frank B.",,1939-04-26,,multiple-page; typescripts,Crucified God; Henry Ward Beecher; Spirit of God,Psychiana Weekly,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 5, Folder 40",MG101_B5_F40_017,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/14,14,111.pdf,/psychiana/image/111.pdf,psychiana14,pdf,psychiana14.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana14.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana14_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana14_th.jpg,""
The Urge of the New,"Typescript of an article in which Robinson details his prophesy of a time when no churches will exist in the world, but the world will be more 'Godly' than ever. Robinson calls this the Day of God and discusses what this day will be like.","Robinson, Frank B.",,1939-05-03,,multiple-page; typescripts,Day of God; Church in Decline; Psychiana Prophecies,Psychiana Weekly,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 5, Folder 40",MG101_B5_F40_018,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/15,15,112.pdf,/psychiana/image/112.pdf,psychiana15,pdf,psychiana15.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana15.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana15_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana15_th.jpg,""
In the Public Interest,Typescript of an article discussing the resistance churches and orthodox religions will have to the teachings of Psychiana. Robinson regards Psychiana as his 'great responsibility' and expresses his fear that the 'world of religion' will oppose him in his teachings.,"Robinson, Frank B.",,1939-07-20,,multiple-page; typescripts,Religious Resistance; Psychiana Criticism; God-Power,Psychiana Weekly,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 5, Folder 40",MG101_B5_F40_019,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/16,16,113.pdf,/psychiana/image/113.pdf,psychiana16,pdf,psychiana16.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana16.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana16_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana16_th.jpg,""
Keep Your Eyes Open,Typescript of an article responding to three other articles reporting on a reformation within the Catholic Church in America. Robinson uses these articles to discuss falsities he finds in Catholicism and accuses it of being 'the greatest system of  paganism and idolatry in the world today.',"Robinson, Frank B.",,1939-08-10,,multiple-page; typescripts,Catholicism; Crucified God; Jesus Christ; Paganism; Idolatry,Psychiana Weekly,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 5, Folder 40",MG101_B5_F40_020,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/17,17,114.pdf,/psychiana/image/114.pdf,psychiana17,pdf,psychiana17.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana17.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana17_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana17_th.jpg,""
Losing Ones Faith,"Typescript of an article beginning with a quote from a woman who's husband has read many Psychiana lessons, but abandons them as they conflict with his Catholic faith. Robinson uses this to prompt a discussion in which he defines Psychiana as not a 'faith' but an 'experience.'","Robinson, Frank B.",,1939-08-10,,multiple-page; typescripts,Losing Faith; Psychiana Lessons; Catholicism,Psychiana Weekly,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 5, Folder 40",MG101_B5_F40_021,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/18,18,115.pdf,/psychiana/image/115.pdf,psychiana18,pdf,psychiana18.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana18.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana18_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana18_th.jpg,""
Wise Virgins,"Typescript of an and article beginning with Robinson's prophecy that 1940 is going to be a calamitous and bloody year. He also asserts that people must be thinking more about the Spirit of God in the face of such calamity, and goes on to explain the steps to become a Psychiana member.","Robinson, Frank B.",,1939-08-17,,multiple-page; typescripts,World War; Psychiana Membership; Spirit of God; Psychiana Prophecies,Psychiana Weekly,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 5, Folder 40",MG101_B5_F40_022,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/19,19,116.pdf,/psychiana/image/116.pdf,psychiana19,pdf,psychiana19.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana19.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana19_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana19_th.jpg,""
Practical Power,"Typescript of an article begins with a letter from a Baptist minister inquiring the difference between God in orthodox religion and God in Psychiana. Robinson responds with a discussion of the importance of how one preaches about God, rather than any difference between Gods. Robinson emphasizes how he preaches about God as a 'living spirit' on earth.","Robinson, Frank B.",,1939-08-17,,multiple-page; typescripts,Crucified God; God on Earth; Preaching,Psychiana Weekly,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 5, Folder 40",MG101_B5_F40_023,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/20,20,117.pdf,/psychiana/image/117.pdf,psychiana20,pdf,psychiana20.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana20.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana20_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana20_th.jpg,""
Cessat Superstition,"Typescript of an article beginning with Robinson discussing resistance from other religions, in the form of signs, during his convention in Los Angeles. Robinson equates this 'madness' with Hitler and Stalin, and uses this as an example of the necessity of Psychiana to save the population.","Robinson, Frank B.",,1939-03-22,,multiple-page; typescripts,World War II; Los Angeles; Religious Resistance,Psychiana Weekly,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 5, Folder 40",MG101_B5_F40_012,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/21,21,118.pdf,/psychiana/image/118.pdf,psychiana21,pdf,psychiana21.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana21.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana21_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana21_th.jpg,""
Good News,"Typescript of an article begins with a report that Psychiana headquarters continues to receive testimonials, but reminds followers that the battle with orthodox religion continues. Robinson discusses tools against orthodox religious systems, including public opinion.","Robinson, Frank B.",,1939-08-24,,multiple-page; typescripts,Testimonials; Psychiana Growth; Criticizing Orthodox Reilgions,Psychiana Weekly,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 5, Folder 40",MG101_B5_F40_024,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/22,22,119.pdf,/psychiana/image/119.pdf,psychiana22,pdf,psychiana22.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana22.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana22_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana22_th.jpg,""
The American Spiritual Awakening,"Typescripts, both original and carbon, of Robinson's speeches on September 22 (9 pages), September 24 (7 pages), and October 12 (9 pages) during the American Spiritual Awakening, launched in Los Angeles and hosting meetings between Robinson and Ernest Holmes, Dean of the Institute of Religious Science and Philosophy.","Robinson, Frank B.",,1941-09-21,,multiple-page; lecture notes,Los Angeles; Ernest Holmes,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 5, Folder 18",MG101_b5_f18,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/23,23,12.pdf,/psychiana/image/12.pdf,psychiana23,pdf,psychiana23.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana23.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana23_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana23_th.jpg,""
Consecration,"Typescript of an article indicting religious leaders. Robinson claims leaders and members of the church blaspheme against God by 'drinking whiskey, smoking cigarettes, and carousing around with women.' Robinson also equates this with the horrors in Europe.","Robinson, Frank B.",,1939-08-31,,multiple-page; typescripts,World War; Religious Leaders; Blasphemy; Church in Decline,Psychiana Weekly,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 5, Folder 40",MG101_B5_F40_025,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/24,24,120.pdf,/psychiana/image/120.pdf,psychiana24,pdf,psychiana24.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana24.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana24_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana24_th.jpg,""
The Mysterious,Typescript of an article that begins with descriptions of Psychiana from two reporters--one calling Psychiana 'mysterious' and the other calling Psychiana 'simple.' Robinson asserts that beliefs in other religions come from many sources and discusses how Psychiana operates and is very simple in its way.,"Robinson, Frank B.",,1939-08-31,,multiple-page; typescripts,Finances; Simplicity; Origin of Religion,Psychiana Weekly,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 5, Folder 40",MG101_B5_F40_026,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/25,25,121.pdf,/psychiana/image/121.pdf,psychiana25,pdf,psychiana25.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana25.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana25_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana25_th.jpg,""
The All Sufficient Deity,"Typescript of an article in which Robinson compares the God of orthodox religion with the God of Psychiana. Robinson refutes that God messed up when creating a race he had to save. He calls this illogical. Instead, he puts his stake in a God that is a power, force, or order he calls the God-Spirit bringing man to a state of 'God-Perfection.'","Robinson, Frank B.",,1939-09-07,,multiple-page; typescripts,Spirit of God; God-Perfection; Crucified God,Psychiana Weekly,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 5, Folder 40",MG101_B5_F40_027,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/26,26,122.pdf,/psychiana/image/122.pdf,psychiana26,pdf,psychiana26.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana26.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana26_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana26_th.jpg,""
Our Students,"Typescript of an article beginning with Robinson's report that he hired someone to do a study of those who believe in Psychiana, which he says are in the 'high intelligence brackets.' He then asserts that fields of study like science are growing, along with the 'Science of God.'","Robinson, Frank B.",,1939-09-07,,multiple-page; typescripts,Science of God; Psychiana Students; Science and Technology,Psychiana Weekly,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 5, Folder 40",MG101_B5_F40_028,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/27,27,123.pdf,/psychiana/image/123.pdf,psychiana27,pdf,psychiana27.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana27.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana27_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana27_th.jpg,""
