objectid,title,title_alt,date,creator,description,subject,category,site,period_of_record,frequency,source,type,format,rights,rightsstatement,original_url,filename,display_template,object_location,image_small,image_thumb,notes
ng_pub_059,Forest carbon management in the United States: 1600 – 2100,,2006,"Birdsey, R., K.S. Pregitzer, A. Lucier",,,Article,,,,"Journal of Environmental Quality, Volume 35, Issue 4, July 2006, https://doi.org/10.2134/jeq2005.0162",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Birdsey_2006_Journal_of_Environmental_Quality.pdf,birdsey_2006_journal_of_environmental_quality.pdf,record,https://doi.org/10.2134/jeq2005.0162,https://objects.lib.uidaho.edu/nitrogen-gradient/small/birdsey_2006_journal_of_environmental_quality_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/birdsey_2006_journal_of_environmental_quality_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_060,Plant and Microbial Mechanisms of Nitrogen Retention in Northern Hardwood Forests Receiving Atmospheric NO3 Deposition,,2006,"Eddy, W.C.","Anthropogenic N deposition in industrialized areas in Europe and North America can exceed rates of 30-55 kg N ha-1 y-1 This study examines plant and microbial mechanisms for N retention in northern hardwood forests in Michigan that have received experimental NO3- deposition at the rate of 30 kg N ha-1 y-1 for 10 years. Sugar maple (Acer saccharum Marsh.), the dominant overstory tree species in northern hardwood forests of the Lake States, has been shown to have a limited capacity to take up and assimilate NO3- (Rothstein et al. 1996). The first objective of this study is to determine if chronic NO3- addition has induced sugar maple to uptake and assimilate NO3-. The rates of NO3- and NH4+ uptake and the rate of NO3- reduction did not differ between the ambient and experimental N deposition treatments. Furthermore, the rate of NO3- uptake was much lower than the rates of NH4+ uptake, at the same time that the rates of NO3- reduction remained low. Together, these results indicate that sugar maple is not inducible as a direct sink for NO3- deposition by chronic NO3- additions. The incapacity of sugar maple to utilize NO3-, indicates that this dominant tree species cannot be a direct sink for NO3- deposition. This finding may partially explain the high rates of NO3- leaching in these forests in response to experimental NO3- deposition. Soil microbial community function can alter the capacity of an ecosystem to retain N deposition by controlling the cycling of N into stable and accumulating N pools, such as soil organic matter. The second objective of this study is to examine the in situ flow and fate of N in northern hardwood forest soils receiving experimental NO3- deposition. Microbial assimilation of added NO3- appeared to be greater in the treatment receiving only ambient N deposition.. Furthermore, net DON production was greater, and NH4+ production less, under experimental NO3- deposition. Although the results of the tracer experience indicated no difference in N retention in soil between N deposition treatments, the recovery of the tracer in more readily leached soil pools (i.e. NO3- and DON) in the chronic N deposition treatment is consistent with observations of high rates of NO3- and DON loss in this treatment (Pregitzer et al. 2004).",,M.S. Thesis,,,,"M.S. Thesis, University of Michigan, Ann Arbor, Michigan",Text,,,,,,record,https://hdl.handle.net/2027.42/35328,,,
ng_pub_061,Soil nutrient leaching and foliar nutrient content in sugar maple forests along a regional air pollution gradient,,2006,"Fedak, K.",,,Undergraduate Honors Thesis,,,,"Undergraduate Honors Thesis, University of Michigan, Ann Arbor",Text,,,,,,record,,,,
ng_pub_062,Chronic experimental <span> NO<sub>3</sub><span><sup>−</sup></span></span> deposition reduces the retention of leaf litter DOC in a northern hardwood forest soil,,2006,"Smemo, K.A., D.R. Zak, and K.S. Pregitzer",,,Article,,,,"Soil Biology and Biochemistry, Volume 38, Issue 6, June 2006, https://doi.org/10.1016/j.soilbio.2005.09.029",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Smemo_2006_Soil_Biology_and_Biochemistry.pdf,smemo_2006_soil_biology_and_biochemistry.pdf,record,https://doi.org/10.1016/j.soilbio.2005.09.029,https://objects.lib.uidaho.edu/nitrogen-gradient/small/smemo_2006_soil_biology_and_biochemistry_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/smemo_2006_soil_biology_and_biochemistry_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_063,Microbial cycling of C and N in northern hardwood forests receiving chronic atmospheric <span> NO<sub>3</sub><span><sup>−</sup></span></span> deposition,,2006,"Zak, D.R., W.E. Holmes, M.J. Tomlinson, K.S. Pregitzer, and A.J. Burton",,,Article,,,,"Ecosystems, Volume 9, June 2004, https://doi.org/10.1007/s10021-005-0085-7",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Zak_2006_Ecosystems.pdf,zak_2006_ecosystems.pdf,record,https://doi.org/10.1007/s10021-005-0085-7,https://objects.lib.uidaho.edu/nitrogen-gradient/small/zak_2006_ecosystems_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/zak_2006_ecosystems_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_064,A molecular dawn for biogeochemistry,,2006,"Zak, D.R., C.B. Blackwood, and M.P. Waldrop",,,Article,,,,"Trends in Ecology & Evolution, Volume 21, Issue 6, June 2006, https://doi.org/10.1016/j.tree.2006.04.003",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Zak_2006_Trends_in_Ecology _and_Evolution.pdf,zak_2006_trends_in_ecology__and_evolution.pdf,record,https://doi.org/10.1016/j.tree.2006.04.003,https://objects.lib.uidaho.edu/nitrogen-gradient/small/zak_2006_trends_in_ecology__and_evolution_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/zak_2006_trends_in_ecology__and_evolution_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_065,"Atmospheric <span> NO<sub>3</sub><span><sup>−</sup></span></span> deposition, and enhanced DOC leaching: Test of a potential mechanism",,2005,"DeForest, J.L., D.R. Zak, K.S. Pregitzer and A.J. Burton",,,Article,,,,"Soil Science Society of America Journal, Volume 69, Issue 4, July 2005, https://doi.org/10.2136/sssaj2004.0283",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/DeForest_2005_Soil_Scientist_Society_of_America.pdf,deforest_2005_soil_scientist_society_of_america.pdf,record,https://doi.org/10.2136/sssaj2004.0283,https://objects.lib.uidaho.edu/nitrogen-gradient/small/deforest_2005_soil_scientist_society_of_america_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/deforest_2005_soil_scientist_society_of_america_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_066,The response of belowground carbon allocation in forests to global change,,2005,"Giardina, C.P., M.D. Coleman, J.E. Hancock, J.S. King, E.A. Lilleskov, W.M. Loya, K.S. Pregitzer, M.G. Ryan, and C.T. Trettin",,,Conference proceedings,,,,"Tree Species Effects on Soils: Implications for Global Change. NATO Science Series IV: Earth and Environmental Sciences, vol 55. Springer, Dordrecht. https://doi.org/10.1007/1-4020-3447-4_7",Text,,,,,,record,https://doi.org/10.1007/1-4020-3447-4_7,,,
ng_pub_067,Measuring fine root turnover in forest ecosystems,,2005,"Majdi, H, K Pregitzer, A-S Morén, and GI Ågren",,,Article,,,,"Plant Soil, Volume 276, October 2005, https://doi.org/10.1007/s11104-005-3104-8",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Majdi_2005.pdf,majdi_2005.pdf,record,https://doi.org/10.1007/s11104-005-3104-8,https://objects.lib.uidaho.edu/nitrogen-gradient/small/majdi_2005_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/majdi_2005_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_068,Effects of soil temperature on nutrient uptake,,2005,"Pregitzer, K.S. and J.S. King",,,Article,,,,"Nutrient Acquisition by Plants: An Ecological Perspective, vol 181. Springer, Berlin, Heidelberg. https://doi.org/10.1007/3-540-27675-0_10",Text,,,,,,record,https://doi.org/10.1007/3-540-27675-0_10,,,
ng_pub_069,Simulated chronic NO<sub>3</sub><sup>−</sup> addition reduces soil respiration in northern hardwood forests,,2004,"Burton, A.J., K.S. Pregitzer, J.N. Crawford, G.P. Zogg, and D.R. Zak",,,Article,,,,"Global Change Biology, Volume 10, Issue 7, May 2004,  https://doi.org/10.1111/j.1365-2486.2004.00737.x",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Burton_2004_Global_Change_Biology.pdf,burton_2004_global_change_biology.pdf,record,https://doi.org/10.1111/j.1365-2486.2004.00737.x,https://objects.lib.uidaho.edu/nitrogen-gradient/small/burton_2004_global_change_biology_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/burton_2004_global_change_biology_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_070,Elevated atmospheric <span> NO<sub>3</sub><span><sup>−</sup></span></span> deposition in northern hardwood forests: impacts on the microbial mechanisms of plant litter decomposition,,2004,"DeForest, J.L.",,,Ph.D. Dissertation,,,,"Ph.D. Dissertation, University of Michigan, Ann Arbor",Text,,,,,,record,https://hdl.handle.net/2027.42/124044,,,
ng_pub_071,Atmospheric nitrate deposition and the microbial degradation of cellobiose and vanillin in a northern hardwood forest,,2004,"DeForest, J.L., D.R. Zak, K.S. Pregitzer, and A.J. Burton",,,Article,,,,"Soil Biology and Biochemistry, Volume 36, Issue 6, June 2004, https://doi.org/10.1016/j.soilbio.2004.02.011",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/DeForest_2004_Soil_Scientist_Society_of_America.pdf,deforest_2004_soil_scientist_society_of_america.pdf,record,https://doi.org/10.1016/j.soilbio.2004.02.011,https://objects.lib.uidaho.edu/nitrogen-gradient/small/deforest_2004_soil_scientist_society_of_america_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/deforest_2004_soil_scientist_society_of_america_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_072,"Atmospheric nitrate deposition, microbial community composition, and enzyme activity in northern hardwood forests",,2004,"Deforest, J.L., D.R. Zak, K.S. Pregitzer, and A.J. Burton",,,Article,,,,"Soil Science Society of America Journal, Volume 68, Issue 1, January 2004, https://doi.org/10.2136/sssaj2004.1320",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/DeForest_2004_Soil_Biology_Biochem.pdf,deforest_2004_soil_biology_biochem.pdf,record,https://doi.org/10.2136/sssaj2004.1320,https://objects.lib.uidaho.edu/nitrogen-gradient/small/deforest_2004_soil_biology_biochem_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/deforest_2004_soil_biology_biochem_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_073,Chronic nitrate addition alters northern hardwood root and leaf litter chemistry,,2004,"Eikenberry, J.R.",,,M.S. Thesis,,,,"M.S. Thesis, Michigan Technological University, Houghton",Text,,,,,,record,,,,
ng_pub_074,Chronic nitrate additions dramatically increase the export of carbon and nitrogen from northern hardwood ecosystems,,2004,"Pregitzer, K.S., D.R. Zak, A.J. Burton, J.A. Ashby, and N.W. MacDonald",,,Article,,,,"Biogeochemistry, Volume 68, April 2004, https://doi.org/10.1023/B:BIOG.0000025737.29546.fd",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Pregitzer_2004_Biogeochemistry.pdf,pregitzer_2004_biogeochemistry.pdf,record,https://doi.org/10.1023/B:BIOG.0000025737.29546.fd,https://objects.lib.uidaho.edu/nitrogen-gradient/small/pregitzer_2004_biogeochemistry_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/pregitzer_2004_biogeochemistry_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_075,Anthropogenic N deposition and the fate of <sup>15</sup><span>NO<sub>3</sub><span><sup>−</sup></span></span> in a northern hardwood ecosystem,,2004,"Zak, D.R., K.S. Pregitzer, W.E. Holmes, A.J. Burton, and G.P. Zogg",,,Article,,,,"Biogeochemistry, Volume 69, June 2004, https://doi.org/10.1023/B:BIOG.0000031045.24377.99",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Zak_2004_Biogeochemistry.pdf,zak_2004_biogeochemistry.pdf,record,https://doi.org/10.1023/B:BIOG.0000031045.24377.99,https://objects.lib.uidaho.edu/nitrogen-gradient/small/zak_2004_biogeochemistry_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/zak_2004_biogeochemistry_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_076,Field measurements of root respiration indicate little to no seasonal temperature acclimation for sugar maple and red pine,,2003,"Burton, A.J., and K.S. Pregitzer",,,Article,,,,"Tree Physiology, Volume 23, Issue 4, March 2003, https://doi.org/10.1093/treephys/23.4.273",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Burton_2003_Tree_Phys.pdf,burton_2003_tree_phys.pdf,record,https://doi.org/10.1093/treephys/23.4.273,https://objects.lib.uidaho.edu/nitrogen-gradient/small/burton_2003_tree_phys_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/burton_2003_tree_phys_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_077,Carbon Cycling in Forest Ecosystems with an Emphasis on Belowground Processes,,2002,"Pregitzer, K.S.","This chapter describes how organic carbon (C) is sequestered into different ecosystem pools, explains how it cycles among pools, and reviews some of the basic environmental forcing functions and management practices that alter pool sizes and rates of C cycling. The perspective is one of an ecosystem ecologist who is primarily interested in understanding the processes important in controlling C sequestration and cycling in forest soils. From a simple mass-balance perspective, all C transferred to the soil in living or dead biomass either resides in the soil, is lost out the bottom of the ecosystem as either dissolved organic or inorganic C, or is respired back to the atmosphere in the process of soil respiration. Soil C is the largest pool of belowground C in virtually every forest ecosystem. It accrues in the mineral soil over time and resides there in different and often complex organic forms.",,Book chapter,,,,"In ""The potential of U.S. forest soils to sequester carbon and mitigate the greenhouse effect"", 2002, CRC Press, DOI: 10.1201/9781420032277-6",Text,,,,,,record,https://doi.org/10.1201/9781420032277-6,,,
ng_pub_078,Measurement carbon dioxide concentration does not affect root respiration rates of nine tree species in the field,,2002,"Burton, A.J., and K.S. Pregitzer",,,Article,,,,"Tree Physiology, Volume 22, Issue 1, January 2002, https://doi.org/10.1093/treephys/22.1.67",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Burton_2002_Tree_Physiol.pdf,burton_2002_tree_physiol.pdf,record,https://doi.org/10.1093/treephys/22.1.67,https://objects.lib.uidaho.edu/nitrogen-gradient/small/burton_2002_tree_physiol_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/burton_2002_tree_physiol_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_079,"The effects of nitrogen amendments on belowground carbon cycling in second growth sugar maple forests along a climate and N-deposition gradient in Michigan, USA",,2002,"Crawford, J.N.",,,M.S. Thesis,,,,"M.S. Thesis, Michigan Technological University, Houghton",Text,,,,,,record,,,,
ng_pub_080,Fine roots of trees – a new perspecitve,,2002,"Pregitzer, K.S.",,,Article,,,,"New Phytologist, Volume 154, Issue 2, May 2002, https://doi.org/10.1046/j.1469-8137.2002.00413_1.x",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Pregitzer_2002_New_Phytologist.pdf,pregitzer_2002_new_phytologist.pdf,record,https://doi.org/10.1046/j.1469-8137.2002.00413_1.x,https://objects.lib.uidaho.edu/nitrogen-gradient/small/pregitzer_2002_new_phytologist_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/pregitzer_2002_new_phytologist_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_082,The effects of long-term nitrogen deposition on extracellular enzyme activity in an <i>Acer saccharum </i>forest soil,,2002,"Saiya-Cork, K.",,,M.S. Thesis,,,,"M.S. Thesis, University of Toledo",Text,,,,,,record,,,,
ng_pub_083,The effects of long-term nitrogen deposition on extracellular enzyme activity in an <i>Acer saccharum</i> forest soil,,2002,"Saiya-Cork, K. R., R. L. Sinsabaugh, and D. R. Zak",,,Article,,,,"Soil Biology and Biochemistry, Volume 34, Issue 9, September 2002, https://doi.org/10.1016/S0038-0717(02)00074-3",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Saiya_Cork_2002_Soil_Biology_and_Biochemistry.pdf,saiya_cork_2002_soil_biology_and_biochemistry.pdf,record,https://doi.org/10.1016/S0038-0717(02)00074-3,https://objects.lib.uidaho.edu/nitrogen-gradient/small/saiya_cork_2002_soil_biology_and_biochemistry_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/saiya_cork_2002_soil_biology_and_biochemistry_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_084,Predicting daily mean soil temperature from daily mean air temperature in four northern hardwood forest stands,,2000,"Brown, S.E., K.S. Pregitzer, D.D. Reed, and A.J. Burton",,,Article,,,,"Forest Science, Volume 46, Issue 2, May 2000, https://doi.org/10.1093/forestscience/46.2.297",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Brown_et_al_2000_Forest_Science.pdf,brown_et_al_2000_forest_science.pdf,record,https://doi.org/10.1093/forestscience/46.2.297,https://objects.lib.uidaho.edu/nitrogen-gradient/small/brown_et_al_2000_forest_science_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/brown_et_al_2000_forest_science_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_085,Relationships between fine root dynamics and nitrogen availability in Michigan northern hardwood forests,,2000,"Burton, A.J., K.S. Pregitzer, and R.L. Hendrick",,,Article,,,,"Oecologia, Volume 125, November 2000, https://doi.org/10.1007/s004420000455",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Burton_2000_Oecologia.pdf,burton_2000_oecologia.pdf,record,https://doi.org/10.1007/s004420000455,https://objects.lib.uidaho.edu/nitrogen-gradient/small/burton_2000_oecologia_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/burton_2000_oecologia_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_086,Responses of tree fine roots to temperature,,2000,"Pregitzer, K.S., J.S. King, A.J. Burton, and S.E. Brown",,,Article,,,,"New Phytologist, Volume 147, Issue 1, July 2000, https://doi.org/10.1046/j.1469-8137.2000.00689.x",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Pregitzer_2000_New_Phytol.pdf,pregitzer_2000_new_phytol.pdf,record,https://doi.org/10.1046/j.1469-8137.2000.00689.x,https://objects.lib.uidaho.edu/nitrogen-gradient/small/pregitzer_2000_new_phytol_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/pregitzer_2000_new_phytol_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_087,The kinetics of nitrogen uptake by <i>Populus tremuloides</i> grown under experimental atmospheric CO<sub>2</sub> and soil N availability treatments,,2000,"Rothstein, D.E., D.R. Zak, K.S. Pregitzer, and P.S. Curtis",,,Article,,,,"Tree Physiology, Volume 20, Issue 4, March 2000, https://doi.org/10.1093/treephys/20.4.265",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Rothstein_2000_Tree_Phys.pdf,rothstein_2000_tree_phys.pdf,record,https://doi.org/10.1093/treephys/20.4.265,https://objects.lib.uidaho.edu/nitrogen-gradient/small/rothstein_2000_tree_phys_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/rothstein_2000_tree_phys_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_088,Microbial immobilization and the retention of anthropogenic nitrate in a northern hardwood forest,,2000,"Zogg, G.P., D.R. Zak, K.S. Pregitzer, and A.J. Burton",,,Article,,,,"Ecology, Volume 81, Issue 7, July 2000, https://doi.org/10.1890/0012-9658(2000)081[1858:MIATRO]2.0.CO;2",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Zogg_2000_Ecology.pdf,zogg_2000_ecology.pdf,record,https://doi.org/10.1890/0012-9658(2000)081[1858:MIATRO]2.0.CO;2,https://objects.lib.uidaho.edu/nitrogen-gradient/small/zogg_2000_ecology_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/zogg_2000_ecology_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_089,Production dynamics and climate in four northern hardwood stands in Michigan,,1999,"Brown, S.E.",,,Ph.D. Dissertation,,,,"Ph.D. Dissertation, Michigan Technological University, Houghton",Text,application/pdf,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Brown_dissertation_1999.pdf,brown_dissertation_1999.pdf,pdf,https://objects.lib.uidaho.edu/nitrogen-gradient/brown_dissertation_1999.pdf,https://objects.lib.uidaho.edu/nitrogen-gradient/small/brown_dissertation_1999_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/brown_dissertation_1999_th.jpg,
ng_pub_090,Soil warming and carbon loss from a Lake States spodosol,,1999,"MacDonald, N.W., D.L. Randlett, and D.R. Zak",,,Article,,,,"Soil Science Society of America Journal, Volume 63, Issue 1, https://doi.org/10.2136/sssaj1999.03615995006300010030x",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/MacDonald 1999 SSSAJ.pdf,macdonald_1999_sssaj.pdf,record,https://doi.org/10.2136/sssaj1999.03615995006300010030x,https://objects.lib.uidaho.edu/nitrogen-gradient/small/macdonald_1999_sssaj_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/macdonald_1999_sssaj_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_091,"Ecophysiology of three deciduous forest herbs: Relationships between physiology, life history and ecosystem-level nitrogen cycling",,1999,"Rothstein, D.E.",,,Ph.D. Dissertation,,,,"Ph.D. Dissertation, University of Michigan, Ann Arbor",Text,,,,,,record,https://hdl.handle.net/2027.42/131988,,,
ng_pub_092,"Soil temperature, matric potential, and the kinetics of microbial respiration and net N mineralization",,1999,"Zak, D.R., W.E. Holmes, N.W. MacDonald, and K.S. Pregitzer",,,Article,,,,"Soil Science Society of America Journal, Volume 63, Issue 3, May-June 1999, https://doi.org/10.2136/sssaj1999.03615995006300030021x",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Zak_1999_SSSAJ.pdf,zak_1999_sssaj.pdf,record,https://doi.org/10.2136/sssaj1999.03615995006300030021x,https://objects.lib.uidaho.edu/nitrogen-gradient/small/zak_1999_sssaj_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/zak_1999_sssaj_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_093,Drought reduces root respiration in sugar maple forests,,1998,"Burton, A.J., K.S. Pregitzer, G.P. Zogg, and D.R. Zak",,,Article,,,,"Ecological Applications Volume 8, Issue 3, August 1998, https://doi.org/10.1890/1051-0761(1998)008[0771:DRRRIS]2.0.CO;2",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Burton_1998_Ecological_Applications.pdf,burton_1998_ecological_applications.pdf,record,https://doi.org/10.1890/1051-0761(1998)008[0771:DRRRIS]2.0.CO;2,https://objects.lib.uidaho.edu/nitrogen-gradient/small/burton_1998_ecological_applications_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/burton_1998_ecological_applications_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_094,"Environmental stress effects on vigor, mortality, and growth in northern hardwood forests along a pollution-climate gradient",,1998,"MacDonald, N.W., J.A. Witter, D.D. Reed, A.J. Burton, K.S. Pregitzer, and H.O. Liechty",,,Article,,,,Michigan Academician,Text,,,,,,record,,,,
ng_pub_095,Variation in sugar maple root respiration with root diameter and soil depth,,1998,"Pregitzer, K.S., M.J. Laskowski, A.J. Burton, V.C. Lessard, and D.R. Zak",,,Article,,,,"Tree Physiology, Volume 18, Issue 10, October 1998, https://doi.org/10.1093/treephys/18.10.665",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Pregitzer_1998_Tree_Physiol.pdf,pregitzer_1998_tree_physiol.pdf,record,https://doi.org/10.1093/treephys/18.10.665,https://objects.lib.uidaho.edu/nitrogen-gradient/small/pregitzer_1998_tree_physiol_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/pregitzer_1998_tree_physiol_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_096,Integration of ecophysiological and biogeochemical approaches to ecosystem dynamics,,1998,"Zak, D.R., and K.S. Pregitzer",,,Article,,,,"Successes, Limitations, and Frontiers in Ecosystem Science",Text,,,,,,record,,,,
ng_pub_097,Sugar maple fine root respiration and longevity along a latitudinal gradient,,1997,"Burton, A.J.",,,Ph.D. Dissertation,,,,"Ph.D. Dissertation, Michigan Technological University, Houghton",Text,application/pdf,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Burton_dissertation_1997.pdf,burton_dissertation_1997.pdf,pdf,https://objects.lib.uidaho.edu/nitrogen-gradient/burton_dissertation_1997.pdf,https://objects.lib.uidaho.edu/nitrogen-gradient/small/burton_dissertation_1997_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/burton_dissertation_1997_th.jpg,
ng_pub_098,Effects of measurement CO<sub>2</sub> concentration on sugar maple root respiration,,1997,"Burton, A.J., G.P. Zogg, K.S. Pregitzer, and D.R. Zak",,,Article,,,,"Tree Physiology, Volume 17, Issue 7, July 1997, https://doi.org/10.1093/treephys/17.7.421",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Burton_1997_Tree_phys.pdf,burton_1997_tree_phys.pdf,record,https://doi.org/10.1093/treephys/17.7.421,https://objects.lib.uidaho.edu/nitrogen-gradient/small/burton_1997_tree_phys_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/burton_1997_tree_phys_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_099,The relationship between fine root demography and the soil environment in northern hardwood forests,,1997,"Hendrick, R.L. and K.S. Pregitzer",,,Article,,,,"Ecoscience, Volume 4, Issue 1, August 1996, https://doi.org/10.1080/11956860.1997.11682383",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Hendrick_1997_EcoScience.pdf,hendrick_1997_ecoscience.pdf,record,https://doi.org/10.1080/11956860.1997.11682383,https://objects.lib.uidaho.edu/nitrogen-gradient/small/hendrick_1997_ecoscience_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/hendrick_1997_ecoscience_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_100,"Relationships among root branch order, carbon, and nitrogen in four temperate species",,1997,"Pregitzer, K.S., M.E. Kubiske, C.K. Yu, and R.L. Hendrick",,,Article,,,,"Oecologia, Volume 111, July 1997, https://doi.org/10.1007/s004420050239",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Pregitzer_97_Oecologia.pdf,pregitzer_97_oecologia.pdf,record,https://doi.org/10.1007/s004420050239,https://objects.lib.uidaho.edu/nitrogen-gradient/small/pregitzer_97_oecologia_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/pregitzer_97_oecologia_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
