objectid,filename,title,creator,description,date,date_archival,date is approximate?,subject,location,latitude,longitude,digital collection,source,identifier,digital_source,format,format original,display_template,type,rights,rightsstatement,language,object_location,image_small,image_thumb,extract_full_text
shitamae095,mg387_03_095.jpg,Letter to Shihei (George) Shitamae from Yaeno Shimomae,"Shimomae, Yaeno","Letter written in Japanese and English, asking how he is doing and hoping he is safe.",1943-12-22,1943-12-22; 1943-03-19,no,health; safety,"Hiroshima,Japan",34.3853,132.4553,,George Shihei Shitamae papers,mg387_03_095,,image/jpeg,,image,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng;jpn,https://objects.lib.uidaho.edu/shitamae/mg387_03_095.jpg,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_095_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_095_th.jpg,FALSE
shitamae096,mg387_03_096.pdf,Letter to Shihei (George) Shitamae [20],,Letter written in Japanese.,1943,1943,yes,,,,,,George Shihei Shitamae papers,mg387_03_096,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn,https://objects.lib.uidaho.edu/shitamae/mg387_03_096.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_096_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_096_th.jpg,FALSE
shitamae097,mg387_03_097.pdf,Letter to Shihei (George) Shitamae [21],,Letter written in Japanese.,1944-02-04,2/4/1944,no,,,,,,George Shihei Shitamae papers,mg387_03_097,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn,https://objects.lib.uidaho.edu/shitamae/mg387_03_097.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_097_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_097_th.jpg,FALSE
shitamae098,mg387_03_098.pdf,Letter to Shihei (George) Shitamae [22],,Letter written in Japanese.,1943,1943,yes,,,,,,George Shihei Shitamae papers,mg387_03_098,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn,https://objects.lib.uidaho.edu/shitamae/mg387_03_098.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_098_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_098_th.jpg,FALSE
shitamae099,mg387_03_099.pdf,Letter to Shihei (George) Shitamae [23],,Letter written in Japanese.,1943,1943,yes,,,,,,George Shihei Shitamae papers,mg387_03_099,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn,https://objects.lib.uidaho.edu/shitamae/mg387_03_099.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_099_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_099_th.jpg,FALSE
shitamae100,mg387_03_100.jpg,Letter to Shihei (George) Shitamae [24],,Letter written in Japanese and English.,1943,1943,yes,,,,,,George Shihei Shitamae papers,mg387_03_100,,image/jpeg,,image,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng;jpn,https://objects.lib.uidaho.edu/shitamae/mg387_03_100.jpg,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_100_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_100_th.jpg,FALSE
shitamae101,mg387_03_101.jpg,Transcription of Letter from Shihei (George) Shitamae,"Shitamae, Shihei ""George""",Letter thanking the girls for the packages the family has sent. Talks about dehydrated food and how that will be the norm after the war and that we will have to get used to it.,1943,1943,yes,health; gifts (object genre); food,"Santa Fe, New Mexico",35.687,-105.9378,,George Shihei Shitamae papers,mg387_03_101,,image/jpeg,,image,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/shitamae/mg387_03_101.jpg,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_101_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_101_th.jpg,FALSE
shitamae102,mg387_03_102.jpg,Letter to Shihei (George) Shitamae [25],"Shitamae, Niroku ""Frank""","Letter written to George Shihei Shitamae from his brother, Niroku, in Japanese.",1944-02-22,2/22/1944,no,,,,,,George Shihei Shitamae papers,mg387_03_102,,image/jpeg,,image,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn,https://objects.lib.uidaho.edu/shitamae/mg387_03_102.jpg,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_102_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_102_th.jpg,FALSE
shitamae103,mg387_03_103.pdf,Letter to Shihei (George) Shitamae [26],,Letter written in Japanese.,1944-02-29,2/29/1944,no,,,,,,George Shihei Shitamae papers,mg387_03_103,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn,https://objects.lib.uidaho.edu/shitamae/mg387_03_103.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_103_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_103_th.jpg,FALSE
shitamae104,mg387_03_104.jpg,Letter to Shihei (George) Shitamae [27],,Letter written in Japanese.,1944,1944,yes,,,,,,George Shihei Shitamae papers,mg387_03_104,,image/jpeg,,image,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn,https://objects.lib.uidaho.edu/shitamae/mg387_03_104.jpg,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_104_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_104_th.jpg,FALSE
shitamae105,mg387_03_105.pdf,Letter to Shihei (George) Shitamae [28],,Letter written in Japanese.,1944-03-28,3/28/1944,no,,,,,,George Shihei Shitamae papers,mg387_03_105,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn,https://objects.lib.uidaho.edu/shitamae/mg387_03_105.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_105_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_105_th.jpg,FALSE
shitamae106,mg387_03_106.pdf,Letter to Shihei (George) Shitamae [29],,Letter written in Japanese.,1944-04-04,4/4/1944,no,,,,,,George Shihei Shitamae papers,mg387_03_106,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn,https://objects.lib.uidaho.edu/shitamae/mg387_03_106.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_106_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_106_th.jpg,FALSE
shitamae107,mg387_03_107.pdf,Letter to Shihei (George) Shitamae [30],,Letter written in Japanese.,1944-05-04,5/4/1944,no,,,,,,George Shihei Shitamae papers,mg387_03_107,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn,https://objects.lib.uidaho.edu/shitamae/mg387_03_107.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_107_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_107_th.jpg,FALSE
shitamae108,mg387_03_108.pdf,Letter to Shihei (George) Shitamae [31],,Letter written in Japanese.,1944-06-06,6/6/1944,no,,,,,,George Shihei Shitamae papers,mg387_03_108,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn,https://objects.lib.uidaho.edu/shitamae/mg387_03_108.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_108_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_108_th.jpg,FALSE
shitamae109,mg387_03_109.pdf,Letter to Shihei (George) Shitamae from Yoshiko Shitamae [3],"Shitamae, Yoshiko","Letter from George Shihei Shitamae's niece, Yoshiko, wishing him a Happy New Year but wishes they were all together. Talks about the dog and thanks him for the gifts and cookies he sent. The weather is cold but no snow yet and there is a cold epidemic going on so they are closing some buildings and asks him to stay safe.",1944-01-01,1/1/1944,no,holidays; gifts (object genre); epidemics; health,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_109,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/shitamae/mg387_03_109.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_109_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_109_th.jpg,FALSE
shitamae110,mg387_03_110.pdf,Letter to Shihei (George) Shitamae from Yoshiko Shitamae [4],"Shitamae, Yoshiko","Letter from George Shihei Shitamae's niece, Yoshiko, asking him if he had a happy Christmas, stating that it was hard for them to be happy with all of the family scattered apart.Talks about the decoration contest and what place they got. She wishes that he could come and visit in the Spring like the other family members.",1943-12-27,12/27/1943,no,holidays,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_110,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/shitamae/mg387_03_110.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_110_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_110_th.jpg,FALSE
shitamae111,mg387_03_111.pdf,Letter to Shihei (George) Shitamae from Yoshiko Shitamae [5],"Shitamae, Yoshiko","Letter from George Shihei Shitamae's niece, Yoshiko, thanking him Shitamae for the gifts and tells him not to worry about the family's health because everyone is doing fine. Talks about the dog and the dreary weather.",1943-11-29,11/29/1943,no,holidays; wars,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_111,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/shitamae/mg387_03_111.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_111_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_111_th.jpg,FALSE
shitamae112,mg387_03_112.pdf,Letter to Shihei (George) Shitamae from Yukiko Fujii [4],"Fujii, Yukiko",Letter thanking George Shihei Shitamae for the gifts and asks more about his rehearing. Also writes that an American has sent a letter vouching for him and that total to 3 people working to get him a rehearing.,1943-11-11,11/11/1943,no,hearings (event);  loyalty; gifts,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_112,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/shitamae/mg387_03_112.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_112_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_112_th.jpg,FALSE
shitamae113,mg387_03_113.pdf,Letter to Shihei (George) Shitamae from Fumiko Shitamae  [1],"Shitamae, Fumiko","Letter from George Shihei Shitamae's niece, Fumiko, telling him about the weather in Idaho, it is very cold in the morning but gets gradually hotter in the day. Fumiko is getting bored of the tasks they do when work is done and asks George what he does when he is done with work. Discussion of the Power of an Attorney is in this letter and details about a business license.",1942-09-23,9/23/1942,no,leisure; weather; powers of attorney; licenses,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_113,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/shitamae/mg387_03_113.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_113_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_113_th.jpg,FALSE
shitamae114,mg387_03_114.pdf,Transcription of Letter (not addressed),,Letter wishing everyone a health season and thanking their family for being so kind to their own family.,,,,health,,,,,George Shihei Shitamae papers,mg387_03_114,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/shitamae/mg387_03_114.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_114_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_114_th.jpg,FALSE
shitamae115,mg387_03_115.pdf,Letter to Shihei (George) Shitamae from Fumiko Shitamae [2],"Shitamae, Fumiko","Letter from George Shihei Shitamae's niece, Fumiko, telling him that they are back in Hunt with the family and wish he was there so they could all celebrate together. Asks about an update on his rehearing, says camp life is the same, talks about the Victory gardens. Fumiko says they will be leaving soon to go back to school and work in the east.",1944-07-26,7/26/1944,no,education; weather; celebrations; hearings (event); travel,,,,,George Shihei Shitamae papers,mg387_03_115,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/shitamae/mg387_03_115.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_115_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_115_th.jpg,FALSE
shitamae116,mg387_03_116.pdf,Letter to Shihei (George) Shitamae [32],,Letter written in Japanese.,1944-08-11,8/11/1944,no,,,,,,George Shihei Shitamae papers,mg387_03_116,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn,https://objects.lib.uidaho.edu/shitamae/mg387_03_116.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_116_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_116_th.jpg,FALSE
shitamae117,mg387_03_117.pdf,Letter to Shihei (George) Shitamae from Yukiko Fujii [5],"Fujii, Yukiko","Letter telling George Shihei Shitamae that a reliable source says his rehearing is scheduled in mid June, 1944, saying the condition of your health will be a significant factor.",1944-06-21,6/21/1944,no,hearings (event); health; travel,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_117,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/shitamae/mg387_03_117.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_117_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_117_th.jpg,FALSE
shitamae118,mg387_03_118.pdf,Letter to Shihei (George) Shitamae from Yoshiko Shitamae [6],"Shitamae, Yoshiko","Letter from George Shihei Shitamae's niece, Yoshiko, thanking him for the photo he recently sent of himself. Fumiko visited camp during a break from school and they had a great time, dropped her off in Spokane at the end and enjoyed lunch there at a park. Talks about recent travels and the beautiful environment, school statrs soon and she is thinking about whether to go to college or not.",1944-08-16,8/16/1944,no,hearings (event); health; travel; activities (general context); education; photographs,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_118,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/shitamae/mg387_03_118.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_118_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_118_th.jpg,FALSE
shitamae119,mg387_03_119.pdf,Letter to Shihei (George) Shitamae from Yoshiko Shitamae [7],"Shitamae, Yoshiko","Letter from George Shihei Shitamae's niece, Yoshiko, telling him that Yoshiko is graduating in two weeks and is still unsure about college or work. She asks about his rehearing and says that the families here are all very anxiously waiting for the outcome. Asks about the weather and if there are any changes to the plants around him.Says the camp is thining out because boys and men are being drafted for active duty and going overseas.",1944-05-20,5/20/1944,no,education; health; gardening; hearings (event); military draft; weather; activities (general context),"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_119,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/shitamae/mg387_03_119.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_119_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_119_th.jpg,FALSE
shitamae120,mg387_03_120.pdf,Letter to Shihei (George) Shitamae from Fumiko Shitamae [3],"Shitamae, Fumiko","Letter from George Shihei Shitamae's niece, Fumiko, telling him that she is going to Santa Fe on the way back to Idaho to visit him. Wishing him well on his reheareing today and cannot understand why he would not get a fair trial and hopes that it is successful. Fumiko is finished with college and is going to be working in the hospital in Philadelphia and Miyoko will be up there with her soon.",1944-06-19,6/19/1944,no,education; health; travel; weather; hearings (event); trials,"Yellow Springs, Ohio",39.8064,-83.8869,,George Shihei Shitamae papers,mg387_03_120,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/shitamae/mg387_03_120.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_120_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_120_th.jpg,FALSE
shitamae121,mg387_03_121.pdf,Letter to Shihei (George) Shitamae from Yukiko Fujii [6],"Fujii, Yukiko","Letter from George Shihei Shitamae's niece, Yukiko, telling him that they are concerned with his health and hope he gets well soon. Yukiko tells hims that the success of the hearing makes the family happy and hopes that he will return to the family. She pleads him to tell her the condition of his health so she can work on trying to get him paroled sooner.",1944-07-11,7/11/1944,no,health; weather; hearings (event); parole,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_121,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/shitamae/mg387_03_121.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_121_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_121_th.jpg,FALSE
shitamae122,mg387_03_122.pdf,Letter to Shihei (George) Shitamae from Yoshiko Shitamae [8],"Shitamae, Yoshiko","Letter from George Shihei Shitamae's niece, Yoshiko, telling him the family is concerned about his recent hospitalization from high blood pressure, asks about his rehearing. Since Yoshiko has graduated she is staring vocational school to continue to learn how to type and write.",1944-06-18,6/18/1944,no,health; hospitalizations; weather; education,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_122,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/shitamae/mg387_03_122.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_122_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_122_th.jpg,FALSE
shitamae123,mg387_03_123.jpg,Notice About Messages,,Notice to limit messages to one to two pages.,1944,1944,yes,,,,,,George Shihei Shitamae papers,mg387_03_123,,image/jpeg,,image,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/shitamae/mg387_03_123.jpg,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_123_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_123_th.jpg,FALSE
shitamae124,mg387_03_124.pdf,Letter to Shihei (George) Shitamae [33],,Letter written in Japanese.,1944,1944,yes,,,,,,George Shihei Shitamae papers,mg387_03_124,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn,https://objects.lib.uidaho.edu/shitamae/mg387_03_124.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_124_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_124_th.jpg,FALSE
shitamae125,mg387_03_125.pdf,Letter to Shihei (George) Shitamae from Miyoko Shitamae [3],"Shitamae, Miyoko",Letter stating that they are concerned for George Shihei Shitamae health since he was just admitted into the hospital. Miyoko had gone to see a former boss in Philadelphia to see if there was anything the could do about your hearing. She is working at the National Japanese American Student Relocation Council Office to help young people integrate back into outside schools. She talks about the people she is staying with and how they treat her like their own daughter.,1944-06-22,6/22/1944,no,health; education; occupations (livelihoods); hospitalizations; weather,"Philadelphia, Pennsylvania",39.9526,-75.1652,,George Shihei Shitamae papers,mg387_03_125,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/shitamae/mg387_03_125.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_125_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_125_th.jpg,FALSE
shitamae126,mg387_03_126.pdf,Letter to Shihei (George) Shitmamae from Ayako Fujii [2],"Fujii, Ayako","Letter from George Shihei Shitamae's great-niece, Ayako, asking about the weather and was concerned about George Shihei Shitamae's sickness and hopes he will get better. They are going to school and are excited to be going into the built in block swimming pool soon.",1944-07-01,7/1/1944,no,health; education; activities (general context); weather,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_126,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/shitamae/mg387_03_126.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_126_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_126_th.jpg,FALSE
