title,description,author,editors,date,subject,publisher,relation-is part of,source,contributing institution,resource identifier,rights,rightsstatement,type,format,language,date digital,cdm_url,cdmid,objectid,display_template,filename,object_location,image_small,image_thumb,errors
Field Guide to the Willows of East-Central Idaho,"The guide identifies willows present in east-central Idaho, explains how to recognize them in the field, and provides information on their abundance, distribution, and morphologic data.  It includes maps, illustrations, photographs of leaves, and color photographs of different species.","Brunsfeld, Steven J.; Johnson, Frederic D.",Lorraine Ashland; Jane Pritchett; Susan Roberts,1985-06-01,,"University of Idaho Forest, Wildlife and Range Experiment Station",Field Guide to the Willows of East-Central Idaho - June 1985,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",,uifwre-fgw,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/202,202,fwres202,pdf,fwres202.pdf,https://objects.lib.uidaho.edu/fwres/fwres202.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres202_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres202_th.jpg,
Focus on Renewable Natural Resources Fiscal 1984 Annual Report,"The bulletin's introduction discusses the contributions of John Ehrenreich following his stepping down as Director of the Experiment Station and Dean of the College of Forestry, Wildlife and Range Sciences.  Included articles discuss mapping grizzly and caribou habitat, ospreys successfully incubating bald eagle-sized eggs, testing the bonding properties of South Korean woods with cement, and the addition of a wood faker to the Forest Products Department.","Ables, Ernest D.; Belt, George H.; Loewenstein, Howard; Various Contributors",Susan B. Roberts; Michal Miller,1985,,"University of Idaho Forest, Wildlife and Range Experiment Station",Focus on Renewable Natural Resources Volume 10 - 1985,"Idaho SD12.I2 U452, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","College of Forestry, Wildlife and Range Sciences;",uifwre-fnrrv10,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/203,203,fwres203,pdf,fwres203.pdf,https://objects.lib.uidaho.edu/fwres/fwres203.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres203_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres203_th.jpg,
Focus on Renewable Natural Resources Fiscal 1985 Annual Report,"The bulletin focuses on the Department of Range Resources, including a history of Range Research at the University of Idaho.  Included articles feature a new Wildlife Research Institute to be directed by Maurice Hornocker, cement to wood ratio in particleboards, and proposed investigation of Native American perceptions of national parks.","Hendee, John C.; Belt, George H.; Loewenstein, Howard; Various Contributors",Susan B. Roberts; Michal Miller,1986,,"University of Idaho Forest, Wildlife and Range Experiment Station",Focus on Renewable Natural Resources Volume 11 - 1986,"Idaho SD12.I2 U452, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","College of Forestry, Wildlife and Range Sciences;",uifwre-fnrrv11,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/204,204,fwres204,pdf,fwres204.pdf,https://objects.lib.uidaho.edu/fwres/fwres204.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres204_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres204_th.jpg,
Focus on Renewable Natural Resources Fiscal 1986 Annual Report,"The bulletin features the Department of Wildland Recreation Management and its focus on the expanding tourism industry in Idaho.  Articles discuss the coexistence of tourism and natural resource industries, renovation and expansion of the Taylor Ranch Field Station, the role of researchers in President Reagan's Commission on Americans Outdoors, effects of dredging on game fish, and the use of explosives to study tree root disease.",John C. Hendee; Leon F. Neuenschwander; Howard Loewenstein; Various Contributors,"Jane Pritchett; Michal Miller,",1987,,"University of Idaho Forest, Wildlife and Range Experiment Station",Focus on Renewable Natural Resources Volume 12 - 1987,"Idaho SD12.I2 U452, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","College of Forestry, Wildlife and Range Sciences;",uifwre-fnrrv12,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/205,205,fwres205,pdf,fwres205.pdf,https://objects.lib.uidaho.edu/fwres/fwres205.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres205_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres205_th.jpg,
Focus on Renewable Natural Resources 1987 Annual Report,"The bulletin examines the facilities used by scientists in the University of Idaho's College of Forestry, Wildlife and Range Sciences.  It also discusses research units and cooperatives, cooperative extensions in the state of Idaho, and communications.  The bulletin's research highlights include tracking transplanted caribou and artificial intelligence in resource management.","Hendee, John C.; Neuenschwander, Leon F.; Bottger, Richard F.; Various Contributors",Diane Noel; Michal Pierce; Carol Bailly,1988-05-01,,"University of Idaho Forest, Wildlife and Range Experiment Station",Focus on Renewable Natural Resources Volume 13 - May 1988,"Idaho SD12.I2 U452, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","College of Forestry, Wildlife and Range Sciences;",uifwre-fnrrv13,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/206,206,fwres206,pdf,fwres206.pdf,https://objects.lib.uidaho.edu/fwres/fwres206.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres206_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres206_th.jpg,
Evaluating Private Forest Ecosystems for Silvicultural Prescriptions and Ecosystem Management Planning,"This publication provides a form and format that is designed for use by foresters and other natural resource professionals in the Pacific Northwest.  Although the information level is designed for field evaluation by professionals, landowners and others with training and experience can complete much or all of the field evaluation, but may still need professional assistance to interpret the information and develop management plans.","Mahoney, Ronald L.; Osborne, Harold L.; Town, Pamela",,1996-05-01,,"University of Idaho Forest, Wildlife and Range Experiment Station",Bulletin Number 59,"Idaho SD12.I2 U47, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","College of Forestry, Wildlife and Range Sciences;",uifwre-b59,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/207,207,fwres207,pdf,fwres207.pdf,https://objects.lib.uidaho.edu/fwres/fwres207.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres207_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres207_th.jpg,
Focus on Renewable Natural Resources 1991 Annual Report,"The bulletin's cover story discusses the employment of GIS to conduct gap analysis and place nature reserves in the areas in which they will be most effective.  Included articles include using sheep grazing in conifer plantations to minimize competition between shrubs and conifer trees, managing riparian zones, using a 5-horsepower skidder to handle small wood, a new recreation management plan in Hells Canyon, and assessing survival probability of Yellowstone grizzlies.","Hendee, John C.; Neuenshwander, Leon F.; Bottger, Richard F.; Various Contributors",Denise Ortiz; Michal Pierce,1992-09-01,,"University of Idaho Forest, Wildlife and Range Experiment Station",Focus on Renewable Natural Resources Volume 17 - September 1992,"Idaho SD12.I2 U452, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","College of Forestry, Wildlife and Range Sciences;",uifwre-fnrrv17,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/208,208,fwres208,pdf,fwres208.pdf,https://objects.lib.uidaho.edu/fwres/fwres208.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres208_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres208_th.jpg,
Focus on Renewable Natural Resources 1992 Annual Report,"The bulletin begins by introducing the Idaho Forest, Wildlife and Range Policy Analysis Group.  It also includes articles about: rangeland, focusing on crested wheatgrass and effects of grazing on water quality; forest growth, focusing on nutrient deficiencies in trees and mapping climatic zones; fish, focusing on Chinook salmon and steelhead migration past the four Snake River dams and feeding methods by fish farmers; forest technology in the mill and home; and environmental education.","Hendee, John C.; Neuenshwander, Leon F.; Bottger, Richard F.; Various Contributors",Denise Ortiz; Vanessa Dobbins,1993-08-01,,"University of Idaho Forest, Wildlife and Range Experiment Station",Focus on Renewable Natural Resources Volume 18 - August 1993,"Idaho SD12.I2 U452, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","College of Forestry, Wildlife and Range Sciences;",uifwre-fnrrv18,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/209,209,fwres209,pdf,fwres209.pdf,https://objects.lib.uidaho.edu/fwres/fwres209.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres209_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres209_th.jpg,
Focus on Renewable Natural Resources Annual Report 1993 & 1994,"The bulletin describes workshops intended to educate teachers, loggers, and landowners.  Other articles include research on birds such as white-headed woodpeckers, wild turkeys of West-Central Idaho, spotted owls, sage grouse, warblers on the Payette, woodpeckers & 'Idaho mountain quail, Merriam's turkeys, forest grouse, sharp-shinned hawks, and migrating tropical birds.","Johnson, Leonard R.; Hatch, Charles R.; Bottger, Richard F.; Various Contributors",Denise Ortiz; Vanessa Dobbins,1995-02-01,,"University of Idaho Forest, Wildlife and Range Experiment Station",Focus on Renewable Natural Resources Volume 19 - February 1995,"Idaho SD12.I2 U452, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","College of Forestry, Wildlife and Range Sciences;",uifwre-fnrrv19,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/210,210,fwres210,pdf,fwres210.pdf,https://objects.lib.uidaho.edu/fwres/fwres210.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres210_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres210_th.jpg,
Fifteenth Annual Report For the Fiscal Year 1962-1963,"The report gives a summary of the college's activity during the year including staff activity and projects conducted by forest management, range management, and wildlife and fisheries management.  It also contains an appendix listing Forest, Wildlife and Range Experiment Station Staff and sources of research funds and other support.","Wohletz, Ernest; Tisdale, E.W.; Various Contributors",,1963-12-01,,University of Idaho,"Annual Reports - December, 1963 (Fifteenth)","Idaho SD12.I2 U45, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",College of Forestry;,uifwre-ar15,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/211,211,fwres211,pdf,fwres211.pdf,https://objects.lib.uidaho.edu/fwres/fwres211.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres211_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres211_th.jpg,
Focus on Natural Renewable Resources Annual Report for 1974,"The bulletin begins with an introduction from Associate Dean and Associate Director A.A. Moslemi.  Following are articles grouped by research area, including forest resources, wood utilization, wildlife resources, etc.  It includes limnological research on Dworshak Reservoir, antibiotic injections to prevent Chinook salmon kidney disease, wildlife fire ecology with respect to marten habitats, and African leopard ecology.  Following the articles is an appendix containing the Forest Wildlife and Range Experiment Station scientists, ongoing research projects, publications in 1974, PhD dissertations, masters theses, and funding support.",,,1976,,"University of Idaho Forest, Wildlife and Range Experiment Station","Focus on Natural Renewable Resources Volume 1, Number 1 - 1976","Idaho SD12.I2 U452, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","College of Forestry, Wildlife and Range Sciences;",uifwre-fnrrv1n1,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/212,212,fwres212,pdf,fwres212.pdf,https://objects.lib.uidaho.edu/fwres/fwres212.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres212_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres212_th.jpg,
Focus on Renewable Natural Resources 1988 Annual Report,"The bulletin features 17 University of Idaho College of Forestry, Wildlife and Range Sciences projects from 1988.  Articles range from using GIS gap analysis to prevent endangerment of species to effectively using pesticides to combat grasshoppers to the opening of the biotechnology laboratory.","Hendee, John C.; Neuenshwander, Leon F.; Bottger, Richard F.; Various Contributors",Diane Noel; Michal Pierce,1989-05-01,,"University of Idaho Forest, Wildlife and Range Experiment Station",Focus on Renewable Natural Resources Volume 14 - May 1989,"Idaho SD12.I2 U452, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","College of Forestry, Wildlife and Range Sciences;",uifwre-fnrrv14,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/213,213,fwres213,pdf,fwres213.pdf,https://objects.lib.uidaho.edu/fwres/fwres213.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres213_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres213_th.jpg,
Focus on Renewable Natural Resources 1994/1995 Annual Report,The bulletin gives a financial overview for 1995.  The articles are divided into hard science (methodical studies of animals and conservation) and soft science (people and conservation) and focus on how the two complement one another.,"Hatch, Charles R.; Bottger, Richard F.; Various Contributors",Denise Ortiz; Vanessa Dobbins,1995-12-01,,"University of Idaho Forest, Wildlife and Range Experiment Station",Focus on Renewable Natural Resources Volume 20 - December 1995,"Idaho SD12.I2 U452, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","College of Forestry, Wildlife and Range Sciences;",uifwre-fnrrv20,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/214,214,fwres214,pdf,fwres214.pdf,https://objects.lib.uidaho.edu/fwres/fwres214.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres214_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres214_th.jpg,
Focus on Renewable Natural Resources Annual Report Fiscal Year 1996,"The bulletin gives a financial report for and an overview of research, including scientists, publications, theses, and ongoing research, in areas of research such as fish health and management, forest genetics and nursery research, wilderness, and fire.","Hatch, Charles R.; Bottger, Richard F.",Denise Ortiz,1997,,"University of Idaho Forest, Wildlife and Range Experiment Station",Focus on Renewable Natural Resources Volume 21 - 1997,"Idaho SD12.I2 U452, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","College of Forestry, Wildlife and Range Sciences;",uifwre-fnrrv21,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/215,215,fwres215,pdf,fwres215.pdf,https://objects.lib.uidaho.edu/fwres/fwres215.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres215_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres215_th.jpg,
Focus on Renewable Natural Resources Annual Report 1997-June 1999,"The bulletin gives a financial report and an overview of research, including scientists, publications, theses, and ongoing research, in areas of research such as fish health and management, forest genetics and nursery research, wilderness, and fire.","Hatch, Charles R.; Hatch, Richard F.",,2000,,"University of Idaho Forest, Wildlife and Range Experiment Station",Focus on Renewable Natural Resources Volume 20 - 2000,"Idaho SD12.I2 U452, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","College of Forestry, Wildlife and Range Sciences;",uifwre-fnrrv22,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/216,216,fwres216,pdf,fwres216.pdf,https://objects.lib.uidaho.edu/fwres/fwres216.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres216_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres216_th.jpg,
Focus on Renewable Natural Resources 1976 Bicentennial Issue,"The bulletin is the 1976 Bicentennial Issue (intended as a contribution to the United States Bicentennial).  The font style changes significantly from that of the previous issue.  Included articles discuss changes in wildlife populations and management, a history of the role of the forest products industry in American forest heritage, planning for the use of forest resources and range resources, and an overview of University of Idaho research at the Forest, Wildlife and Range Experiment Station.","Ehrenreich, J.H.; Moslemi, A.A.; McGuire, John; Dalke, Paul D.; Madden, Richard B.; Connaughton, Charles A.; Connaughton, Ernest W.; Sharp, Lee A.; Wohletz, E.W.",Susan R. Hieb,1977,,"University of Idaho Forest, Wildlife and Range Experiment Station","Focus on Renewable Natural Resources Volume 2, Number 1 - 1977","Idaho SD12.I2 U452, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","College of Forestry, Wildlife and Range Sciences;",uifwre-fnrrv2n1,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/217,217,fwres217,pdf,fwres217.pdf,https://objects.lib.uidaho.edu/fwres/fwres217.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres217_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres217_th.jpg,
Focus on Renewable Natural Resources 1975 Annual Report,"The bulletin features short summaries of research.  Topics in wildlife include whopping cranes, elk, wolverines, and African leopards.  Forest products topics focus on skidding design and complete log and forest utilization.  Articles about range resources, forest resources, wildland recreation management, and fisheries resources are also included.","Ehrenreich, J.H.; Moslemi, A.A.; Various Contributors",Susan R. Hieb,1977,,"University of Idaho Forest, Wildlife and Range Experiment Station","Focus on Renewable Natural Resources Volume 2, Number 2 - 1977","Idaho SD12.I2 U452, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","College of Forestry, Wildlife and Range Sciences;",uifwre-fnrrv2n2,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/218,218,fwres218,pdf,fwres218.pdf,https://objects.lib.uidaho.edu/fwres/fwres218.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres218_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres218_th.jpg,
Focus on Renewable Natural Resources 1976 Annual Report,"The bulletin features short summaries of research.  It contains articles about remote sensing in natural resources, continuing education programs, and an in memoriam of Ernest W. Wohletz.  Research summaries include work about tussock moths, mountain pine beetle, volcanic ash soil, and bighorn sheep.","Ehrenreich, J.H.; Moslemi, A.A.; Various Contributors",Susan R. Hieb,1978,,"University of Idaho Forest, Wildlife and Range Experiment Station","Focus on Renewable Natural Resources Volume 3, Number 1 - 1978","Idaho SD12.I2 U452, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","College of Forestry, Wildlife and Range Sciences;",uifwre-fnrrv3n1,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/219,219,fwres219,pdf,fwres219.pdf,https://objects.lib.uidaho.edu/fwres/fwres219.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres219_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres219_th.jpg,
Focus on Renewable Natural Resources 1977 Annual Report,"The bulletin features short summaries of research.  It includes articles discussing the Dworshak Hatchery's production of steelhead trout, antelope diet analysis, the use of dead white pine and chipped sagebrush,","Ehrenreich, J.H.; Moslemi, A.A.",Susan R. Hieb,1979,,"University of Idaho Forest, Wildlife and Range Experiment Station","Focus on Renewable Natural Volume 4, Number 1 - 1979","Idaho SD12.I2 U452, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","College of Forestry, Wildlife and Range Sciences;",uifwre-fnrrv4n1,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/220,220,fwres220,pdf,fwres220.pdf,https://objects.lib.uidaho.edu/fwres/fwres220.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres220_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres220_th.jpg,
Focus on Renewable Natural Resources 1978/Fiscal 1979 Annual Report,"The bulletin features fire and the forest ecosystem in light of the previous summer, during which news coverage focused on Idaho and its forest fires.  It also includes an article about the Taylor Ranch as a wilderness research center.","Ehrenreich, J.H.; Hatch, Charles R.; Loewenstein, Howard; Various Contributors",Susan R. Hieb; George H. Savage; Linda M. Ripa,1980,,"University of Idaho Forest, Wildlife and Range Experiment Station",Focus on Renewable Natural Resources Volume 5 - 1980,"Idaho SD12.I2 U452, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","College of Forestry, Wildlife and Range Sciences;",uifwre-fnrrv5,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/221,221,fwres221,pdf,fwres221.pdf,https://objects.lib.uidaho.edu/fwres/fwres221.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres221_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres221_th.jpg,
Sixteenth Annual Report For the Fiscal Year 1963-1964,"The report gives a summary of the college's activity during the year including staff activity and projects conducted by forest management, range management, and wildlife and fisheries management.  It also contains an appendix listing Forest, Wildlife and Range Experiment Station Staff and sources of research funds and other support.  The introduction mentions the addition of a Cooperative Fisheries Research Unit to the Forest, Wildlife, and Range Experiment Station.","Wohletz, Ernest; Tisdale, E.W.; Various Contributors",,1964-12-01,,"University of Idaho Forest, Wildlife and Range Experiment Station","Annual Reports - December, 1964 (Sixteenth)","Idaho SD12.I2 U45, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","College of Forestry, Wildlife and Range Sciences; U.S. Department of Agriculture;",uifwre-ar16,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/222,222,fwres222,pdf,fwres222.pdf,https://objects.lib.uidaho.edu/fwres/fwres222.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres222_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres222_th.jpg,
Focus on Renewable Natural Resources 1989 Annual Report,"The bulletin features 20 University of Idaho College of Forestry, Wildlife and Range Sciences research projects.  It includes articles about Idaho landowner attitudes regarding hunting and hunters, hunting as a means of population control, the efficacy of erythromycin to control bacterial kidney disease in salmon, projections of the effects of wolf predation, and wood ash as a tool in crop cultivation rather than a costly waste product.","Hendee, John C.; Neuenshwander, Leon F.; Bottger, Richard F.; Various Contributors",Denise Ortiz; Michal Pierce; Vanessa Dobbins,1990-08-01,,"University of Idaho Forest, Wildlife and Range Experiment Station",Focus on Renewable Natural Resources Volume 15 - August 1990,"Idaho SD12.I2 U452, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","College of Forestry, Wildlife and Range Sciences;",uifwre-fnrrv15,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/223,223,fwres223,pdf,fwres223.pdf,https://objects.lib.uidaho.edu/fwres/fwres223.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres223_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres223_th.jpg,
