objectid,title,creator,date,archival_date,description,issue-volume,subject,location,idaho_county,source,identifier,filename,type,format_original,format,digital_collection,contributing_institution,language,rights,rightsstatement,cataloger,transcriber,display_template,object_location,image_small,image_thumb
foc_2022-fall,The Clearwater Defender Autumn 2022,Friends of the Clearwater,2022,2022,"12 pages, color print",Fall 2022,habitat; ursidae (family); bears; wildlife; land management; logging,"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_2022fall,foc_2022-fall.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_2022-fall.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_2022-fall_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_2022-fall_th.jpg
foc_2022-winter,Clearwater Defender: News of the Big Wild Winter 2022,Friends of the Clearwater,2022,2022,"12 pages, color print",Winter 2022,forest management; forestry; land management; habitat; wildlife; legislation; wilderness; logging; national forests; bears; ursidae (family); roads; climate; wolves; canis lupus (species); salmon (fish),"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C55,foc_cd_2022winter,foc_2022-winter.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_2022-winter.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_2022-winter_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_2022-winter_th.jpg
foc_2023-spring,The Clearwater Defender Spring 2023,Friends of the Clearwater,2023,2023,"12 pages, color print",Spring 2023,logging; dams (hydraulic structures); forestry; forest management; wildlife; habitat,"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C56,foc_cd_2023spring,foc_2023-spring.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_2023-spring.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_2023-spring_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_2023-spring_th.jpg
foc_2023-summer,The Clearwater Defender Summer 2023,Friends of the Clearwater,2023,2023,"12 pages, color print",Summer 2023,forest management; forestry; legislation; national forests; carbon footprint,"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C56,foc_cd_2023summer,foc_2023-summer.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_2023-summer.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_2023-summer_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_2023-summer_th.jpg
foc_2023-winter,The Clearwater Defender Winter 2023,Friends of the Clearwater,2023,2023,"12 pages, color print",Winter 2023,forest management; national forests; wolverines (species),"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C56,foc_cd_2023winter,foc_2023-winter.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_2023-winter.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_2023-winter_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_2023-winter_th.jpg
foc_2024-summer,The Clearwater Defender Early Summer 2024,Friends of the Clearwater,2024,2024,"12 pages, color print",Summer 2024,habitat; ursidae (family); grizzly bears; wildlife; land management; forest management; national forests; logging,"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_2024summer,foc_2024-summer.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_2024-summer.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_2024-summer_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_2024-summer_th.jpg
foc_2025-spring,The Clearwater Defender Spring 2025,Friends of the Clearwater,2025,2025,"16 pages, color print",Spring 2025,land management; mining; ursidae (family); bears; wildlife; habitat; national forests; logging,"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_2025spring,foc_2025-spring.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_2025-spring.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_2025-spring_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_2025-spring_th.jpg
foc_2025-fall,The Clearwater Defender Autumn 2025,Friends of the Clearwater,2025,2025,"16 pages, color print",Fall 2025,land management; habitat; forestry,"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_2025fall,foc_2025-fall.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_2025-fall.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_2025-fall_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_2025-fall_th.jpg
foc_thebigwild_map,The Big Wild map ,Friends of the Clearwater,2026,2026,"1 page, color print",,map; northern rockies ecosystem protection act; conservation; wildlife; land management,"Moscow, Idaho; Idaho",Latah,Friends of the Clearwater,foc_thebigwild_map,foc_thebigwild_map.pdf,text,map,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kelley Moulton 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_thebigwild_map.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_thebigwild_map_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_thebigwild_map_th.jpg
foc_thebigwild_postcard,The Big Wild postcard,Friends of the Clearwater,2026,2026,"4 pages, color print",,postcard; map; northern rockies ecosystem protection act; conservation; wildlife; land management,"Moscow, Idaho; Idaho",Latah,Friends of the Clearwater,foc_thebigwild_postcard,foc_thebigwild_postcard.pdf,text,postcard,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kelley Moulton 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_thebigwild_postcard.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_thebigwild_postcard_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_thebigwild_postcard_th.jpg
