title,objectid,parentid,description,creator,recipient,date,date-is-approximate,latitude,longitude,location,latitude-received,longitude-received,location-received,subject,digital collection,contributing institution,source,rights,format-original,type,format,language,identifier,filename,rightsstatement,display_template,object_location,image_small,image_thumb
Henry Clark letter to Richard Dodson 1934-05-05,dodson0075,,"Typewritten letter from Henry Clark to Richard Dodson. Clark delivers the good news that there is a new A.I.E. member, giving Dodson his contact information. He reminds Dodson to send his photo and invites him to visit.","Clark, Henry","Dodson, Richard W.",1934-05-05,,39.759911,-104.9657,"Denver, Colorado",,,,letters (correspondence); colleges (institutions); outlines (documents);  blueprints (reprographic copies); peer review; review (function),The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",correspondence,Text,application/pdf,eng,dodson-12-1934-05-05,dodson-12-1934-05-05.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-12-1934-05-05.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-12-1934-05-05_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-12-1934-05-05_th.jpg
Julius Schwartz letter to Richard Dodson 1932-01-29,dodson0076,,"Typewritten letter from Julius Schwartz to Richard Dodson. Schwartz talks about how TTT is low on subscribers, but he is glad that Dodson enjoyed the first issue. He then criticises Cummings' recent works, and discusses Williamson's recent works. Schwartz then talks about recent SF publications and stories, as well as an article by Zambock written under a pen name.","Schwarz, Julius","Dodson, Richard W.",1932-01-29,,40.856426,-73.894919,"New York, New York",,,,science fiction; magazines (periodicals); publishing; authors; books,The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",correspondence; typewritten letter,Text,application/pdf,eng,dodson-09-1932-01-29,dodson-09-1932-01-29.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-09-1932-01-29.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-09-1932-01-29_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-09-1932-01-29_th.jpg
Julius Schwartz letter to Richard Dodson 1931-07-16,dodson0077,,"Typewritten letter from Julius Schwartz to Richard Dodson. Schwartz is surprised that he and Dodson are both 16, and explains how he can afford so many books and magazines. He then talks about some SF news and asks Dodson some more questions about himself.","Schwarz, Julius","Dodson, Richard W.",1931-07-16,,40.856426,-73.894919,"New York, New York",,,,science fiction; publishing,The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",correspondence; typewritten letter,Text,application/pdf,eng,dodson-09-1931-07-16,dodson-09-1931-07-16.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-09-1931-07-16.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-09-1931-07-16_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-09-1931-07-16_th.jpg
Edward Elmer Smith letter to Richard Dodson 1936-01-07,dodson0078,,"Typewritten letter from E. E. ""Doc"" Smith to Richard Dodson. Smith talks about progress on his new story, Smith then talks about how he is beginning a new job and moving addresses.","Smith, Edward Elmer","Dodson, Richard W.",1936-01-07,,42.238956,-84.422931,"Jackson, Michigan",,,,writing,The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",correspondence; typewritten letter,Text,application/pdf,eng,dodson-04-1936-01-07,dodson-04-1936-01-07.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-04-1936-01-07.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-04-1936-01-07_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-04-1936-01-07_th.jpg
Aurelie T. Young letter to Richard Dodson 1934-08-16,dodson0079,,"Typewritten letter from Aurelie Young to Richard Dodson. Young asks Dodson to forward ""The Telescope"" to them once he is done reading it.","Young, Aurelie T.","Dodson, Richard W.",1934-08-16,,30.43767,-84.28067,"Tallahassee, Florida",,,,letters (correspondence); questionnaires; members; organizations (groups),The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",correspondence,Text,application/pdf,eng,dodson-12-1934-08-16,dodson-12-1934-08-16.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-12-1934-08-16.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-12-1934-08-16_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-12-1934-08-16_th.jpg
Henry Clark letter to Richard Dodson 1934-05-02,dodson0080,,"Typewritten letter from Henry Clark to Richard Dodson. Clark assures Dodson that the ""Clark"" recently listed in the obituaries was not him. He asks Dodson to write often and send a photo of himself and Terry.","Clark, Henry","Dodson, Richard W.",1934-05-02,,39.759911,-104.9657,"Denver, Colorado",,,,letters (correspondence); design drawings; ship plans; science fiction; drawing (visual works),The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",correspondence,Text,application/pdf,eng,dodson-12-1934-05-02,dodson-12-1934-05-02.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-12-1934-05-02.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-12-1934-05-02_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-12-1934-05-02_th.jpg
Julius Schwartz letter to Richard Dodson 1931-09-29,dodson0081,,Typewritten letter from Julius Schwartz to Richard Dodson. Schwartz talks about his recent school life then agrees with Dodson's critique of a story. He then talks about the author Ralph Farley.,"Schwarz, Julius","Dodson, Richard W.",1931-09-29,,40.856426,-73.894919,"New York, New York",,,,science fiction; authors; magazines (periodicals),The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",correspondence; typewritten letter,Text,application/pdf,eng,dodson-09-1931-09-29,dodson-09-1931-09-29.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-09-1931-09-29.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-09-1931-09-29_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-09-1931-09-29_th.jpg
Julius Schwartz letter to Richard Dodson 1932-04-03,dodson0082,,"Typewritten letter from Julius Schwartz to Richard Dodson. Schwartz talks about his issues purchasing ""The Moon Pool"", the prices were higher than he liked and he was able to bargain using the depression as a factor in his argument. He then asks for Dodson's thoughts on the new issue of TTT, Schwartz then talks about recent SF stories and publications.","Schwarz, Julius","Dodson, Richard W.",1932-04-03,,40.856426,-73.894919,"New York, New York",,,,science fiction; magazines (periodicals); publishing; authors; books,The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",correspondence; typewritten letter,Text,application/pdf,eng,dodson-09-1932-04-03,dodson-09-1932-04-03.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-09-1932-04-03.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-09-1932-04-03_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-09-1932-04-03_th.jpg
Julius Schwartz letter to Richard Dodson 1931-06-11,dodson0083,,Typewritten letter from Julius Schwartz to Richard Dodson. Schwartz asks Dodson for a list of SF stories that he's read outside of SF specific publications. Schwartz then talks about news in upcoming publications.,"Schwarz, Julius","Dodson, Richard W.",1931-06-11,,40.856426,-73.894919,"New York, New York",,,,science fiction; books,The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",correspondence; typewritten letter,Text,application/pdf,eng,dodson-09-1931-06-11,dodson-09-1931-06-11.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-09-1931-06-11.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-09-1931-06-11_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-09-1931-06-11_th.jpg
F. Orlin Tremaine letter to Richard Dodson 1935-04-30,dodson0084,,"Typewritten letter from F. Orlin Tremaine (editor of Astounding Stories) to Richard Dodson. Likely a response to Dodson's letter to Desmond Hall, associate editor of Astounding Stories, dated 1935-04-14","Tremaine, F. Orlin","Dodson, Richard W.",1935-04-30,,40.739412,-73.998504,"New York, New York",34.13908,-118.13074,"Pasadena, California",science fiction; magazines (periodicals); fanzines; publishing; authors; books,The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",correspondence; typewritten letter,Text,application/pdf,eng,dodson-09-1935-04-30,dodson-09-1935-04-30.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-09-1935-04-30.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-09-1935-04-30_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-09-1935-04-30_th.jpg
Edward Elmer Smith letter to Richard Dodson 1931-05-09,dodson0085,,"Typewritten letter from E. E. ""Doc"" Smith to Richard Dodson. Smith introduces some of his thoughts on science fiction publishing.","Smith, Edward Elmer","Dodson, Richard W.",1931-05-09,,41.921672,-84.638791,"Hillsdale, Michigan",40.194343,-92.58022,"Kirksville, Missouri",science fiction; chemistry,The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",correspondence; typewritten letter,Text,application/pdf,eng,dodson-01-1931-05-09,dodson-01-1931-05-09.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-01-1931-05-09.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-01-1931-05-09_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-01-1931-05-09_th.jpg
Photo of Henry Clark,dodson0086,,Photo of Henry Clark,unknown,,1932-01-13,,,,,,,,letters (correspondence); outlines (documents); science fiction,The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",correspondence,Text,application/pdf,eng,dodson-12-hclarkphotograph,dodson-12-hclarkphotograph.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-12-hclarkphotograph.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-12-hclarkphotograph_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-12-hclarkphotograph_th.jpg
Julius Schwartz letter to Richard Dodson 1931-06-29,dodson0087,,Typewritten letter from Julius Schwartz to Richard Dodson. Schwartz discusses an author that he and Dodson like then tells him about a SF publication that is about to be discontinued. He then tells Dodson about another author and asks Dodson some questions about himself.,"Schwarz, Julius","Dodson, Richard W.",1931-06-29,yes,40.856426,-73.894919,"New York, New York",,,,science fiction; publishing; authorship,The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",correspondence; typewritten letter,Text,application/pdf,eng,dodson-09-1931-06-29,dodson-09-1931-06-29.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-09-1931-06-29.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-09-1931-06-29_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-09-1931-06-29_th.jpg
Richard Dodson letter to Julius Unger 1946-04-11,dodson0088,,"Typewritten letter from Richard Dodson to Julius Unger (an early science fiction bookseller) Dodson requests a few copies of Astounding, and thanks Unger for forwarding a letter to Smith.","Dodson, Richard W.","Unger, Julius",1946-04-11,,,,,40.611644,-73.976321,"Brooklyn, New York",science fiction; magazines (periodicals); list prices; authors; books,The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",correspondence; typewritten letter,Text,application/pdf,eng,dodson-09-1946-04-11,dodson-09-1946-04-11.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-09-1946-04-11.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-09-1946-04-11_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-09-1946-04-11_th.jpg
Edward Elmer Smith letter to Richard Dodson 1932-01-09,dodson0089,,"Handwritten postcard from E. E. ""Doc"" Smith to Richard Dodson","Smith, Edward Elmer","Dodson, Richard W.",1932-01-09,,41.921672,-84.638791,"Hillsdale, Michigan",40.194343,-92.58022,"Kirksville, Missouri",publishing,The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",correspondence; handwritten letter,Text,application/pdf,eng,dodson-01-1932-01-09,dodson-01-1932-01-09.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-01-1932-01-09.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-01-1932-01-09_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-01-1932-01-09_th.jpg
Julius Schwartz letter to Richard Dodson 1931-06-25,dodson0090,,Typewritten letter from Julius Schwartz to Richard Dodson. Schwartz talks about a new story he liked and argues against Dodson's stance on the illustrations in Amazing Stories. He then tells Dodson about another auther and tells him news about a few publications.,"Schwarz, Julius","Dodson, Richard W.",1931-06-25,,40.856426,-73.894919,"New York, New York",,,,science fiction; magazines (periodicals),The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",correspondence; typewritten letter,Text,application/pdf,eng,dodson-09-1931-06-25,dodson-09-1931-06-25.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-09-1931-06-25.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-09-1931-06-25_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-09-1931-06-25_th.jpg
Dwellers in the Mirage novel cover,dodson0091,,"Worn copy of ""Dwellers in the Mirage"" book cover. The novel was inscribed to Dodson by the author, Abraham Merritt.","Merritt, Abraham","Dodson, Richard W.",,,,,,,,,books; autographs,The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",correspondence; postcard,Text,application/pdf,eng,dodson-11-dwellers01,dodson-11-dwellers01.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-11-dwellers01.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-11-dwellers01_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-11-dwellers01_th.jpg
Julius Schwartz letter to Richard Dodson 1931-07-29,dodson0092,,Typewritten letter from Julius Schwartz to Richard Dodson. Schwartz talks about his school and about a book he is mailing Dodson. Schwartz then talks about SF news and tells Dodson about another author.,"Schwarz, Julius","Dodson, Richard W.",1931-07-29,,40.856426,-73.894919,"New York, New York",,,,science fiction; writing; authors,The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",correspondence; typewritten letter,Text,application/pdf,eng,dodson-09-1931-07-29,dodson-09-1931-07-29.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-09-1931-07-29.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-09-1931-07-29_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-09-1931-07-29_th.jpg
Edward Elmer Smith letter to Richard Dodson 1931-06-04,dodson0093,,"Typewritten letter from E. E. ""Doc"" Smith to Richard Dodson. Smith speaks about his career in chemistry and gives Dodson advice on pursuing a career in chemistry. Smith goes on to explain and defend ""Spacehounds"" and some of his recent writings. Then, Smith discusses authors and works that he enjoys.","Smith, Edward Elmer","Dodson, Richard W.",1931-06-04,,41.921672,-84.638791,"Hillsdale, Michigan",,,,science fiction,The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",correspondence; typewritten letter,Text,application/pdf,eng,dodson-01-1931-06-04,dodson-01-1931-06-04.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-01-1931-06-04.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-01-1931-06-04_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-01-1931-06-04_th.jpg
Clark Ashton Smith letter to Richard Dodson 1933-11-23,dodson0094,,"Handwritten postcard from Clark Ashton Smith to Richard Dodson. Smith talks about some more progress in publishing some stories, then suggests a story of his to Dodson.","Smith, Clark Ashton","Dodson, Richard W.",1933-11-23,,38.895272,-121.075958,"Auburn, California",,,,science fiction; publishing; magazines (periodicals),The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",correspondence; postcard,Text,application/pdf,eng,dodson-10-1933-11-23,dodson-10-1933-11-23.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-10-1933-11-23.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-10-1933-11-23_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-10-1933-11-23_th.jpg
Henry Clark letter to Richard Dodson 1934-07-04,dodson0095,,"Typewritten letter from Henry Clark to Richard Dodson. Clark gets after Dodson for only writing four times in the two years he has been an A.I.E. member, requesting that he writes more often and that he sends his photo.","Clark, Henry","Dodson, Richard W.",1934-07-04,,39.759911,-104.9657,"Denver, Colorado",,,,letters (correspondence); members; guidelines; organizations (groups),The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",correspondence,Text,application/pdf,eng,dodson-12-1934-07-04,dodson-12-1934-07-04.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-12-1934-07-04.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-12-1934-07-04_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-12-1934-07-04_th.jpg
Edward Elmer Smith letter to Richard Dodson 1934-03-01,dodson0096,,"Typewritten letter from E. E. ""Doc"" Smith to Richard Dodson. Smith writes to Dodson about the new he received that his third ""Skylark"" is about to be published much earlier than expected.","Smith, Edward Elmer","Dodson, Richard W.",1934-03-01,,41.921672,-84.638791,"Hillsdale, Michigan",,,,science fiction; authors; books,The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",correspondence; typewritten letter,Text,application/pdf,eng,dodson-04-1934-03-01,dodson-04-1934-03-01.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-04-1934-03-01.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-04-1934-03-01_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-04-1934-03-01_th.jpg
Review of author Abraham Merritt,dodson0097,,"A review of ""The Face in the Abyss,"" written by Abraham Merritt.",unknown,,,,,,,,,,authors; writing; reviews (documents); science fiction,The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",book,Text,application/pdf,eng,dodson-13-undated04,dodson-13-undated04.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-13-undated04.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-13-undated04_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-13-undated04_th.jpg
George Zambock letter to Richard Dodson 1931,dodson0098,,Handwritten letter from George Zambock (pseudonym for Allen Glasser) to Richard Dodson. Zambock apologises for being sold out (of some stories) but tells him to look forward to those stories in a new publication that is to be released regionally.,"Zambock, George; Glasser, Allen","Dodson, Richard W.",1905-04-14,,40.857193,-73.892746,"New York, New York",,,,science fiction; magazines (periodicals); newspapers; publishing; authors; books,The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",correspondence; handwritten letter,Text,application/pdf,eng,dodson-09-1931,dodson-09-1931.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-09-1931.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-09-1931_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-09-1931_th.jpg
Harry Bates letter to Richard Dodson 1932-04-18,dodson0099,,"Typewritten letter from Harry Bates to Richard Dodson. Bates informs Dodson of subscription prices and confirms that ""Triplanetary"" will be published in Astounding Stories.","Bates, Harry","Dodson, Richard W.",1932-04-18,,40.752701,-73.973997,"New York, New York",40. 190948,-92.577904,"Kirksville, Missouri",science fiction; magazines (periodicals); publishing; authors; books,The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",correspondence; typewritten letter,Text,application/pdf,eng,dodson-09-1932-04-18,dodson-09-1932-04-18.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-09-1932-04-18.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-09-1932-04-18_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-09-1932-04-18_th.jpg
