objectid,title,creator,date,abstract,description,subject,location,department,publisher,source,identifier,format_original,type,format,language,link,rights,rightsstatement,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,display_template,filename,object_location,image_small,image_thumb
ir0050,Endowment Fund Reform and Idaho's State Lands: Evaluating Financial Performance of Forest and Rangeland Assets,Jay O'Laughlin; Philip S. Cook,2001,"State trust lands in Idaho are to be managed to provide ""maximum long term financial return"" to the public schools and other beneficiary institutions. This report evaluates trust land assets and asset management with appropriate indicators of financial performance. Specific objectives are: review the changes in Endowment Fund management that have heightened concern for financial performance of land assets; select appropriate financial performance indicators for forest lands and rangelands; appraise the value of endowment forest lands and rangeland assets, and then measure the return on asset value provided by current IDL operations; discuss managerial flexibility in the context of the Idaho Constitutions goal to provide ""maximum long term financial return"" to the trust beneficiaries; and analyze alternative approaches for managing underperforming land assets.",Policy Analysis Group Report - University of Idaho College of Natural Resources,state land; forest resources; resource management; environmental policy,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/50,50,103.pdf,/IR/image/103.pdf,pdf,ir0050.pdf,https://objects.lib.uidaho.edu/ir/ir0050.pdf,https://objects.lib.uidaho.edu/ir/small/ir0050_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0050_th.jpg
ir0051,Taxing Forest Property: Analysis of Alternative Methods and Impacts in Idaho,Philip S. Cook; Jay O'Laughlin,2001,"Forest landowners in Idaho are taxed under one of two property tax options: [1] the productivity tax option or [2] the bare land & yield tax option. In 2002, landowners with between 5 and 5,000 acres of forest land will have a chance to choose a tax option for the next 10 years. Large increases in taxable value under the productivity option during the 1990s may influence many landowners decision to switch to the bare land & yield option. The first objective of the analysis is to examine the impacts on forest landowners of the current forest valuation formula under the productivity option. The second objective is to examine the potential impacts on county property tax revenues in 2002 of a potential shift of forest landowners from the productivity option to the bare land & yield option.",Policy Analysis Group Report - University of Idaho College of Natural Resources,property law; economic resources; taxes; fiscal policies,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/51,51,104.pdf,/IR/image/104.pdf,pdf,ir0051.pdf,https://objects.lib.uidaho.edu/ir/ir0051.pdf,https://objects.lib.uidaho.edu/ir/small/ir0051_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0051_th.jpg
ir0052,Trends in U.S. Wildfires and Idaho Forest Fuel Loading,Jay O'Laughlin,2008,"Prepared by Jay O'Laughlin for Forestry Day at the Legislature (January 10, 2008).",Policy Analysis Group Fact Sheet - University of Idaho College of Natural Resources,wildfires; fuel management,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/52,52,105.pdf,/IR/image/105.pdf,pdf,ir0052.pdf,https://objects.lib.uidaho.edu/ir/ir0052.pdf,https://objects.lib.uidaho.edu/ir/small/ir0052_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0052_th.jpg
ir0053,Idaho Forest Facts and Forestry Issues,Jay O'Laughlin; Philip S. Cook,2008,Prepared by Jay O'Laughlin and Philip S. Cook for the Idaho Forest Products Commission's Miracle at Work Forest Tour (revised September 2008).,Policy Analysis Group Fact Sheet - University of Idaho College of Natural Resources,forests; forest management,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/53,53,106.pdf,/IR/image/106.pdf,pdf,ir0053.pdf,https://objects.lib.uidaho.edu/ir/ir0053.pdf,https://objects.lib.uidaho.edu/ir/small/ir0053_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0053_th.jpg
ir0054,Idaho Forest Products Business Sector,Jay O'Laughlin; Philip S. Cook,2006,,Policy Analysis Group Fact Sheet - University of Idaho College of Natural Resources,forest products,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/54,54,107.pdf,/IR/image/107.pdf,pdf,ir0054.pdf,https://objects.lib.uidaho.edu/ir/ir0054.pdf,https://objects.lib.uidaho.edu/ir/small/ir0054_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0054_th.jpg
ir0055,Toward Sustainable Forest Management: Part II - The Role and Effects of Timber Harvesting in Idaho,Philip S. Cook; Jay O'Laughlin,2000,Sustainable forest management is one goal of a growing list of human activities that impact the environment. This report places timber harvesting in Idaho in that context. The focus questions that guide the analysis are: What is sustainable forest management? How important is the timber harvesting issue in Idaho? What is the timber situation in Idaho's forests? What policies affect timber harvesting in Idaho? What are the effects of timber harvesting on other resources? The report also examines alternative approaches to watershed analysis as a tool to assure that forest management activities are sustainable.,Policy Analysis Group Report - University of Idaho College of Natural Resources,forest management; resource management; logging; environmental policy,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/55,55,48.pdf,/IR/image/48.pdf,pdf,ir0055.pdf,https://objects.lib.uidaho.edu/ir/ir0055.pdf,https://objects.lib.uidaho.edu/ir/small/ir0055_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0055_th.jpg
ir0056,Toward Sustainable Forest Management: Part I - Certification Programs,Philip S. Cook; Jay O'Laughlin,1999,"Programs certifying that landowners practice sustainable forest management, or that wood-based products come from sustainably managed forests, are in the early stages of development. Certification programs, and criteria and indicator (C&I) frameworks on which they are based, are tools for describing and implementing sustainable forestry. This report explains what C&I frameworks are and reports on a field test in Idaho. The report also explains what forest certification is, describes prominent certification programs, and analyzes policy issues that arise from the development and implentation of this approach to sustainable forest management.",Policy Analysis Group Report - University of Idaho College of Natural Resources,forest certification; environmental policy,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/56,56,49.pdf,/IR/image/49.pdf,pdf,ir0056.pdf,https://objects.lib.uidaho.edu/ir/ir0056.pdf,https://objects.lib.uidaho.edu/ir/small/ir0056_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0056_th.jpg
ir0057,Public Opinion of Water Quality Issues and Funding Options in Idaho,Jay O'Laughlin; Kevin McGuire; John Carlson,1998,"The State of Idaho faces the expensive task of designing and implementing programs to reduce nonpoint source pollution in Idaho's watersheds. In 1998, the PAG measured public opinion about potential funding sources for water quality programs aimed at reducing nonpoint source pollution, especially in the agricultural sector. This report focuses on four facets of public opinion, attitude, or orientation towards water quality issues in Idaho: (1) relative importance of water quality issues, (2) knowledge about water pollution problems, (3) responsibility for water pollution control program operations and funding, and (4) acceptable options for sources of funding and willingness to pay increased taxes for water quality programs, specifically programs for reducing pollution from nonpoint source activities not regulated by state law.",Policy Analysis Group Report - University of Idaho College of Natural Resources,water quality; environmental policy,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/57,57,50.pdf,/IR/image/50.pdf,pdf,ir0057.pdf,https://objects.lib.uidaho.edu/ir/ir0057.pdf,https://objects.lib.uidaho.edu/ir/small/ir0057_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0057_th.jpg
ir0058,History and Analysis of Federally Administered Lands in Idaho,Jay O'Laughlin; Wyatt R. Hundrup; Philip S. Cook,1998,"Sixty-four percent of the land in Idaho is administered by the federal government. This report answers four focus questions: Why is 64% of Idaho federal land? What is the purpose of federal lands? What does the law say about ""ownership"" of federal lands? What ""federalism"" issues are relevant? The report analyses 10 alternatives for management of federal lands: two ""no change"" alternatives (current plans and interim directions, ecosystem-based management), two ""change ownership"" alternatives (land sale, ownership transfer to states) and six ""change rules for management"" alternatives (economic-based reforms, land leasing, Federal Land Management Commission, local advisory council, trust land management, cooperative state/federal management). A framework for comparing the alternatives is presented.",Policy Analysis Group Report - University of Idaho College of Natural Resources,state land; resource management; environmental policy,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/58,58,51.pdf,/IR/image/51.pdf,pdf,ir0058.pdf,https://objects.lib.uidaho.edu/ir/ir0058.pdf,https://objects.lib.uidaho.edu/ir/small/ir0058_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0058_th.jpg
ir0059,Guidelines for Managing Cattle Grazing in Riparian Areas to Protect Water Quality: Review of Research and Best Management Practices Policy,Jeff C. Mosley; Philip S. Cook; Amber J. Griffis; Jay O'Laughlin,1997,"Grazing management is the key to attaining the benefits riparian areas offer livestock while maintaining water quality standards and fully functioning riparian ecosystems. This report provides management guidelines, based on review of the scientific literature, that will help livestock producers meet the goals of the Clean Water Act while grazing cattle in riparian areas. The report answers 3 focus questions: What are appropriate management strategies for cattle grazing in riparian areas? What are best management practices? How is cattle grazing in riparian areas addressed in Idaho water quality policy?",Policy Analysis Group Report - University of Idaho College of Natural Resources,cattle; grazing; overgrazing; controlled grazing; water quality; riparian zones; environmental policy,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/59,59,52.pdf,/IR/image/52.pdf,pdf,ir0059.pdf,https://objects.lib.uidaho.edu/ir/ir0059.pdf,https://objects.lib.uidaho.edu/ir/small/ir0059_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0059_th.jpg
