title,description,creator,date,contributors,subject,keywords-theme,keywords-tree,location,region,project,publisher,digital collection,holding institution,source,identifier,doi,rightsstatement,rights,project material,type,format,language,date digital,digital specifications,cdm_url,cdmid,objectid,display_template,filename,object_location,image_small,image_thumb
Agenda 2020: Site type nutrient constraints on Douglas-fir growth,2012 Annual Meeting Presentation,Kevin White,2012,,Presentation,Presentation,,North and Central Idaho; Eastern Washington; Western Montana; Northeastern Oregon,"Intermountain West, USA",Site Type Initiative,"Intermountain Forestry Cooperative, University of Idaho, College of Natural Resources, Moscow",Intermountain Forestry Cooperative (IFC) Collection,University of Idaho,,2_White,,http://rightsstatements.org/vocab/InC-EDU/1.0/,"This document is provided by the University of Idaho Library for use by University of Idaho students, staff, and faculty. All rights to the document linked from this metadata belong to the author, rights holder, and/or provider. For more information contact The Intermountain Forestry Cooperative, https://www.uidaho.edu/cnr/ifc",Powerpoint,Text,application/pdf,eng,2016,Orginal paper copy scanned and combined into a .pdf by IFC,http://digital.lib.uidaho.edu:80/cdm/ref/collection/iftnc/id/3494,3494,iftnc3494,pdf,iftnc3494.pdf,https://objects.lib.uidaho.edu/iftnc/iftnc3494.pdf,https://objects.lib.uidaho.edu/iftnc/small/iftnc3494_sm.jpg,https://objects.lib.uidaho.edu/iftnc/thumbs/iftnc3494_th.jpg
Impact of thinning and fertilization on tree resistance to bark beetles,2010 Annual Meeting Presentation,Steve Cook,2010,,Presentation,Presentation,,North and Central Idaho; Eastern Washington; Western Montana; Northeastern Oregon,"Intermountain West, USA",Forest Health and Nutrition,"Intermountain Forestry Cooperative, University of Idaho, College of Natural Resources, Moscow",Intermountain Forestry Cooperative (IFC) Collection,University of Idaho,,Cook Presentation,,http://rightsstatements.org/vocab/InC-EDU/1.0/,"This document is provided by the University of Idaho Library for use by University of Idaho students, staff, and faculty. All rights to the document linked from this metadata belong to the author, rights holder, and/or provider. For more information contact The Intermountain Forestry Cooperative, https://www.uidaho.edu/cnr/ifc",Powerpoint,Text,application/pdf,eng,2016,Orginal paper copy scanned and combined into a .pdf by IFC,http://digital.lib.uidaho.edu:80/cdm/ref/collection/iftnc/id/3495,3495,iftnc3495,pdf,iftnc3495.pdf,https://objects.lib.uidaho.edu/iftnc/iftnc3495.pdf,https://objects.lib.uidaho.edu/iftnc/small/iftnc3495_sm.jpg,https://objects.lib.uidaho.edu/iftnc/thumbs/iftnc3495_th.jpg
"Forest nutrient research: Past, present and future",2012 Annual Meeting Presentation,Mark Kimsey,2012,,Presentation,Presentation,,North and Central Idaho; Eastern Washington; Western Montana; Northeastern Oregon,"Intermountain West, USA",Forest Health and Nutrition,"Intermountain Forestry Cooperative, University of Idaho, College of Natural Resources, Moscow",Intermountain Forestry Cooperative (IFC) Collection,University of Idaho,,6_Kimsey,,http://rightsstatements.org/vocab/InC-EDU/1.0/,"This document is provided by the University of Idaho Library for use by University of Idaho students, staff, and faculty. All rights to the document linked from this metadata belong to the author, rights holder, and/or provider. For more information contact The Intermountain Forestry Cooperative, https://www.uidaho.edu/cnr/ifc",Powerpoint,Text,application/pdf,eng,2016,Orginal paper copy scanned and combined into a .pdf by IFC,http://digital.lib.uidaho.edu:80/cdm/ref/collection/iftnc/id/3496,3496,iftnc3496,pdf,iftnc3496.pdf,https://objects.lib.uidaho.edu/iftnc/iftnc3496.pdf,https://objects.lib.uidaho.edu/iftnc/small/iftnc3496_sm.jpg,https://objects.lib.uidaho.edu/iftnc/thumbs/iftnc3496_th.jpg
Biochar soil amendment effects on soil microbial activity,2012 Annual Meeting Presentation,Dan Smith,2012,,Presentation,Presentation,,North and Central Idaho; Eastern Washington; Western Montana; Northeastern Oregon,"Intermountain West, USA",Forest Soils - Nutrition and Productivity,"Intermountain Forestry Cooperative, University of Idaho, College of Natural Resources, Moscow",Intermountain Forestry Cooperative (IFC) Collection,University of Idaho,,7_Smith,,http://rightsstatements.org/vocab/InC-EDU/1.0/,"This document is provided by the University of Idaho Library for use by University of Idaho students, staff, and faculty. All rights to the document linked from this metadata belong to the author, rights holder, and/or provider. For more information contact The Intermountain Forestry Cooperative, https://www.uidaho.edu/cnr/ifc",Powerpoint,Text,application/pdf,eng,2016,Orginal paper copy scanned and combined into a .pdf by IFC,http://digital.lib.uidaho.edu:80/cdm/ref/collection/iftnc/id/3497,3497,iftnc3497,pdf,iftnc3497.pdf,https://objects.lib.uidaho.edu/iftnc/iftnc3497.pdf,https://objects.lib.uidaho.edu/iftnc/small/iftnc3497_sm.jpg,https://objects.lib.uidaho.edu/iftnc/thumbs/iftnc3497_th.jpg
Seed orchard pests: Behavior and management with systemic insecticide treatments in the Inland Northwest,2012 Annual Meeting Presentation,Ben Sloniker,2012,,Presentation,Presentation,,North and Central Idaho; Eastern Washington; Western Montana; Northeastern Oregon,"Intermountain West, USA",,"Intermountain Forestry Cooperative, University of Idaho, College of Natural Resources, Moscow",Intermountain Forestry Cooperative (IFC) Collection,University of Idaho,,8_Sloniker,,http://rightsstatements.org/vocab/InC-EDU/1.0/,"This document is provided by the University of Idaho Library for use by University of Idaho students, staff, and faculty. All rights to the document linked from this metadata belong to the author, rights holder, and/or provider. For more information contact The Intermountain Forestry Cooperative, https://www.uidaho.edu/cnr/ifc",Powerpoint,Text,application/pdf,eng,2016,Orginal paper copy scanned and combined into a .pdf by IFC,http://digital.lib.uidaho.edu:80/cdm/ref/collection/iftnc/id/3498,3498,iftnc3498,pdf,iftnc3498.pdf,https://objects.lib.uidaho.edu/iftnc/iftnc3498.pdf,https://objects.lib.uidaho.edu/iftnc/small/iftnc3498_sm.jpg,https://objects.lib.uidaho.edu/iftnc/thumbs/iftnc3498_th.jpg
Foliar nutrition dynamics in western redcedar and western larch,2012 Annual Meeting Presentation,Wes Struble,2012,,Presentation,Presentation,,North and Central Idaho; Eastern Washington; Western Montana; Northeastern Oregon,"Intermountain West, USA",Forest Health and Nutrition,"Intermountain Forestry Cooperative, University of Idaho, College of Natural Resources, Moscow",Intermountain Forestry Cooperative (IFC) Collection,University of Idaho,,9_Struble,,http://rightsstatements.org/vocab/InC-EDU/1.0/,"This document is provided by the University of Idaho Library for use by University of Idaho students, staff, and faculty. All rights to the document linked from this metadata belong to the author, rights holder, and/or provider. For more information contact The Intermountain Forestry Cooperative, https://www.uidaho.edu/cnr/ifc",Powerpoint,Text,application/pdf,eng,2016,Orginal paper copy scanned and combined into a .pdf by IFC,http://digital.lib.uidaho.edu:80/cdm/ref/collection/iftnc/id/3499,3499,iftnc3499,pdf,iftnc3499.pdf,https://objects.lib.uidaho.edu/iftnc/iftnc3499.pdf,https://objects.lib.uidaho.edu/iftnc/small/iftnc3499_sm.jpg,https://objects.lib.uidaho.edu/iftnc/thumbs/iftnc3499_th.jpg
Center for Advanced Forestry: Endophyte study,2012 Annual Meeting Presentation,Mary Ridout,2012,,Presentation,Presentation,,North and Central Idaho; Eastern Washington; Western Montana; Northeastern Oregon,"Intermountain West, USA",,"Intermountain Forestry Cooperative, University of Idaho, College of Natural Resources, Moscow",Intermountain Forestry Cooperative (IFC) Collection,University of Idaho,,10_Ridout,,http://rightsstatements.org/vocab/InC-EDU/1.0/,"This document is provided by the University of Idaho Library for use by University of Idaho students, staff, and faculty. All rights to the document linked from this metadata belong to the author, rights holder, and/or provider. For more information contact The Intermountain Forestry Cooperative, https://www.uidaho.edu/cnr/ifc",Powerpoint,Text,application/pdf,eng,2016,Orginal paper copy scanned and combined into a .pdf by IFC,http://digital.lib.uidaho.edu:80/cdm/ref/collection/iftnc/id/3500,3500,iftnc3500,pdf,iftnc3500.pdf,https://objects.lib.uidaho.edu/iftnc/iftnc3500.pdf,https://objects.lib.uidaho.edu/iftnc/small/iftnc3500_sm.jpg,https://objects.lib.uidaho.edu/iftnc/thumbs/iftnc3500_th.jpg
"Site Type Initiative: Rock type, topographic and climate effects on maximum stand density index (SDI Max)",2012 Annual Meeting Presentation,Roberto Volvoficz-Leon,2012,,Presentation,Presentation,,North and Central Idaho; Eastern Washington; Western Montana; Northeastern Oregon,"Intermountain West, USA",Site Type Initiative,"Intermountain Forestry Cooperative, University of Idaho, College of Natural Resources, Moscow",Intermountain Forestry Cooperative (IFC) Collection,University of Idaho,,3_Volfovicz_Leon,doi:10.7923/G45Q4T1Q,http://rightsstatements.org/vocab/InC-EDU/1.0/,"This document is provided by the University of Idaho Library for use by University of Idaho students, staff, and faculty. All rights to the document linked from this metadata belong to the author, rights holder, and/or provider. For more information contact The Intermountain Forestry Cooperative, https://www.uidaho.edu/cnr/ifc",Powerpoint,Text,application/pdf,eng,2016,Orginal paper copy scanned and combined into a .pdf by IFC,http://digital.lib.uidaho.edu:80/cdm/ref/collection/iftnc/id/3501,3501,iftnc3501,pdf,iftnc3501.pdf,https://objects.lib.uidaho.edu/iftnc/iftnc3501.pdf,https://objects.lib.uidaho.edu/iftnc/small/iftnc3501_sm.jpg,https://objects.lib.uidaho.edu/iftnc/thumbs/iftnc3501_th.jpg
"Elevation gradients, forms of soil N and biochar effects",2012 Annual Meeting Presentation,Shan Shan,2012,,Presentation,Presentation,,North and Central Idaho; Eastern Washington; Western Montana; Northeastern Oregon,"Intermountain West, USA",Forest Soils - Nutrition and Productivity,"Intermountain Forestry Cooperative, University of Idaho, College of Natural Resources, Moscow",Intermountain Forestry Cooperative (IFC) Collection,University of Idaho,,11-Shan,,http://rightsstatements.org/vocab/InC-EDU/1.0/,"This document is provided by the University of Idaho Library for use by University of Idaho students, staff, and faculty. All rights to the document linked from this metadata belong to the author, rights holder, and/or provider. For more information contact The Intermountain Forestry Cooperative, https://www.uidaho.edu/cnr/ifc",Powerpoint,Text,application/pdf,eng,2016,Orginal paper copy scanned and combined into a .pdf by IFC,http://digital.lib.uidaho.edu:80/cdm/ref/collection/iftnc/id/3502,3502,iftnc3502,pdf,iftnc3502.pdf,https://objects.lib.uidaho.edu/iftnc/iftnc3502.pdf,https://objects.lib.uidaho.edu/iftnc/small/iftnc3502_sm.jpg,https://objects.lib.uidaho.edu/iftnc/thumbs/iftnc3502_th.jpg
"Impacts of poplar bioenergy plantations on soil, GHG flux and off-site transport",2012 Annual Meeting Presentation,Patrick Rahilly,2012,,Presentation,Presentation,,North and Central Idaho; Eastern Washington; Western Montana; Northeastern Oregon,"Intermountain West, USA",,"Intermountain Forestry Cooperative, University of Idaho, College of Natural Resources, Moscow",Intermountain Forestry Cooperative (IFC) Collection,University of Idaho,,12_Rahilly,,http://rightsstatements.org/vocab/InC-EDU/1.0/,"This document is provided by the University of Idaho Library for use by University of Idaho students, staff, and faculty. All rights to the document linked from this metadata belong to the author, rights holder, and/or provider. For more information contact The Intermountain Forestry Cooperative, https://www.uidaho.edu/cnr/ifc",Powerpoint,Text,application/pdf,eng,2016,Orginal paper copy scanned and combined into a .pdf by IFC,http://digital.lib.uidaho.edu:80/cdm/ref/collection/iftnc/id/3503,3503,iftnc3503,pdf,iftnc3503.pdf,https://objects.lib.uidaho.edu/iftnc/iftnc3503.pdf,https://objects.lib.uidaho.edu/iftnc/small/iftnc3503_sm.jpg,https://objects.lib.uidaho.edu/iftnc/thumbs/iftnc3503_th.jpg
"Density management opportunities for stand enhancement, bioenergy production and climate change adaptation",2012 Annual Meeting Presentation,Mark Coleman,2012,,Presentation,Presentation,,North and Central Idaho; Eastern Washington; Western Montana; Northeastern Oregon,"Intermountain West, USA",Forest Density Management,"Intermountain Forestry Cooperative, University of Idaho, College of Natural Resources, Moscow",Intermountain Forestry Cooperative (IFC) Collection,University of Idaho,,13_Coleman,,http://rightsstatements.org/vocab/InC-EDU/1.0/,"This document is provided by the University of Idaho Library for use by University of Idaho students, staff, and faculty. All rights to the document linked from this metadata belong to the author, rights holder, and/or provider. For more information contact The Intermountain Forestry Cooperative, https://www.uidaho.edu/cnr/ifc",Powerpoint,Text,application/pdf,eng,2016,Orginal paper copy scanned and combined into a .pdf by IFC,http://digital.lib.uidaho.edu:80/cdm/ref/collection/iftnc/id/3504,3504,iftnc3504,pdf,iftnc3504.pdf,https://objects.lib.uidaho.edu/iftnc/iftnc3504.pdf,https://objects.lib.uidaho.edu/iftnc/small/iftnc3504_sm.jpg,https://objects.lib.uidaho.edu/iftnc/thumbs/iftnc3504_th.jpg
Direction and Objectives of INGY Research,2013 Annual Meeting Presentation,Dave Affleck,2013,,Presentation,Presentation,,North and Central Idaho; Eastern Washington; Western Montana; Northeastern Oregon,"Intermountain West, USA",,"Inland Northwest Growth and Yield Cooperative, University of Montana, College of Forestry, Missoula",Intermountain Forestry Cooperative (IFC) Collection,University of Idaho,,1_Affleck_Presentation,,http://rightsstatements.org/vocab/InC-EDU/1.0/,"This document is provided by the University of Idaho Library for use by University of Idaho students, staff, and faculty. All rights to the document linked from this metadata belong to the author, rights holder, and/or provider. For more information contact The Intermountain Forestry Cooperative, https://www.uidaho.edu/cnr/ifc",Powerpoint,Text,application/pdf,eng,2016,Orginal paper copy scanned and combined into a .pdf by IFC,http://digital.lib.uidaho.edu:80/cdm/ref/collection/iftnc/id/3505,3505,iftnc3505,pdf,iftnc3505.pdf,https://objects.lib.uidaho.edu/iftnc/iftnc3505.pdf,https://objects.lib.uidaho.edu/iftnc/small/iftnc3505_sm.jpg,https://objects.lib.uidaho.edu/iftnc/thumbs/iftnc3505_th.jpg
Validating IFTNC generated maximum stand density index models,2013 Annual Meeting Presentation,Mark Kimsey,2013,,Presentation,Presentation,,North and Central Idaho; Eastern Washington; Western Montana; Northeastern Oregon,"Intermountain West, USA",Forest Density Management,"Intermountain Forestry Cooperative, University of Idaho, College of Natural Resources, Moscow",Intermountain Forestry Cooperative (IFC) Collection,University of Idaho,,2_Kimsey_Presentation,doi:10.7923/G49G5JR1,http://rightsstatements.org/vocab/InC-EDU/1.0/,"This document is provided by the University of Idaho Library for use by University of Idaho students, staff, and faculty. All rights to the document linked from this metadata belong to the author, rights holder, and/or provider. For more information contact The Intermountain Forestry Cooperative, https://www.uidaho.edu/cnr/ifc",Powerpoint,Text,application/pdf,eng,2016,Orginal paper copy scanned and combined into a .pdf by IFC,http://digital.lib.uidaho.edu:80/cdm/ref/collection/iftnc/id/3506,3506,iftnc3506,pdf,iftnc3506.pdf,https://objects.lib.uidaho.edu/iftnc/iftnc3506.pdf,https://objects.lib.uidaho.edu/iftnc/small/iftnc3506_sm.jpg,https://objects.lib.uidaho.edu/iftnc/thumbs/iftnc3506_th.jpg
