objectid,title,creator,recipient,date,archival_date,approximated_date,description,subject,location,idaho_county,address,latitude,longitude,source,identifier,format_original,type,format,finding_aid,digital_collection,contributing_institution,language,rights,rightsstatement,list,filename,display_template,object_location,image_small,image_thumb
ictws_0621,Idaho Wildlifer: A Publication of the Idaho Chapter of the Wildlife Society,Idaho Chapter of the Wildlife Society,,1979-01-12,12 January 1979; 13 January 1979,,An ICTWS event agenda from January twelfth to thirteenth in 1979 on Wildlife and Wilderness in Idaho. The final page of the document includes a handwritten list of names and information regarding a certificate.,events; agendas (administrative records); itineraries; wildlife; wilderness; documents; handwritten; certificates,,,,,,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511-b03-f151-045,agenda,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511-b03-f151-045.pdf,mg511-b03-f151-045.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511-b03-f151-045.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511-b03-f151-045_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511-b03-f151-045_th.jpg
ictws_0622,"Idaho Wildlifer: A Publication of the Idaho Chapter of the Wildlife Society, March 1979",Idaho Chapter of the Wildlife Society,,1979-03-17,17 March 1979,,"An Idaho Wildlifer publication on meetings, awards, memberships, certificates, and a new membership dues structure.",publications; meetings; awards; memberships; dues; certificates,,,,,,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511-b03-f151-046,newsletter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511-b03-f151-046.pdf,mg511-b03-f151-046.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511-b03-f151-046.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511-b03-f151-046_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511-b03-f151-046_th.jpg
ictws_0623,"Idaho Wildlifer: A Publication of the Idaho Chapter of the Wildlife Society, November 1979",Idaho Chapter of the Wildlife Society,,1979-11-01,01 November 1979,,"An Idaho Wildlifer publication on environmental issues, meetings, nominations, and an official Idaho Chapter of The Wildlife Society ballot for ICTWS presidency.",publications; environment; problems; issues; meetings; elections; nominations; ballots; organizations,,,,,,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511-b03-f151-047,newsletter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511-b03-f151-047.pdf,mg511-b03-f151-047.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511-b03-f151-047.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511-b03-f151-047_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511-b03-f151-047_th.jpg
ictws_0624,"Idaho Wildlifer: A Publication of the Idaho Chapter of the Wildlife Society, January 1980",Idaho Chapter of the Wildlife Society,,1980-01-25,25 January 1980; 26 January 1960,,An Idaho Wildlifer publication on a workshop on raptors and energy developments. It also includes a list of topics that range from powerline electrocution of raptors to osprey and power poles in Idaho.,publications; workshops; raptors; birds (animals); topics,"Boise, Idaho",Ada County,,43.61467105,-116.2025024,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511-b03-f151-048_p001,newsletter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511-b03-f151-048_p001.pdf,mg511-b03-f151-048_p001.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511-b03-f151-048_p001.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511-b03-f151-048_p001_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511-b03-f151-048_p001_th.jpg
ictws_0625,"Idaho Wildlifer: A Publication of the Idaho Chapter of the Wildlife Society, Volume 80 No.1",Idaho Chapter of the Wildlife Society,,1980-05,May 1980,,"An Idaho Wildlifer publication on committees, an environmental issues involvement table, a list of ICTWS officers and committees chairpersons, and a blank ICTWS membership application form.",publications; committees; environment; issues; problems; organizations; officers (administrators); membership forms; applications,,,,,,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511-b03-f151-049,newsletter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511-b03-f151-049.pdf,mg511-b03-f151-049.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511-b03-f151-049.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511-b03-f151-049_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511-b03-f151-049_th.jpg
ictws_0626,"Idaho Wildlifer: A Publication of the Idaho Chapter of the Wildlife Society, Volume 80 No.3",Idaho Chapter of the Wildlife Society,,1980-08,August 1980,,"An Idaho Wildlifer publication on environmental actions, meetings, membership dues and application form.",publications; environment; meetings; memberships; fees; applications,,,,,,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511-b03-f151-050,newsletter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511-b03-f151-050.pdf,mg511-b03-f151-050.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511-b03-f151-050.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511-b03-f151-050_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511-b03-f151-050_th.jpg
ictws_0627,"Idaho Wildlifer: A Publication of the Idaho Chapter of the Wildlife Society, Volume 81 No.1",Idaho Chapter of the Wildlife Society,,1981-01,January 1981,,"An Idaho Wildlifer publication on legislative actions, membership dues and application, an ICTWS belt buckle sale, awards, and a ICTWS member nomination form.",publications; legislation; memberships; dues; fees; applications; awards; nominations; sales; belt buckles,,,,,,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511-b03-f151-051,newsletter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511-b03-f151-051.pdf,mg511-b03-f151-051.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511-b03-f151-051.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511-b03-f151-051_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511-b03-f151-051_th.jpg
ictws_0628,"Idaho Wildlifer: A Publication of the Idaho Chapter of the Wildlife Society, Volume 81 No.2",Idaho Chapter of the Wildlife Society,"Gore, Jay",1981-02,February 1981,,"An Idaho Wildlifer publication on environmental issues, politicians, committees, wildlife, and a petition template.",publications; environment; issues; politicians; committees; wildlife; petitions; templates,"Boise, Idaho",Ada County,10658 Winterhawk,43.5736581,-116.3151735,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511-b03-f151-052,newsletter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511-b03-f151-052.pdf,mg511-b03-f151-052.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511-b03-f151-052.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511-b03-f151-052_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511-b03-f151-052_th.jpg
ictws_0629,"Idaho Wildlifer: A Publication of the Idaho Chapter of the Wildlife Society, Volume 81 No.3",Idaho Chapter of the Wildlife Society,,1981-03,March 1981,,"An Idaho Wildlifer publication on the ICTWS annual meeting, proceedings, senate committees, and subcommittees.",publications; meetings; government; committees,,,,,,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511-b03-f151-053,newsletter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511-b03-f151-053.pdf,mg511-b03-f151-053.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511-b03-f151-053.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511-b03-f151-053_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511-b03-f151-053_th.jpg
ictws_0630,"Idaho Wildlifer: A Publication of the Idaho Chapter of the Wildlife Society, Volume 81 No.4","Idaho Chapter of the Wildlife Society; Poole, Daniel A.","Hornocker, Maurice G.",1981-06,1981 June; 22 April 1981,,"An Idaho Wildlifer publication on conservation issues, chapter honors, committees, memberships, parties, meeting minutes, and a letter from Daniel A. Poole.",publications; conservation; issues; organizations; committees; memberships; parties; meetings; letters (correspondence),"Moscow, Idaho",Latah County,"College of Forestry, Wildlife and Range Sciences, University of Idaho",46.73213215,-116.9995097,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511-b03-f151-054,newsletter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511-b03-f151-054.pdf,mg511-b03-f151-054.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511-b03-f151-054.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511-b03-f151-054_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511-b03-f151-054_th.jpg
ictws_0631,"Idaho Wildlifer: A Publication of the Idaho Chapter of the Wildlife Society, Volume 81 No.5",Idaho Chapter of the Wildlife Society,,1981-11,November 1981,,"An Idaho Wildlifer publication on outdoor ethics, ICTWS election candidates, awards, ICTWS item sales, nominee form, and a ICTWS election ballot.",publications; ethics; elections; candidates; awards; items; sales; forms; ballots; organizations,,,,,,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511-b03-f151-055,newsletter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511-b03-f151-055.pdf,mg511-b03-f151-055.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511-b03-f151-055.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511-b03-f151-055_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511-b03-f151-055_th.jpg
ictws_0632,"ICTWS Newsletter, Number 35, November","Idaho Chapter of the Wildlife Society; Leege, Thomas A.","McKlevey, V.E.",1976-11,November 1976; 30 September 1976,,"An ICTWS newsletter on an annual meeting, call for papers, awards, resolutions and positions statements. The newsletter also includes a mailing list update, a position statement on the ""Proposed Domestic Livestock Grazing Program for the Challis Planning Unit."" In addition, there is a letter from Thomas A. Leege on the proposal ""Development of Phosphate Resources in Southeastern Idaho.""",newsletters; meetings; awards; statements; livestock; animals; mail; letters (correspondence),"Reston, Virginia",,U.S. Geological Survey Bureau National Center,38.9476182,-77.36745561,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511-b03-f152-001,newsletter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511-b03-f152-001.pdf,mg511-b03-f152-001.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511-b03-f152-001.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511-b03-f152-001_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511-b03-f152-001_th.jpg
ictws_0633,"ICTWS Newsletter, Number 35, December",Idaho Chapter of the Wildlife Society,,1976-12,December 1976,,"An ICTWS newsletter on the preliminary program for the annual meeting in january, and including information on registration, fees, reservations, and a pre-registration and fees form.",newsletters; programs; agendas (administrative records); meetings; registrations; fees; forms,,,,,,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511-b03-f152-002,newsletter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511-b03-f152-002.pdf,mg511-b03-f152-002.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511-b03-f152-002.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511-b03-f152-002_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511-b03-f152-002_th.jpg
ictws_0634,"ICTWS Newsletter, Number 37","Idaho Chapter of the Wildlife Society; Peterson, Steven R.; McNeill, Gary R.; Naderman, Justin F.","Leege, Tom; McNeill, Gary R.",1977-06,June 1977,,"An ICTWS newsletter on past organization actions, proposed resolutions, and several letters. Individual letters are from Steven R. Peterson, Gary R. McNeill, and Justin F. Naderman.",newsletters; organizations; resolutions; letters (correspondence),,,,,,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511-b03-f152-003,newsletter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511-b03-f152-003.pdf,mg511-b03-f152-003.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511-b03-f152-003.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511-b03-f152-003_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511-b03-f152-003_th.jpg
ictws_0635,"ICTWS Newsletter, Number 39",Idaho Chapter of the Wildlife Society,,1978-01,January 1978,,"An ICTWS newsletter on election results, annual meeting updates, and a list of committee chairpersons.",newsletters; elections; meetings; committees,,,,,,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511-b03-f152-004,newsletter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511-b03-f152-004.pdf,mg511-b03-f152-004.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511-b03-f152-004.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511-b03-f152-004_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511-b03-f152-004_th.jpg
ictws_0636,Idaho Wildlifer: A Publication of the Idaho Chapter of the Wildlife Society 1978,"Idaho Chapter of the Wildlife Society; Nee, James; Carrier, Dean","Naderman, Justin F.",1978-05-02,02 May 1978,,"An Idaho Wildlifer publication on ICTWS proceedings, events, and committees. The document also includes a proposed amendment on the Idaho Chapter The Wildlife Society Bylaws, and a letter to friends and associates of Elmer Norberg about his death and association with ICTWS.",publications; events; committees; proposals; amendments (administrative records); organization laws; memorials; death,"Lubbock, Texas",,"Dept. of Range & Wildlife Mgmt., Texas Tech University",33.58478456,-101.874659,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511-b03-f152-005,newsletter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511-b03-f152-005.pdf,mg511-b03-f152-005.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511-b03-f152-005.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511-b03-f152-005_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511-b03-f152-005_th.jpg
ictws_0637,"Idaho Wildlifer: A Publication of the Idaho Chapter of the Wildlife Society, March 1979","Idaho Chapter of the Wildlife Society; Carrier, Dean","Naderman, Justin F.",1979-03-17,17 March 1979,,"An Idaho Wildlifer publication on awards, lists, membership dues, Norberg memorial fund, paper abstract, and annual, business and northwest section meetings.",publications; meetings; awards; lists; memorials; funds; membership fees,"Lubbock, Texas",,"Texas Tech University, Range & Wildlife Management",33.58478456,-101.874659,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511-b03-f152-006,newsletter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511-b03-f152-006.pdf,mg511-b03-f152-006.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511-b03-f152-006.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511-b03-f152-006_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511-b03-f152-006_th.jpg
ictws_0638,"Idaho Wildlifer: A Publication of the Idaho Chapter of the Wildlife Society, November 1979","Idaho Chapter of the Wildlife Society; Carrier, Dean","Naderman, Justin F.",1979-11-01,01 November 1979,,"An Idaho Wildlifer publication on an annual meeting, dues, beer & bacon bust, certification, belt buckles, awards, and an ICTWS nomination form for them Professional Wildlifer Award.",publications; meetings; membership dues; events; awards; sales; forms,"Corvallis, Oregon",,"Rangeland Resources, Oregon State University",44.56714238,-123.2835444,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511-b03-f152-007,newsletter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511-b03-f152-007.pdf,mg511-b03-f152-007.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511-b03-f152-007.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511-b03-f152-007_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511-b03-f152-007_th.jpg
ictws_0639,Idaho Wildlifer: A Publication of the Idaho Chapter of the Wildlife Society 1980,"Idaho Chapter of the Wildlife Society; Carrier, Dean","Naderman, Justin F.",1980-01-25,25 January 1980; 26 January 1980,,"An Idaho Wildlifer publication on a workshop on raptors and energy developments. Topics included are raptor electrocutions, artificial nest structures and more.",publications; workshops; raptors; birds (animals); topics; electricity; electrocution; energy,"Corvallis, Oregon",,"Oregon State University, Rangeland Resources Program",44.56714238,-123.2835444,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511-b03-f152-008,newsletter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511-b03-f152-008.pdf,mg511-b03-f152-008.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511-b03-f152-008.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511-b03-f152-008_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511-b03-f152-008_th.jpg
ictws_0640,"Idaho Wildlifer: A Publication of the Idaho Chapter of the Wildlife Society, January 1981","Idaho Chapter of the Wildlife Society; Gore, James F.","Naderman, Justin F.",1981-01,January 1981,,"An Idaho Wildlifer publication, no. 1 of volume 81, on legislative actions, membership dues, belt buckle sales, applications, awards, meetings, and an ICTWS nomination form for them Professional Wildlifer Award.",publications; volumes; legislation; membership dues; sales; application forms; nominations; meetings; awards; meetings,"Corvallis, Oregon",,"Oregon State University, Rangeland Resources Program",44.56714238,-123.2835444,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511-b03-f152-009,newsletter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511-b03-f152-009.pdf,mg511-b03-f152-009.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511-b03-f152-009.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511-b03-f152-009_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511-b03-f152-009_th.jpg
ictws_0641,Idaho Wildlifer: A Publication of the Idaho Chapter of the Wildlife Society 1980,"Idaho Chapter of the Wildlife Society; Gore, James F.","Naderman, Justin F.",1980-08,August 1980,,"An Idaho Wildlifer publication, no. 2 of volume 80, on environmental actions, meetings, problems, membership renewals and breakdown.",publications; volumes; environment; meetings; issues; memberships,"Corvallis, Oregon",,"Oregon State University, Rangeland Resources Program",44.56714238,-123.2835444,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511-b03-f152-010,newsletter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511-b03-f152-010.pdf,mg511-b03-f152-010.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511-b03-f152-010.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511-b03-f152-010_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511-b03-f152-010_th.jpg
