objectid,title,creator,date,archival_date,description,image_alt_text,subject,location,series,source,identifier,type,format,finding_aid,language,rights,rightsstatement,filename_original,filename,display_template,object_location,image_small,image_thumb
engrir259,Idaho Asphalt Conference Program 2016,"Colberg, Patricia;Epps-Martin, Amy;DeVol, Joe;White, George;McKee, Mike;Kassem, Emad;Jones, Wayne;Ibrahim, Ahmed;Johnson, Dave",2016,2016-10-27,Program for the 56th Annual Idaho Asphalt Conference,,asphalt; conferences,"Moscow, Idaho",Idaho Asphalt Conference,,idaho-asphalt-conference-2016,Text,application/pdf,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,idaho-asphalt-conference-2016.pdf,pdf,https://objects.lib.uidaho.edu/engrir/idaho-asphalt-conference-2016.pdf,https://objects.lib.uidaho.edu/engrir/small/idaho-asphalt-conference-2016_sm.jpg,https://objects.lib.uidaho.edu/engrir/thumbs/idaho-asphalt-conference-2016_th.jpg
engrir260,Idaho Asphalt Conference Program 2017,"Pierce, Linda;Zaharewicz, Jeffrey A.;Rosales, Alejandro;Van de Bogert, Stephen;Klentzman, Rex;Mishra, Deb;Mansell, Todd;Johnson, Dave",2017,2017-10-26,Program for the 57th Annual Idaho Asphalt Conference,,asphalt; conferences,"Moscow, Idaho",Idaho Asphalt Conference,,idaho-asphalt-conference-2017,Text,application/pdf,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,idaho-asphalt-conference-2017.pdf,pdf,https://objects.lib.uidaho.edu/engrir/idaho-asphalt-conference-2017.pdf,https://objects.lib.uidaho.edu/engrir/small/idaho-asphalt-conference-2017_sm.jpg,https://objects.lib.uidaho.edu/engrir/thumbs/idaho-asphalt-conference-2017_th.jpg
engrir261,Idaho Asphalt Conference Program 2018,"McCarthy, Leslie;Huber, Gerry;Blow, Mark;Giessel, Rich;Chatfield, Megan;Sharma, Sunil",2018,2018-10-25,Program for the 58th Annual Idaho Asphalt Conference,,asphalt; conferences,"Moscow, Idaho",Idaho Asphalt Conference,,idaho-asphalt-conference-2018,Text,application/pdf,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,idaho-asphalt-conference-2018.pdf,pdf,https://objects.lib.uidaho.edu/engrir/idaho-asphalt-conference-2018.pdf,https://objects.lib.uidaho.edu/engrir/small/idaho-asphalt-conference-2018_sm.jpg,https://objects.lib.uidaho.edu/engrir/thumbs/idaho-asphalt-conference-2018_th.jpg
engrir262,Idaho Asphalt Conference Program 2019,"Scullion, Tom;Poorbaugh, James;Boswell, Melynda;Kassem, Emad;Alkuime, Hamza;DeVol, Joe;Bussert, Kevin;Rabine, Jordan;Olsen, Doug;Thompson, Rod;Bayomy, Fouad",2019,2019-10-24,Program for the 59th Annual Idaho Asphalt Conference,,asphalt; conferences,"Moscow, Idaho",Idaho Asphalt Conference,,idaho-asphalt-conference-2019,Text,application/pdf,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,idaho-asphalt-conference-2019.pdf,pdf,https://objects.lib.uidaho.edu/engrir/idaho-asphalt-conference-2019.pdf,https://objects.lib.uidaho.edu/engrir/small/idaho-asphalt-conference-2019_sm.jpg,https://objects.lib.uidaho.edu/engrir/thumbs/idaho-asphalt-conference-2019_th.jpg
engrir263,Idaho Asphalt Conference Program 2020,"Buchanan, Shane;Huber, Gerry;Hefel, Steven;Clark, Trenton;Anderson, Mike;Murphy, Timothy",2020,2020-10-22,Program for the 60th Annual Idaho Asphalt Conference,,asphalt; conferences,,Idaho Asphalt Conference,,idaho-asphalt-conference-2020,Text,application/pdf,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,idaho-asphalt-conference-2020.pdf,pdf,https://objects.lib.uidaho.edu/engrir/idaho-asphalt-conference-2020.pdf,https://objects.lib.uidaho.edu/engrir/small/idaho-asphalt-conference-2020_sm.jpg,https://objects.lib.uidaho.edu/engrir/thumbs/idaho-asphalt-conference-2020_th.jpg
engrir264,Idaho Asphalt Conference Program 2021,"Johnson, Dave;Mansell, Dave;Kassem, Emad;Willis, Richard;Arambarri, John;Anderson, Mike;Jones, Dave;Vargas, Adrian",2021,2021-10-28,Program for the 61st Annual Idaho Asphalt Conference,,asphalt; conferences,"Moscow, Idaho",Idaho Asphalt Conference,,idaho-asphalt-conference-2021,Text,application/pdf,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,idaho-asphalt-conference-2021.pdf,pdf,https://objects.lib.uidaho.edu/engrir/idaho-asphalt-conference-2021.pdf,https://objects.lib.uidaho.edu/engrir/small/idaho-asphalt-conference-2021_sm.jpg,https://objects.lib.uidaho.edu/engrir/thumbs/idaho-asphalt-conference-2021_th.jpg
engrir265,Idaho Asphalt Conference Program 2022,"Kassem, Emad;Long, Suzanna;Anderson, Howard;Dastrup, Jared;Kirkman, Tom;Yerger, Miles;Johnson, Dave;Zahrn, Tim;Daranga, Codrin;Powell, Buzz",2022,2022-10-27,Program for the 62nd Annual Idaho Asphalt Conference,,asphalt; conferences,"Moscow, Idaho",Idaho Asphalt Conference,,idaho-asphalt-conference-2022,Text,application/pdf,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,idaho-asphalt-conference-2022.pdf,pdf,https://objects.lib.uidaho.edu/engrir/idaho-asphalt-conference-2022.pdf,https://objects.lib.uidaho.edu/engrir/small/idaho-asphalt-conference-2022_sm.jpg,https://objects.lib.uidaho.edu/engrir/thumbs/idaho-asphalt-conference-2022_th.jpg
engrir266,Idaho Asphalt Conference Program 2023,"Kassem, Emad;Potirniche, Gabriel;Quire, Scott;Murphy, Tim;Al Hatailah, Hussain;Anderson, Mike;Arambarri, John;Johnson, Dave;Welch, Jarrett;Olsen; Doug",2023,2023-10-25,Program for the 63rd Annual Idaho Asphalt Conference,,asphalt; conferences,"Moscow, Idaho",Idaho Asphalt Conference,,idaho-asphalt-conference-2023,Text,application/pdf,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,idaho-asphalt-conference-2023.pdf,pdf,https://objects.lib.uidaho.edu/engrir/idaho-asphalt-conference-2023.pdf,https://objects.lib.uidaho.edu/engrir/small/idaho-asphalt-conference-2023_sm.jpg,https://objects.lib.uidaho.edu/engrir/thumbs/idaho-asphalt-conference-2023_th.jpg
engrir267,Idaho Asphalt Conference Program 2024,"Dmytrow, Scott;Kassem, Emad;Long, Suzanna;Johnson, Dave;Powell, Buzz;Arambarri, John;Allen, Grover;Bhat, Chait;Williams, Brett;Moore, Nathan",2024,2024-10-23,Program for the 64th Annual Idaho Asphalt Conference,,asphalt; conferences,"Moscow, Idaho",Idaho Asphalt Conference,,idaho-asphalt-conference-2024,Text,application/pdf,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,idaho-asphalt-conference-2024.pdf,pdf,https://objects.lib.uidaho.edu/engrir/idaho-asphalt-conference-2024.pdf,https://objects.lib.uidaho.edu/engrir/small/idaho-asphalt-conference-2024_sm.jpg,https://objects.lib.uidaho.edu/engrir/thumbs/idaho-asphalt-conference-2024_th.jpg
engrir268,Idaho Asphalt Conference Program 2025,"Kassem, Emad;Long, Suzanna;Johnson, Dave;Hand, Adam;Hartzog, Zane;Skinner, Mike;Arambarri, John;Vrtis, Michael;Palmer, Tyler M.",2025,2025-10-22,Program for the 65th Annual Idaho Asphalt Conference,,asphalt; conferences,"Moscow, Idaho",Idaho Asphalt Conference,,idaho-asphalt-conference-2025,Text,application/pdf,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,idaho-asphalt-conference-2025.pdf,pdf,https://objects.lib.uidaho.edu/engrir/idaho-asphalt-conference-2025.pdf,https://objects.lib.uidaho.edu/engrir/small/idaho-asphalt-conference-2025_sm.jpg,https://objects.lib.uidaho.edu/engrir/thumbs/idaho-asphalt-conference-2025_th.jpg
engrir269,"Chemical and Biological Engineering Semester Newsletter, Fall 2023",Department of Chemical and Biological Engineering,2023,2023,"Fall 2023 newsletter from the University of Idaho College of Engineering's Department of Chemical and Biological Engineering",,engineering; newsletters; chemical engineers,"Moscow, Idaho",Departmental Newsletters,,chbe-fall-2023-newsletter,Text,application/pdf,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,chbe-fall-2023-newsletter.pdf,chbe-fall-2023-newsletter.pdf,pdf,https://objects.lib.uidaho.edu/engrir/chbe-fall-2023-newsletter.pdf,https://objects.lib.uidaho.edu/engrir/small/chbe-fall-2023-newsletter_sm.jpg,https://objects.lib.uidaho.edu/engrir/thumbs/chbe-fall-2023-newsletter_th.jpg
engrir270,"Chemical and Biological Engineering Semester Newsletter, Fall 2024",Department of Chemical and Biological Engineering,2024,2024,"Fall 2024 newsletter from the University of Idaho College of Engineering's Department of Chemical and Biological Engineering",,engineering; newsletters; chemical engineers,"Moscow, Idaho",Departmental Newsletters,,chbe-fall-24-newsletter,Text,application/pdf,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,chbe-fall-24-newsletter.pdf,chbe-fall-24-newsletter.pdf,pdf,https://objects.lib.uidaho.edu/engrir/chbe-fall-24-newsletter.pdf,https://objects.lib.uidaho.edu/engrir/small/chbe-fall-24-newsletter_sm.jpg,https://objects.lib.uidaho.edu/engrir/thumbs/chbe-fall-24-newsletter_th.jpg
engrir271,"Chemical and Biological Engineering Semester Newsletter, Spring 2022",Department of Chemical and Biological Engineering,2022,2022,Spring 2022 newsletter from the University of Idaho College of Engineering's Department of Chemical and Biological Engineering,,engineering; newsletters; chemical engineers,"Moscow, Idaho",Departmental Newsletters,,chbe-newsletter-2022,Text,application/pdf,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,chbe-newsletter-2022.pdf,chbe-newsletter-2022.pdf,pdf,https://objects.lib.uidaho.edu/engrir/chbe-newsletter-2022.pdf,https://objects.lib.uidaho.edu/engrir/small/chbe-newsletter-2022_sm.jpg,https://objects.lib.uidaho.edu/engrir/thumbs/chbe-newsletter-2022_th.jpg
engrir272,"Chemical and Biological Engineering Semester Newsletter, Fall 2022",Department of Chemical and Biological Engineering,2022,2022,"Fall 2022 newsletter from the University of Idaho College of Engineering's Department of Chemical and Biological Engineering",,engineering; newsletters; chemical engineers,"Moscow, Idaho",Departmental Newsletters,,chbe-newsletter-fall-2022,Text,application/pdf,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,chbe-newsletter-fall-2022.pdf,chbe-newsletter-fall-2022.pdf,pdf,https://objects.lib.uidaho.edu/engrir/chbe-newsletter-fall-2022.pdf,https://objects.lib.uidaho.edu/engrir/small/chbe-newsletter-fall-2022_sm.jpg,https://objects.lib.uidaho.edu/engrir/thumbs/chbe-newsletter-fall-2022_th.jpg
engrir273,"Chemical and Biological Engineering Semester Newsletter, Spring 2023",Department of Chemical and Biological Engineering,2023,2023,"Spring 2023 newsletter from the University of Idaho College of Engineering's Department of Chemical and Biological Engineering",,engineering; newsletters; chemical engineers,"Moscow, Idaho",Departmental Newsletters,,chbe-newsletter-spring-2023,Text,application/pdf,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,chbe-newsletter-spring-2023.pdf,chbe-newsletter-spring-2023.pdf,pdf,https://objects.lib.uidaho.edu/engrir/chbe-newsletter-spring-2023.pdf,https://objects.lib.uidaho.edu/engrir/small/chbe-newsletter-spring-2023_sm.jpg,https://objects.lib.uidaho.edu/engrir/thumbs/chbe-newsletter-spring-2023_th.jpg
engrir274,"Chemical and Biological Engineering Semester Newsletter, Spring 2024",Department of Chemical and Biological Engineering,2024,2024,"Spring 2024 newsletter from the University of Idaho College of Engineering's Department of Chemical and Biological Engineering",,engineering; newsletters; chemical engineers,"Moscow, Idaho",Departmental Newsletters,,chbe-newsletter-spring-2024,Text,application/pdf,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,chbe-newsletter-spring-2024.pdf,chbe-newsletter-spring-2024.pdf,pdf,https://objects.lib.uidaho.edu/engrir/chbe-newsletter-spring-2024.pdf,https://objects.lib.uidaho.edu/engrir/small/chbe-newsletter-spring-2024_sm.jpg,https://objects.lib.uidaho.edu/engrir/thumbs/chbe-newsletter-spring-2024_th.jpg
engrir275,"Chemical and Biological Engineering Semester Newsletter, Fall 2021",Department of Chemical and Biological Engineering,2021,2021,"Fall 2021 newsletter from the University of Idaho College of Engineering's Department of Chemical and Biological Engineering",,engineering; newsletters; chemical engineers,"Moscow, Idaho",Departmental Newsletters,,chembioe-newsletter-2021,Text,application/pdf,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,chembioe-newsletter-2021.pdf,chembioe-newsletter-2021.pdf,pdf,https://objects.lib.uidaho.edu/engrir/chembioe-newsletter-2021.pdf,https://objects.lib.uidaho.edu/engrir/small/chembioe-newsletter-2021_sm.jpg,https://objects.lib.uidaho.edu/engrir/thumbs/chembioe-newsletter-2021_th.jpg
engrir276,"Computer Science newsletter, Fall 2024",Department of Computer Science,2024,2024,Fall 2024 newsletter from the University of Idaho College of Engineering's Department of Computer Science,,engineering; computer science; newsletters,"Moscow, Idaho",Departmental Newsletters,,fall-24-cs-newsletter,Text,application/pdf,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,fall-24-cs-newsletter.pdf,fall-24-cs-newsletter.pdf,pdf,https://objects.lib.uidaho.edu/engrir/fall-24-cs-newsletter.pdf,https://objects.lib.uidaho.edu/engrir/small/fall-24-cs-newsletter_sm.jpg,https://objects.lib.uidaho.edu/engrir/thumbs/fall-24-cs-newsletter_th.jpg
engrir277,"Mechanical Engineering News, Fall 2016",Department of Mechanical Engineering,2016,2016,Fall 2016 newsletter from the University of Idaho College of Engineering's Department of Mechanical Engineering,,mechanical engineers; newsletters; engineering,"Moscow, Idaho",Departmental Newsletters,,me-newsletter-2016-fall,Text,application/pdf,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,me-newsletter-2016-fall.pdf,me-newsletter-2016-fall.pdf,pdf,https://objects.lib.uidaho.edu/engrir/me-newsletter-2016-fall.pdf,https://objects.lib.uidaho.edu/engrir/small/me-newsletter-2016-fall_sm.jpg,https://objects.lib.uidaho.edu/engrir/thumbs/me-newsletter-2016-fall_th.jpg
engrir278,"Mechanical Engineering News, Spring 2016",Department of Mechanical Engineering,2016,2016,Spring 2016 newsletter from the University of Idaho College of Engineering's Department of Mechanical Engineering,,mechanical engineers; newsletters; engineering,"Moscow, Idaho",Departmental Newsletters,,me-newsletter-2016-spring,Text,application/pdf,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,me-newsletter-2016-spring.pdf,me-newsletter-2016-spring.pdf,pdf,https://objects.lib.uidaho.edu/engrir/me-newsletter-2016-spring.pdf,https://objects.lib.uidaho.edu/engrir/small/me-newsletter-2016-spring_sm.jpg,https://objects.lib.uidaho.edu/engrir/thumbs/me-newsletter-2016-spring_th.jpg
engrir279,"Mechanical Engineering News, Fall 2017",Department of Mechanical Engineering,2017,2017,Fall 2017 newsletter from the University of Idaho College of Engineering's Department of Mechanical Engineering,,mechanical engineers; newsletters; engineering,"Moscow, Idaho",Departmental Newsletters,,me-newsletter-2017-fall,Text,application/pdf,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,me-newsletter-2017-fall.pdf,me-newsletter-2017-fall.pdf,pdf,https://objects.lib.uidaho.edu/engrir/me-newsletter-2017-fall.pdf,https://objects.lib.uidaho.edu/engrir/small/me-newsletter-2017-fall_sm.jpg,https://objects.lib.uidaho.edu/engrir/thumbs/me-newsletter-2017-fall_th.jpg
engrir280,"Mechanical Engineering News, Spring 2017",Department of Mechanical Engineering,2017,2017,Spring 2017 newsletter from the University of Idaho College of Engineering's Department of Mechanical Engineering,,mechanical engineers; newsletters; engineering,"Moscow, Idaho",Departmental Newsletters,,me-newsletter-2017-spring,Text,application/pdf,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,me-newsletter-2017-spring.pdf,me-newsletter-2017-spring.pdf,pdf,https://objects.lib.uidaho.edu/engrir/me-newsletter-2017-spring.pdf,https://objects.lib.uidaho.edu/engrir/small/me-newsletter-2017-spring_sm.jpg,https://objects.lib.uidaho.edu/engrir/thumbs/me-newsletter-2017-spring_th.jpg
engrir281,"Mechanical Engineering News, Fall 2018",Department of Mechanical Engineering,2018,2018,Fall 2018 newsletter from the University of Idaho College of Engineering's Department of Mechanical Engineering,,mechanical engineers; newsletters; engineering,"Moscow, Idaho",Departmental Newsletters,,me-newsletter-2018-fall,Text,application/pdf,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,me-newsletter-2018-fall.pdf,me-newsletter-2018-fall.pdf,pdf,https://objects.lib.uidaho.edu/engrir/me-newsletter-2018-fall.pdf,https://objects.lib.uidaho.edu/engrir/small/me-newsletter-2018-fall_sm.jpg,https://objects.lib.uidaho.edu/engrir/thumbs/me-newsletter-2018-fall_th.jpg
engrir282,"Mechanical Engineering News, Spring 2018",Department of Mechanical Engineering,2018,2018,Spring 2018 newsletter from the University of Idaho College of Engineering's Department of Mechanical Engineering,,mechanical engineers; newsletters; engineering,"Moscow, Idaho",Departmental Newsletters,,me-newsletter-2018-spring,Text,application/pdf,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,me-newsletter-2018-spring.pdf,me-newsletter-2018-spring.pdf,pdf,https://objects.lib.uidaho.edu/engrir/me-newsletter-2018-spring.pdf,https://objects.lib.uidaho.edu/engrir/small/me-newsletter-2018-spring_sm.jpg,https://objects.lib.uidaho.edu/engrir/thumbs/me-newsletter-2018-spring_th.jpg
engrir283,"Mechanical Engineering News, Fall 2019",Department of Mechanical Engineering,2019,2019,Fall 2019 newsletter from the University of Idaho College of Engineering's Department of Mechanical Engineering,,mechanical engineers; newsletters; engineering,"Moscow, Idaho",Departmental Newsletters,,me-newsletter-2019-fall,Text,application/pdf,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,me-newsletter-2019-fall.pdf,me-newsletter-2019-fall.pdf,pdf,https://objects.lib.uidaho.edu/engrir/me-newsletter-2019-fall.pdf,https://objects.lib.uidaho.edu/engrir/small/me-newsletter-2019-fall_sm.jpg,https://objects.lib.uidaho.edu/engrir/thumbs/me-newsletter-2019-fall_th.jpg
engrir284,"Mechanical Engineering News, Spring 2019",Department of Mechanical Engineering,2019,2019,Spring 2019 newsletter from the University of Idaho College of Engineering's Department of Mechanical Engineering,,mechanical engineers; newsletters; engineering,"Moscow, Idaho",Departmental Newsletters,,me-newsletter-2019-spring,Text,application/pdf,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,me-newsletter-2019-spring.pdf,me-newsletter-2019-spring.pdf,pdf,https://objects.lib.uidaho.edu/engrir/me-newsletter-2019-spring.pdf,https://objects.lib.uidaho.edu/engrir/small/me-newsletter-2019-spring_sm.jpg,https://objects.lib.uidaho.edu/engrir/thumbs/me-newsletter-2019-spring_th.jpg
engrir285,"Mechanical Engineering News, Fall 2020",Department of Mechanical Engineering,2020,2020,Fall 2020 newsletter from the University of Idaho College of Engineering's Department of Mechanical Engineering,,mechanical engineers; newsletters; engineering,"Moscow, Idaho",Departmental Newsletters,,me-newsletter-2020-fall,Text,application/pdf,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,me-newsletter-2020-fall.pdf,me-newsletter-2020-fall.pdf,pdf,https://objects.lib.uidaho.edu/engrir/me-newsletter-2020-fall.pdf,https://objects.lib.uidaho.edu/engrir/small/me-newsletter-2020-fall_sm.jpg,https://objects.lib.uidaho.edu/engrir/thumbs/me-newsletter-2020-fall_th.jpg
engrir286,"Mechanical Engineering News, Summer 2020",Department of Mechanical Engineering,2020,2020,Summer 2020 newsletter from the University of Idaho College of Engineering's Department of Mechanical Engineering,,mechanical engineers; newsletters; engineering,"Moscow, Idaho",Departmental Newsletters,,me-newsletter-2020-summer,Text,application/pdf,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,me-newsletter-2020-summer.pdf,me-newsletter-2020-summer.pdf,pdf,https://objects.lib.uidaho.edu/engrir/me-newsletter-2020-summer.pdf,https://objects.lib.uidaho.edu/engrir/small/me-newsletter-2020-summer_sm.jpg,https://objects.lib.uidaho.edu/engrir/thumbs/me-newsletter-2020-summer_th.jpg
