objectid,title,creator,date,document_type,description,subject,uief_unit,location,latitude,longitude,section,township,range,stand_number,publisher,department,source,catalog_link,call_number,identifier,rights,rightsstatement,type,format,language,notes,filename,display_template,object_location,image_small,image_thumb
uief_0230,Relationship of Dirigent Protein and 18s RNA Transcript Localization to Heartwood Formation in Western Red Cedar,"Patten, Ann M.; Davin, Laurence B.; Lewis, Norman G.",2008-12,Research Article,"Western red cedar (Thuja plicata) heartwood contains abundant amounts of structurally complex plicatic acid-derived lignans that help confer protective properties and longevity to this tissue type. Although the lignan biochemical entry point is dirigent protein-mediated, the formation of heartwood and its associated lignans in some species remains poorly understood due to technical difficulties of working with the former. To begin to address such questions, this study therefore focused on the anatomical localization of dirigent protein and 18s rRNA (control) gene transcripts within recalcitrant woody tissues, including heartwood.",UIEF; thuja plicata; heartwood formation; lignin; tissue type; heartwood formation; recalcitrant woody tissues; hybridization; forest ecology,,UIEF,46.869607,-116.733856,,,,,Science Direct,"Forest, Rangeland, and Fire Sciences",,,,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,,en,Access issues,,record,https://doi.org/10.1016/j.phytochem.2008.06.020,,
uief_0231,Multi-Spatial Analysis of Forest Residue Utilization for Bioenergy,"Jacobson, Ryan A.; Keefe, Robert F.; Smith, Alistair M.S.; Metlen, Scott; Saul, Darin A.; Newman, Soren M.; Laninga, Tamara J.; Inman, Daniel",2016-06-17,Research Article,"The alternative energy sector is expanding quickly in the USA since passage of the Energy Policy Act of 2005 and the Energy Independence and Security Act of 2007. Increased interest in wood-based bioenergy has led to the need for robust modeling methods to analyze woody biomass operations at landscape scales. However, analyzing woody biomass operations in regions like the US Inland Northwest is difficult due to highly variable terrain and wood characteristics. We developed the Forest Residue Economic Assessment Model (FREAM) to better integrate with Geographical Information Systems and overcome analytical modeling limitations. FREAM analyzes wood-based bioenergy logistics systems and provides a modeling platform that can be readily modified to analyze additional study locations. We evaluated three scenarios to test the FREAM’s utility: a local-scale scenario in which a catalytic pyrolysis process produces gasoline from 181 437 Mg yr−1 of forest residues, a regional-scale scenario that assumes a biochemical process to create aviation fuel from 725 748 Mg yr−1 of forest residues, and an international scenario that assumes a pellet mill producing pellets for international markets from 272 155 Mg yr−1 of forest residues. The local scenario produced gasoline for a modeled cost of $22.33 GJ−1*, the regional scenario produced aviation fuel for a modeled cost of $35.83 GJ−1 and the international scenario produced pellets for a modeled cost of $10.51 GJ−1. Results show that incorporating input from knowledgeable stakeholders in the designing of a model yields positive results.",UIEF; bioenergy; woody biomass operations; Inland Northwest; GIS; FREAM; Forest Residue Economic Assessment Model; forest residue; forest products,,UIEF,46.869607,-116.733856,,,,,Wiley,"Forest, Rangeland, and Fire Sciences",,,,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,,en,Access issues,,record,https://doi.org/10.1002/bbb.1659,,
uief_0232,"Comparative Population Dynamics, Flight Periods, and Volatile Pheromone Attraction of Tragosoma harrisii and Tragosoma soror (Coleoptera: Cerambycidae) in Idaho","Lyons-Yerion, Claudia D.; Cook, Stephen P.; Williams, Christopher J.; Barbour, James D.",2022-03-01,Research Article,"Pheromone parsimony is widespread within the longhorned beetles (Coleoptera: Cerambycidae), which share a number of highly conserved volatile pheromone motifs. This parsimony reflects their life histories, ecology, and distribution. We conducted field bioassays testing attraction of cerambycids to 12 volatile pheromone lures at sites in both northern and southern Idaho over a period of three years. Our overall goals were to investigate the role of volatile pheromones in the geographic distribution of cerambycid species, interactions within cerambycid communities in reproductive isolation, and to identify attractive pheromones that can be used to develop lures for monitoring cerambycids. This study focused on the genus Tragosoma (subfamily: Prioninae). Trapping results suggested a regional split between populations of T. harrisii LeConte and T. soror Laplante within Idaho, with the more abundant of the two species at our sites being T. harrisii in northern Idaho and T. soror in southern Idaho. We found the flight periods of T. harrisii and T. soror overlapped, suggesting that flight period is not being used by these two species as a mechanism to prevent inter-specific cross-attraction among their populations in Idaho. Our results increase understanding of the ecology of Tragosoma species, and the role of pheromones and flight period phenology in maintaining reproductive isolation, and will aid in development of lures for monitoring cerambycids.",UIEF; entomology; pheromone parsimony; cerambycid attraction; bait trees; flight periods; forest entomology,,UIEF,46.869607,-116.733856,,,,,Northwest Scientific Association,"Forest, Rangeland, and Fire Sciences",,,,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,,en,Access issues,,record,https://doi.org/10.3955/046.095.0204,,
uief_0233,Use of a Ground-Based Scanning LiDAR for Estimation of Biophysical properties of Western Larch (Larix occidentalis),"Clawges, R.; Vierling, L.; Calhoon, M.; Toomy, M.",2007-09-21,Research Article,"Ground‐based laser scanners represent a relatively new technology that promises to enhance the ability to remotely sense biophysical properties of vegetation. In this study, we utilized a commercially available discrete‐return ground‐based laser scanning system to sample properties of western larch (Larix occidentalis) in a northern Idaho forest. Three young trees <5 m in height were scanned before and after leaf abscission in the autumn of 2004. Leaf areas represented by the number of laser returns were estimated by subtracting leaf‐off laser returns from leaf‐on returns. Leaf areas represented by number of laser returns were significantly correlated with manual‐based estimates of leaf area (r 2 = 0.822). Ratios of woody‐to‐total tree area were estimated based on number of laser returns from woody material. Ratios of woody‐to‐total area ranged from 0.24 to 0.58 for nine one‐metre sections of tree for which estimates were made. Ratios of woody‐to‐total area were also estimated using intensity of laser returns and fell near the range of estimates made using the number of laser returns. Improved estimation of leaf area, woody‐to‐total area ratios, and other biophysical parameters using ground‐based laser scanning technology may be possible with a careful consideration of instrument specifications and sampling design.",UIEF; LiDAR; GIS; tree properties; forest properties; inventory; leaf area; woody biomass; total biomass; silviculture,,UIEF,46.869607,-116.733856,,,,,Taylor and Francis,"Forest, Rangeland, and Fire Sciences",,,,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,,en,Access issues,,record,https://doi.org/10.1080/01431160701243460,,
uief_0234,"Toxicity to Douglas-Fir Tussock Moth and Foliar Concentration of Individual Monoterpenes in Douglas-Fir Following Fertilization in Thinned Stands","Lockner, Amy D.; Cook, Stephen P.; Kimsey, Mark; McDonald, Armando G.; Shaw, Terry",2020-01-28,Research Article,"Tree susceptibility and suitability for herbivorous insects depends upon a wide array of chemical compounds including potential toxins such as monoterpenes. Silvicultural techniques such as thinning and fertilization may change the concentration of these compounds within tree tissue foliage. The relative toxicities to Douglas-fir tussock moth larvae of five monoterpenes commonly present in host foliage were determined in laboratory assays. Of the five monoterpenes tested, limonene and γ-terpinene were significantly more toxic to the larvae then β-pinene, 3-carene or α-pinene. We also examined the effect of three fertilization treatments applied to previously thinned stands on the concentration of foliar monoterpenes one year following stand thinning. No significant differences were detected among treatments in the concentration of individual or total monoterpenes present in foliage. The effect of stand thinning may have overwhelmed any short-term fertilization impacts.",UIEF; tussock moth; herbivorous insects; monoterpenes; thinning; fertilization; density; foliage monoterpenes; forest entomology,,UIEF,46.869607,-116.733856,,,,,Northwest Scientific Association,"Forest, Rangeland, and Fire Sciences",,,,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,,en,Access issues,,record,https://doi.org/10.3955/046.093.0301,,
uief_0235,"An Architecture for the Management of GIS Data Files","Vert, Gregory; Stock, Molly; Jankowski, Piotr; Gessler, Paul",2008-10-09,Research Article,"Management of GIS data presents unique problems. These include the need to manage a wide range of differing applications ’ data formats, group files into meaningful organizations that are driven by geospatial concerns, provide lineage and version support, provide documentation of the nature of the data and other descriptive information, and keep track of relationships among data files and groups of data files. Current approaches to data management can provide partial solutions to these problems, but none is complete. We have developed a software architecture that addresses all levels of this problem. This architecture centers around a data model that is populated with metadata and extended with fuzzy set theory notation. Fuzzy set theory allowed us to solve data ambiguity problems and to develop an object-oriented framework that served as the basis for a proof-of-concept prototype. In addition, we developed file system organizations, computer network communications strategies and the mechanics of basic system operation so that the architecture provides a blueprint for a new type of software.",UIEF; GIS; data modeling; software architecture; data organization; GIS methods; system organization; data formats; GIS,,UIEF,46.869607,-116.733856,,,,,Wiley,"Forest, Rangeland, and Fire Sciences",,,,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,,en,Access issues,,record,https://doi.org/10.1111/1467-9671.00110,,
uief_0236,Idaho Forestry Best Management Practices: Compilation of Research on Their Effectiveness,"Seyedbagheri, Kathleen A.",1996-10,General Technical Report,"A search was conducted for quantitative Idaho research results on the effectiveness of the Idaho Forest Practices Act rules and regulations pertaining to timber harvest and forest road construction and maintenance. These rules and regulations are designated as the ""best management practices"" for the prevention of nonpoint source pollution from silviculture under provisions of the Federal Clean Water Act. For each practice, the relevant research results are summarized; more general summaries for related groups of practices are also provided.",UIEF; BMPs; best management practices; non-point source pollution; Clean Water Act; forest harvest operations; harvest pollution; fertilizer; agriculture; forest practices; USDA,,UIEF,46.869607,-116.733856,,,,,United States Forest Service,"Forest, Rangeland, and Fire Sciences",,,,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,,en,,,record,https://books.google.com/books?hl=en&lr=&id=Iply4zwFjoQC&oi=fnd&pg=PA3&dq=%22university+of+idaho+experimental+forest%22&ots=l8inqTOIi-&sig=HRYK0L1xeeqHNJPBUd03IBLXdcA#v=onepage&q=%22university%20of%20idaho%20experimental%20forest%22&f=false,,
uief_0237,Nitrogen Concentration in Mountain Pine Beetle Larvae Reflects Nitrogen Status of the Tree Host and Two Fungal Associates,"Cook, Stephen P.; Shirley, Brian M.; Zambino, Paul J.",2010,Research Article,"Individual lodgepole pines (Pinus contorta) were fertilized with urea at nitrogen (N) inputs equivalent to 0, 315, or 630 kg/ha. Four months after application of the fertilizer, inner bark tissue N concentrations were significantly higher in the trees that had received the low dose (315 kg/ha) fertilization treatment than in the control trees; trees that had received the high-dose treatment (630 kg/ha) were intermediate and not significantly different from either of the other treatments. There was a significant positive correlation between N concentration in inner bark tissue and larval mountain pine beetle, Dendroctonus ponderosae (Coleoptera: Curculionidae, Scolytinae). In vitro studies on synthetic growth media examined effects of temperature and N concentration on N concentration of two common fungal associates of the mountain pine beetle (Ophiostoma clavigerum and Ophiostoma montium). Increasing N concentration in growth media signiÞcantly increased fungal N concentrations in both O. clavigerum and O. montium. Furthermore, N concentration was consistently higher in O. clavigerum than in O. montium. Neither species had suficient growth at 30 degrees C, nor did O. clavigerum at 15 degrees C, to test N concentration. However, for O. montium, increasing temperatures decreased fungal N concentrations. There was no correlation between N concentration of O. clavigerum and growth temperature. Potential impacts of ingestion of the fungal species by developing mountain pine beetle larvae-infesting trees under various environmental conditions such as increasing temperatures are discussed.",UIEF; lodgepole pine; pinus contorta; fungal associations; nitrogen; inner bark tissue; symbiotic fungi; Dendroctonus; Ophiostoma; nitrogen fertilization; temperature relationships; forest entomology,,UIEF,46.869607,-116.733856,,,,,Environmental Entomology,"Forest, Rangeland, and Fire Sciences",,,,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,,en,,,record,https://doi.org/10.1603/EN09305,,
uief_0238,"Supercritical Carbon Dioxide Extraction of Southern Pine and Ponderosa Pine","Ritter, David C.; Campbell, Alton G.",2007-06-28,Research Article,"Pine wood and bark were extracted with supercritical (SC) carbon dioxide under various experimental conditions. The extractive yields ranged from 20-60% relative to the total diethyl ether extractive content. The yields were dependent on temperature, pressure, particle size, and fluid to wood ratio. The addition of ethanol to bark particles prior to SC CO2 extraction produced higher yields of extracts relative to extractions without the addition of ethanol. Gas chromatographic (GC) analysis of selected SC carbon dioxide extracts revealed that the concentration of resin acids, as well as the yield of pure abietic acid, increased with temperature at constant pressure. Fatty acids were more soluble in SC carbon dioxide relative to diethyl ether. The concentration of fatty acids in SC carbon dioxide extracts did not appear to follow definite trends. In addition, observation of the wood particles with scanning electron microscope (SEM) revealed that the supercritical extraction process did not appear to significantly alter the wood surface structure.",UIEF; carbon balance; biomass; southern pine; ponderosa pine; scanning electron microscopy; carbon dioxide extraction; forest ecology,,UIEF,46.869607,-116.733856,,,,,Wood and Fiber Science,"Forest, Rangeland, and Fire Sciences",,,,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,,en,,,record,https://wfs.swst.org/index.php/wfs/article/view/301/301,,
uief_0239,CO2 Diffusion in Douglas Fir Bark: Implications for Measuring Woody-Tissue Respiration with Removable Cuvettes,"Cernusak, Lucas A.; McDowell, Nate G.; Marshall, John D.",2000,Book Chapter,"Physiological growth analyses can make significant contributions to sustainable forestry by mechanistically investigating the controls over net primary production in forest ecosystems (Landsberg and Gower, 1997). The success of these analyses relies on accurate measurement of physiological processes. Respiration in the woody tissue of forest trees can consume up to 33% of annual net daytime carbon assimilation (Ryan et al., 1994). Woody-tissue respiration can be measured in situ using removable cuvettes (Ryan, 1990; Sprugel, 1990; Sprugel and Benecke, 1991). However, questions regarding the use of such cuvettes have arisen. For example, it is important that the amount 108of woody-tissue contributing to a measurement is correctly determined, especially when one considers that stand level estimates of woody-tissue respiration are often based on measurements made over just a few square decimeters. The difficulty arises from the gasket material used to seal the cuvettes to tissue sections. Is the respiring tissue volume: (a) the portion between the interior edges of the gaskets, or (b) the portion between the gasket midpoints? The latter volume may exceed the former by more than 15%.",UIEF; physiology; Douglas-fir; pseudotsuga menziesii; respiration; woody tissues; silviculture,,UIEF,46.869607,-116.733856,,,,,Taylor and Francis,"Forest, Rangeland, and Fire Sciences",,,,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,,en,Access issues,,record,https://www.taylorfrancis.com/chapters/edit/10.1201/9781003210641-14/co2-diffusion-douglas-fir-bark-implications-measuring-woody-tissue-respiration-removable-cuvettes-lucas-cernusak-nate-mcdowell-john-marshall,,
uief_0240,A Soil-Site Study for Inland Douglas-fir,"Monserud, Robert A.; Moody, Ula; Breuer, David W.",1990-06,Research Article,"A soil-site study was conducted for inland Douglas-fir growing in northern Idaho and north western Montana. The hypothesis was that standard soil survey procedures would provide edaphic data that could predict site index in the absence of site trees. Soil profile descriptions and physical analyses were obtained on 133 plots, along with several physiographic site descriptors. Chemical analyses were performed on soil samples from a third of these plots, and moisture availability was determined on 60% of the plots. Site index was based on felled-tree stem analyses. Elevation was the strongest predictor, accounting for a third of the variation in site index. The addition of habitat type information resulted in a significant improvement (as did longitude and precipitation), but still left over half the variation unexplained. After examining numerous soil properties the standard error could only be reduced 0.3 m, a disappointing result in light of the considerable time and expense necessary for soil sampling. The causes of these low soil–site correlations could not be conclusively determined, but the most likely explanations are (i) that the number of important site factor interactions occurring in this large and complex study area far exceeded the sample size, and (ii) failure to measure the true causes of site productivity.",UIEF; soil-site study; Douglas-fir; pseudotsuga menziesii; soil survey; site index; soil profile; habitat type; soil health; forest health; forest ecology,,UIEF,46.869607,-116.733856,,,,,Canadian Journal of Forest Research,"Forest, Rangeland, and Fire Sciences",,,,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,,en,Access issues,,record,https://doi.org/10.1139/x90-092,,
uief_0241,Storage and Transpiration have Negligible Effects on δ13C of Stem CO2 Efflux in Large Conifer Trees,"Ubierna, Nerea; Kumar, Arjun S.; Cernusak, Lucas A.; Pangle, Robert E.; Gag, Peter J.; Marshall, John D.",2009-12,Research Article,"Stem respiration rates are often quantified by measuring the CO2 efflux from stems into chambers. It has been suggested that these measurements underestimate respiration because some of the respired CO2 can be either retained or transported upwards in the transpiration stream. If the stem CO2 efflux does not represent all respired CO2, then the interpretation of its isotopic signal may be compromised as well. The C-isotope composition of the respired CO2 and the measured efflux could differ due to (i) the release of CO2 produced elsewhere into the stem and transported upwards in xylem water (soil CO2 or root respired CO2); (ii) the retention or release of CO2 storage pools within the tree stem and (iii) the removal of CO2 by the transpiration stream. We investigated the effects of these processes in large conifer trees using two manipulative experiments: a labelling experiment and a crown removal experiment. The labelling experiment used an extreme enrichment of dissolved CO2 in soil water to assess the C uptake by the roots. In this experiment, we found no contamination of the stem CO2 pool despite clear evidence that the water itself had been taken up. The crown removal experiment tested for vertical CO2 flux in xylem water by eliminating transpiration. Here, we found no change in the δ13C of stem CO2 efflux (δEA; P > 0.05). We concluded that for these large conifers, sap-flow influenced neither δ13C of stem efflux nor that of the stem CO2 pool. By parameterizing Henry’s Law for conditions inside the stem, we estimated the transport flux to represent 1–3% of the stem CO2 efflux to the atmosphere. Finally, assuming a 2‰ difference between δ13C of root and stem respiration, we estimated that potential contamination of δEA by root respired CO2 would be < 0.1‰. Thus, neither the release of soil or root CO2, nor storage in the stem, nor vertical transport of CO2 in the xylem sap had any detectable influence on δ13C of the CO2 measured in stem efflux.",UIEF; stem respiration; conifer forests; carbon dioxide efflux; C-isotope composition; carbon pool; soil carbon; forest biology,Big Meadow Creek,UIEF; Big Meadow Creek,46.799488,-116.812869,,,,,Tree Physiology,"Forest, Rangeland, and Fire Sciences",,,,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,,en,,,record,https://doi.org/10.1093/treephys/tpp089,,
uief_0242,Supercritical Methanol Treatment of Wood for Chemical Production,"Soria, Juan Andres",2005-12,Dissertation,"Ponderosa pine wood was solubilized in a single step process using supercritical methanol (SCM). The solubilization of wood was optimized using a response surface method with a central composite design, using as independent variables biomass quantity, the methanol volume fraction (VF) and temperature. The optimal conditions resulting in 98% solubilization were temperature of 500 °C , VF of 0.47. Statistical analysis also shows that temperature, the VF and their interactions had statistical significance in liquefying wood. Based on the optimization study, five treatment regimes were developed to summarize all experimental conditions studied, based on variables temperature (T) and VF, as follows: T235/VF0.46, T235/VF0.59, T367/VF0.52, T500/VF0.46 and T500/VF0.59. Within these ranges, the near optimal conditions were found at T500/VF0.46 with a SCM density of 0.325 g cm'1. After treatment, the reactor mixture was fractionated into solids, methanol solubles and gases. The solid fraction was analyzed by Pyrolysis GCMS and FTIR spectroscopy showing the presence of mainly polysaccharides and a minor amount of lignin. The volatile components of the methanol soluble fraction were analyzed by GCMS showing the presence of extractives, monomeric lignin structures and carbohydrate dehydration and thermal breakdown products. The water soluble non-volatile components in the methanol soluble fraction were analyzed by HPLC and showed presence of disaccharides, monosaccharides, methylglycosides and 1,6 anhydro monosaccharides. The organic soluble non-volatile components were analyzed by GPC which showed the presence of mainly monomeric, oligomeric and polymeric lignin fragments, indicating the validity of the supercritical methanol treatment in breaking down the natural wood polymer matrix into its building block components. Gas analysis showed CO2 as the main component, indicating the thermal degradation of wood. For the optimal SCM wood depolymerization conditions it was found that extractives are readily removed, with lignin polymers undergoing cleavage of the (3-ether bonds and going into solution. As the lignin solubilizes, exposed wood polysaccharides become exposed and can depolymerize and be solubilized in methanol. The process described in this dissertation can be used to identify several species of interest to drive future endeavors in bio-refinery applications, and for finding potential substitutes for chemical commodities currently generated by petroleum resources.",UIEF; supercritical methanol; SCM; ponderosa pine; woody tissues; wood solubilization; forest products,,UIEF,46.869607,-116.733856,,,,,ProQuest Dissertations Publishing,"Forest, Rangeland, and Fire Sciences",,,,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,,en,,,record,https://www.proquest.com/docview/305013491?pq-origsite=gscholar&fromopenview=true,,
uief_0243,"Fire and Land Cover Change in the Palouse Prairie-Forets Ecotone, Washington and Idaho, USA","Morgan, Penelope; Heyerdahl, Emily K.; Strand, Eva K.; Bunting, Stephen C.; Riser, James P. II; Abatzoglou, John T.; Nielsen-Pincus, Max; Johnson, Mara",2020-01-16,Research Article,"Prairie–forest ecotones are ecologically important for biodiversity and ecological processes. While these ecotones cover small areas, their sharp gradients in land cover promote rich ecological interaction and high conservation value. Our objective was to understand how historical and current fire occurrences and human development influenced the Palouse Prairie–forest ecotone. We used General Land Office survey field notes about the occurrence of bearing trees to locate historical (1870s to 1880s) prairie, pine savanna, and forest at the eastern edge of the bioregion. We combined LANDFIRE Existing Vegetation classes to contrast historical land cover with current land cover. We reconstructed historical fire occurrence (1650 to 1900) from fire-scarred trees. We used fire and lightning records from 1992 to 2015 to interpret the role of people and lightning.",UIEF; fire; land cover change; land use change; Palouse Prairie; forest ecotones; biodiversity; ecology; historical fire; fire,,UIEF,46.869607,-116.733856,,,,,Springer Open,"Forest, Rangeland, and Fire Sciences",,,,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,,en,,,record,https://doi.org/10.1186/s42408-019-0061-9,,
uief_0244,"Functional Traits of Pinus ponderosa Coarse Roots in Response to Slope Conditions","Dumroese, R. Kasten; Terzaghi, Mattia; Chiatante, Donato; Scippa, Gabriella S.; Lasserre, Bruno; Montagnoli, Antonio",2019-07-30,Research Article,"We excavated the root systems of Pinus ponderosa trees growing on a steeply sloped, volcanic ash-influenced soil in the northern Rocky Mountains of the United States to assess their functional coarse-root traits and root system architecture. Trees, outplanted as one-year-old seedlings from a container nursery, were in their 32nd growing season on the site. We found that the trees had deployed more roots, in terms of length and volume, in the downslope and windward quadrants than in their upslope and leeward quadrants, likely a response to mechanical forces toward improving stability. Moreover, we observed the development of three types of root cages (tight, enlarged, and diffused) that likely reflect micro-site characteristics. As the cage type transitioned from tight to enlarged to diffused we measured a decrease in the overall volume of the roots associated with the cage and the taproot becoming a more prominent contributor to the overall volume of the cage. Finally, we noted the development of specialty roots, namely those with I-beam and T-beam shapes in cross section, in the downslope quadrant; these types of roots are known to better counteract compression mechanical forces. These observations improve our understanding of root plasticity and tree rooting response to environmental stimuli, which is becoming an increasingly critical topic as changes in climate increase the frequency and intensity of storms.",UIEF; silviculture; root systems; pinus ponderosa; ponderosa pine; slope; root system architecture; growing season; silviculture,,UIEF,46.84224,-116.871035,,,,,Frontiers in Plant Science,"Forest, Rangeland, and Fire Sciences",,,,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,,en,,,record,https://doi.org/10.3389/fpls.2019.00947,,
uief_0245,"Effects of Summer Sheep Grazing on Browse Nutritive Quality in Autumn and Winter","Alpe, Michael J.; Kingery, James L.; Mosley, Jeffrey C.",1999-01,Research Article,"Prescribed livestock grazing in summer may improve the nutritive quality of sutumn and winter browse for wild ungulates. We examined the effects of early-summer versus late-summer sheep grazing on autumn and winter browse quality in northern Idaho. Nutritive quality of 6 shrub species collected in September (autumn) and November (winter) was measured following early-summer (May-June) sheep grazing, late-summer (August) sheep grazing, and no grazing in 1993 and 1994. Shrub samples were analyzed for crude protein (CP), available protein, neutral detergent fiber (NDF), acid detergent fiber (ADF), and acid detergent lignin. Relative to the ungrazed control, early-summer sheep grazing improved both autumn and winter brose quality in redstem ceanothus (Ceanothus sanguineus), ninebark (Phsyocarpus malvaceus), rose (Rosa spp.), and snowberry (Symphoricarpus spp.). Early-summer sheep grazing improved brose quality of thimbleberry (Rubus parciflorus) in autumn but had no effect on its nutritive quality in winter. In contrast, late-summer sheep grazing reduced both autumn and winter brose quality in redstem ceanothus and inebark. Late-summer grazing reduced sutumn browse quality in snowberry and rose but improved browse quality of rose in winter. Scouler willow (Salix sciouleriana) was not readily selected by sheep in either grazing season, whicch explains why the nutritive quality of Scouler willow in autumn and winter was unaffected by the grazing treatments. For most browse species, fiber content in autumn and winter was higher in 1993 than 1994, due to weather conditions. We conclude that prescribed sheep grazing can either improve or reduce autumn and winter browse nutritive quality for wild ungulates, depending on weather conditions and the intensity of sheep browsing. For transitory ranges of the Inland Northwest, we suggest browse quality will likely improve in moderate sheep grazing (40-55% relative utilization) in summer ceases by mid-to late June. Autumn and winter browse quality should be largely unaffected if moderate sheep grazing in summer ceases by mid-August. Browse quality in autumn will probably be lowered if sheep grazing occurs in late August, but moderate sheep grazing in late August will have relatively minor effects on browse quality in winter.",wildlife,Flat Creek,UIEF; Flat Creek,46.851013,-116.724478,,,,,Journal of Wildlife Management,"Forest, Rangeland, and Fire Sciences",,,,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,,en,Access issues,,record,https://doi.org/10.2307/3802518,,
uief_0246,The Relationship of Post-Fire White Ash Cover to Surface Fuel Consumption,"Hudak, Andrew T.; Ottmar, Roger D.; Vihnanek, Robert E.; Brewer, Nolan W.; Smith, Alistair M.S.; Morgan, Penelope",2013-05-16,Research Article,"White ash results from the complete combustion of surface fuels, making it a logically simple retrospective indicator of surface fuel consumption. However, the strength of this relationship has been neither tested nor adequately demonstrated with field measurements. We measured surface fuel loads and cover fractions of white ash and four other surface materials (green vegetation, brown non-photosynthetic vegetation, black char and mineral soil) immediately before and after eight prescribed fires in four disparate fuelbed types: boreal forest floor, mixed conifer woody slash, mixed conifer understorey and longleaf pine understorey. We hypothesised that increased white ash cover should correlate significantly to surface fuel consumption. To test this hypothesis, we correlated field measures of surface fuel consumption with field measures of surface cover change. Across all four fuelbed types, we found increased white ash cover to be the only measure of surface cover change that correlated significantly to surface fuel consumption, supporting our hypothesis. We conclude that white ash load calculated from immediate post-fire measurements of white ash cover, depth and density may provide an even more accurate proxy for surface fuel consumption, and furthermore a more physically based indicator of fire severity that could be incorporated into rapid response, retrospective wildfire assessments.",UIEF; white ash; surface fuels; forest fuels; fuel load; ash cover; surface fuel consumption; wildland fire; land use; land cover change; black char; fire effects; fire severity; fuelbed; prescribed fire; fire,,UIEF,46.869607,-116.733856,,,,,International Journal of Wildland Fire,"Forest, Rangeland, and Fire Sciences",,,,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,,en,Access issues,,record,https://doi.org/10.1071/WF12150,,
uief_0247,Seasonal Comparison of Remotely Sensed Relative Forest Ecosystem T cosystem Temperature Zones With T ones With Topography and F aphy and Forest Biomass in the Clear Springs Wilderness Area of the Shawnee National Forest,"Unger, Daniel",2000,Research Article,"The use of thermal infrared data to delineate seasonal relative forest ecosystem temperature zones as a tool for forest ecological studies was analyzed. Analysis involved: (1) delineating relative seasonal forest ecosystem temperature zones within the Clear Springs Wilderness Area of the Shawnee ~ational Forest using Landsat Thematic Mapper thermal infrared data; and, (2) quantifying the effect of topography and forest biomass on relative forest ecosystem temperature zones within seasons. Results indicate that slope was statistically uncorrelated with relative temperature zones within any season, aspect was statistically correlated with relative temperature zones during fall and winter, and forest biomass was statistically correlated with relative temperature zones during fall and spring which may indicate the use of thermal infrared data as an aid in identifying forest structure/age.",UIEF; thermal infrared data; GIS; LiDAR; forest ecosystems; temperature zones; forest management; forest structure; forest ecology,,UIEF,46.869607,-116.733856,,,,,SFA Scholarworks,"Forest, Rangeland, and Fire Sciences",,,,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,,en,Not conducted on UIEF,,record,https://scholarworks.sfasu.edu/cgi/viewcontent.cgi?article=1020&context=spatialsci_facultypres,,
